date,fips,county,hospital_pk,total_adult_inpatient_sum,total_adult_used_inpatient_sum,total_adult_confirmed_and_suspected_covid_sum,total_adult_confirmed_covid_sum,total_icu_sum,used_icu_sum,total_staffed_adult_icu_sum,used_staffed_adult_icu_sum,staffed_icu_adult_confirmed_and_suspected_covid_sum,staffed_icu_adult_confirmed_covid_sum,total_adult_inpatient_avg,total_adult_used_inpatient_avg,total_adult_confirmed_and_suspected_covid_avg,total_adult_confirmed_covid_avg,total_icu_avg,used_icu_avg,total_staffed_adult_icu_avg,used_staffed_adult_icu_avg,staffed_icu_adult_confirmed_and_suspected_covid_avg,staffed_icu_adult_confirmed_covid_avg
2020-10-02,36095,Schoharie,331320,217.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,,,31.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,,
2020-10-02,36097,Schuyler,331313,182.0,62.0,0.0,0.0,0.0,0.0,,,,,26.0,8.9,0.0,0.0,0.0,0.0,,,,
2020-10-02,36101,Steuben,330144,,17.0,0.0,0.0,0.0,0.0,,,,,,-999999.0,0.0,0.0,0.0,0.0,,,,
2020-10-02,36101,Steuben,330151,133.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36101,Steuben,330277,,350.0,60.0,60.0,56.0,40.0,,40.0,8.0,8.0,,50.0,8.6,8.6,8.0,5.7,,5.7,-999999.0,-999999.0
2020-10-02,36103,Suffolk,330043,1716.0,1612.0,36.0,10.0,333.0,243.0,256.0,208.0,5.0,0.0,245.1,230.3,5.1,-999999.0,47.6,34.7,36.6,29.7,-999999.0,0.0
2020-10-02,36103,Suffolk,330045,1904.0,1347.0,62.0,29.0,357.0,237.0,294.0,208.0,10.0,6.0,272.0,192.4,8.9,4.1,51.0,33.9,42.0,29.7,-999999.0,-999999.0
2020-10-02,36103,Suffolk,330107,,,6.0,4.0,,,,,0.0,0.0,,,-999999.0,-999999.0,,,,,0.0,0.0
2020-10-02,36103,Suffolk,330141,1473.0,1062.0,96.0,15.0,183.0,180.0,183.0,180.0,35.0,8.0,210.4,151.7,13.7,-999999.0,26.1,25.7,26.1,25.7,5.0,-999999.0
2020-10-02,36103,Suffolk,330185,1435.0,1019.0,94.0,16.0,294.0,114.0,294.0,114.0,6.0,-999999.0,205.0,145.6,13.4,-999999.0,42.0,16.3,42.0,16.3,-999999.0,-999999.0
2020-10-02,36103,Suffolk,330246,,845.0,-999999.0,0.0,170.0,57.0,,57.0,-999999.0,0.0,,169.0,-999999.0,0.0,34.0,11.4,,11.4,-999999.0,0.0
2020-10-02,36103,Suffolk,330286,2590.0,2015.0,46.0,46.0,560.0,463.0,427.0,308.0,6.0,6.0,370.0,287.9,6.6,6.6,80.0,66.1,61.0,44.0,-999999.0,-999999.0
2020-10-02,36103,Suffolk,330393,3210.0,2644.0,77.0,29.0,465.0,384.0,415.0,348.0,8.0,8.0,642.0,528.8,15.4,5.8,93.0,76.8,83.0,69.6,-999999.0,-999999.0
2020-10-02,36103,Suffolk,330401,1266.0,874.0,18.0,-999999.0,138.0,101.0,138.0,101.0,0.0,0.0,211.0,145.7,-999999.0,-999999.0,23.0,16.8,23.0,16.8,0.0,0.0
2020-10-02,36105,Sullivan,330386,609.0,480.0,33.0,11.0,133.0,56.0,133.0,56.0,8.0,7.0,87.0,68.6,4.7,-999999.0,19.0,8.0,19.0,8.0,-999999.0,-999999.0
2020-10-02,36109,Tompkins,330307,1050.0,707.0,30.0,6.0,112.0,56.0,112.0,56.0,16.0,6.0,150.0,101.0,4.3,-999999.0,16.0,8.0,16.0,8.0,-999999.0,-999999.0
2020-10-02,36111,Ulster,330004,805.0,490.0,36.0,19.0,91.0,33.0,91.0,33.0,-999999.0,0.0,115.0,70.0,5.1,-999999.0,13.0,4.7,13.0,4.7,-999999.0,0.0
2020-10-02,36111,Ulster,330224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36111,Ulster,331310,266.0,110.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,15.7,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36113,Warren,330191,1442.0,1091.0,-999999.0,0.0,154.0,70.0,154.0,70.0,0.0,0.0,206.0,155.9,-999999.0,0.0,22.0,10.0,22.0,10.0,0.0,0.0
2020-10-02,36117,Wayne,330030,112.0,45.0,0.0,0.0,98.0,29.0,14.0,4.0,0.0,0.0,112.0,45.0,0.0,0.0,14.0,4.1,14.0,4.0,0.0,0.0
2020-10-02,36119,Westchester,330006,588.0,390.0,113.0,8.0,36.0,14.0,36.0,14.0,0.0,0.0,98.0,65.0,18.8,-999999.0,6.0,-999999.0,6.0,-999999.0,0.0,0.0
2020-10-02,36119,Westchester,330086,420.0,172.0,0.0,0.0,77.0,0.0,77.0,0.0,0.0,0.0,60.0,24.6,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0
2020-10-02,36119,Westchester,330162,1176.0,525.0,49.0,34.0,175.0,0.0,105.0,0.0,-999999.0,-999999.0,168.0,75.0,7.0,4.9,25.0,0.0,15.0,0.0,-999999.0,-999999.0
2020-10-02,36119,Westchester,330184,1120.0,504.0,18.0,14.0,224.0,45.0,224.0,45.0,8.0,8.0,160.0,72.0,-999999.0,-999999.0,32.0,6.4,32.0,6.4,-999999.0,-999999.0
2020-10-02,36119,Westchester,330208,180.0,901.0,88.0,4.0,208.0,47.0,208.0,47.0,-999999.0,0.0,45.0,225.3,22.0,-999999.0,52.0,11.8,52.0,11.8,-999999.0,0.0
2020-10-02,36119,Westchester,330234,,,233.0,51.0,1477.0,1048.0,,,62.0,15.0,,,33.3,7.3,211.0,149.7,,,8.9,-999999.0
2020-10-02,36119,Westchester,330261,1099.0,531.0,39.0,19.0,84.0,56.0,84.0,56.0,6.0,6.0,157.0,75.9,5.6,-999999.0,12.0,8.0,12.0,8.0,-999999.0,-999999.0
2020-10-02,36119,Westchester,330267,730.0,668.0,30.0,29.0,112.0,79.0,84.0,61.0,7.0,7.0,104.3,95.4,4.3,4.1,16.0,11.3,12.0,8.7,-999999.0,-999999.0
2020-10-02,36119,Westchester,330304,1995.0,1349.0,59.0,41.0,112.0,60.0,112.0,60.0,7.0,7.0,285.0,192.7,8.4,5.9,16.0,8.6,16.0,8.6,-999999.0,-999999.0
2020-10-02,36119,Westchester,333301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36123,Yates,331314,126.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36001,Albany,330057,3290.0,2389.0,84.0,73.0,301.0,213.0,196.0,139.0,12.0,10.0,470.0,341.3,12.0,10.4,43.0,30.4,28.0,19.9,-999999.0,-999999.0
2020-10-09,36003,Allegany,330096,371.0,154.0,20.0,6.0,70.0,19.0,70.0,18.0,8.0,5.0,53.0,22.0,-999999.0,-999999.0,10.0,-999999.0,10.0,-999999.0,-999999.0,-999999.0
2020-10-09,36003,Allegany,331301,140.0,46.0,,,0.0,0.0,,,,,20.0,6.6,,,0.0,0.0,,,,
2020-10-09,36005,Bronx,330059,8442.0,6786.0,270.0,270.0,1248.0,953.0,750.0,600.0,33.0,33.0,1206.0,969.4,38.6,38.6,178.3,136.1,107.1,85.7,4.7,4.7
2020-10-09,36005,Bronx,330080,5083.0,1541.0,55.0,36.0,378.0,271.0,315.0,135.0,9.0,-999999.0,726.1,220.1,7.9,5.1,54.0,38.7,45.0,19.3,-999999.0,-999999.0
2020-10-09,36005,Bronx,330127,3606.0,2015.0,102.0,44.0,484.0,411.0,421.0,310.0,37.0,25.0,515.1,287.9,14.6,6.3,69.1,58.7,60.1,44.3,5.3,-999999.0
2020-10-09,36005,Bronx,330385,3385.0,604.0,17.0,7.0,882.0,77.0,882.0,50.0,4.0,4.0,483.6,86.3,-999999.0,-999999.0,126.0,11.0,126.0,7.1,-999999.0,-999999.0
2020-10-09,36005,Bronx,330399,2037.0,1516.0,41.0,33.0,392.0,248.0,308.0,219.0,5.0,5.0,291.0,216.6,5.9,4.7,56.0,35.4,44.0,31.3,-999999.0,-999999.0
2020-10-09,36005,Bronx,332006,1575.0,1168.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,166.9,15.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36007,Broome,330011,1854.0,840.0,86.0,84.0,108.0,49.0,108.0,49.0,15.0,15.0,309.0,140.0,14.3,14.0,18.0,8.2,18.0,8.2,-999999.0,-999999.0
2020-10-09,36007,Broome,330394,1504.0,340.0,113.0,113.0,240.0,185.0,240.0,185.0,61.0,61.0,376.0,85.0,28.3,28.3,60.0,46.3,60.0,46.3,15.3,15.3
2020-10-09,36009,Cattaraugus,330103,657.0,657.0,72.0,40.0,42.0,42.0,42.0,42.0,10.0,8.0,131.4,131.4,14.4,8.0,8.4,8.4,8.4,8.4,-999999.0,-999999.0
2020-10-09,36011,Cayuga,330235,,518.0,79.0,6.0,133.0,50.0,133.0,50.0,-999999.0,-999999.0,,74.0,11.3,-999999.0,19.0,7.1,19.0,7.1,-999999.0,-999999.0
2020-10-09,36013,Chautauqua,330166,28.0,9.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36013,Chautauqua,330229,273.0,0.0,21.0,21.0,56.0,26.0,56.0,0.0,-999999.0,-999999.0,39.0,0.0,-999999.0,-999999.0,8.0,-999999.0,8.0,0.0,-999999.0,-999999.0
2020-10-09,36013,Chautauqua,330239,896.0,715.0,77.0,76.0,77.0,40.0,77.0,40.0,11.0,11.0,128.0,102.1,11.0,10.9,11.0,5.7,11.0,5.7,-999999.0,-999999.0
2020-10-09,36015,Chemung,330090,1155.0,775.0,100.0,100.0,140.0,117.0,140.0,117.0,18.0,18.0,165.0,110.7,14.3,14.3,20.0,16.7,20.0,16.7,-999999.0,-999999.0
2020-10-09,36017,Chenango,330033,,36.0,-999999.0,-999999.0,42.0,7.0,42.0,7.0,-999999.0,-999999.0,,6.0,-999999.0,-999999.0,7.0,-999999.0,7.0,-999999.0,-999999.0,-999999.0
2020-10-09,36019,Clinton,330250,973.0,927.0,35.0,25.0,65.0,57.0,65.0,57.0,4.0,4.0,139.0,132.4,5.0,-999999.0,9.3,8.1,9.3,8.1,-999999.0,-999999.0
2020-10-09,36021,Columbia,330094,337.0,337.0,16.0,16.0,40.0,19.0,40.0,19.0,0.0,0.0,84.3,84.3,4.0,4.0,10.0,4.8,10.0,4.8,0.0,0.0
2020-10-09,36023,Cortland,330175,539.0,313.0,-999999.0,-999999.0,84.0,45.0,84.0,45.0,0.0,0.0,77.0,44.7,-999999.0,-999999.0,12.0,6.4,12.0,6.4,0.0,0.0
2020-10-09,36025,Delaware,331304,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36025,Delaware,331305,112.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36025,Delaware,331312,216.0,34.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,5.7,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36027,Dutchess,330023,2088.0,1786.0,162.0,39.0,240.0,180.0,150.0,136.0,20.0,0.0,348.0,297.7,27.0,6.5,40.0,30.0,25.0,22.7,-999999.0,0.0
2020-10-09,36027,Dutchess,330049,700.0,415.0,19.0,17.0,42.0,14.0,49.0,20.0,5.0,-999999.0,100.0,59.3,-999999.0,-999999.0,6.0,-999999.0,7.0,-999999.0,-999999.0,-999999.0
2020-10-09,36029,Erie,330005,6328.0,4645.0,281.0,150.0,1505.0,625.0,1505.0,625.0,87.0,38.0,904.0,663.6,40.1,21.4,215.0,89.3,215.0,89.3,12.4,5.4
2020-10-09,36029,Erie,330078,1463.0,,75.0,75.0,1162.0,73.0,658.0,,21.0,21.0,209.0,,10.7,10.7,166.0,10.4,94.0,,-999999.0,-999999.0
2020-10-09,36029,Erie,330102,721.0,721.0,0.0,0.0,43.0,43.0,43.0,43.0,0.0,0.0,103.0,103.0,0.0,0.0,6.1,6.1,6.1,6.1,0.0,0.0
2020-10-09,36029,Erie,330111,147.0,69.0,0.0,0.0,0.0,0.0,,0.0,,,21.0,9.9,0.0,0.0,0.0,0.0,,0.0,,
2020-10-09,36029,Erie,330219,3626.0,3291.0,65.0,65.0,322.0,268.0,322.0,264.0,17.0,16.0,518.0,470.1,9.3,9.3,46.0,38.3,46.0,37.7,-999999.0,-999999.0
2020-10-09,36029,Erie,330279,,,-999999.0,-999999.0,225.0,140.0,,,-999999.0,-999999.0,,,-999999.0,-999999.0,45.0,28.0,,,-999999.0,-999999.0
2020-10-09,36029,Erie,330354,931.0,925.0,-999999.0,-999999.0,98.0,57.0,98.0,43.0,0.0,0.0,133.0,132.1,-999999.0,-999999.0,14.0,8.1,14.0,6.1,0.0,0.0
2020-10-09,36031,Essex,331302,175.0,70.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36033,Franklin,330079,791.0,145.0,7.0,7.0,84.0,23.0,84.0,12.0,7.0,7.0,113.0,36.3,-999999.0,-999999.0,12.0,-999999.0,12.0,-999999.0,-999999.0,-999999.0
2020-10-09,36033,Franklin,330084,266.0,115.0,6.0,0.0,35.0,11.0,35.0,11.0,-999999.0,0.0,38.0,16.4,-999999.0,0.0,5.0,-999999.0,5.0,-999999.0,-999999.0,0.0
2020-10-09,36035,Fulton,330276,217.0,151.0,25.0,0.0,56.0,35.0,56.0,35.0,14.0,0.0,31.0,21.6,-999999.0,0.0,8.0,5.0,8.0,5.0,-999999.0,0.0
2020-10-09,36037,Genesee,330073,574.0,189.0,0.0,0.0,91.0,19.0,91.0,19.0,0.0,0.0,82.0,27.0,0.0,0.0,13.0,-999999.0,13.0,-999999.0,0.0,0.0
2020-10-09,36043,Herkimer,331311,,126.0,6.0,,0.0,0.0,,0.0,,,,18.0,-999999.0,,0.0,0.0,,0.0,,
2020-10-09,36045,Jefferson,330157,793.0,517.0,5.0,5.0,54.0,28.0,54.0,28.0,0.0,0.0,132.2,86.2,-999999.0,-999999.0,9.0,4.7,9.0,4.7,0.0,0.0
2020-10-09,36045,Jefferson,331309,28.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36045,Jefferson,331318,94.0,94.0,0.0,,0.0,0.0,,,,,13.4,13.4,0.0,,0.0,0.0,,,,
2020-10-09,36047,Kings,330019,882.0,620.0,42.0,40.0,134.0,115.0,134.0,115.0,12.0,12.0,126.0,88.6,6.0,5.7,19.1,16.4,19.1,16.4,-999999.0,-999999.0
2020-10-09,36047,Kings,330056,2527.0,1108.0,43.0,29.0,315.0,201.0,133.0,78.0,-999999.0,0.0,361.0,158.3,6.1,4.1,45.0,28.7,19.0,11.1,-999999.0,0.0
2020-10-09,36047,Kings,330194,3318.0,2571.0,339.0,339.0,456.0,301.0,390.0,285.0,69.0,69.0,553.0,428.5,56.5,56.5,76.0,50.2,65.0,47.5,11.5,11.5
2020-10-09,36047,Kings,330196,4067.0,1373.0,117.0,68.0,413.0,231.0,315.0,187.0,25.0,9.0,581.0,196.1,16.7,9.7,59.0,33.0,45.0,26.7,-999999.0,-999999.0
2020-10-09,36047,Kings,330201,213.0,161.0,241.0,8.0,20.0,15.0,10.0,7.0,34.0,0.0,213.0,161.0,34.4,-999999.0,10.0,7.5,10.0,7.0,4.9,0.0
2020-10-09,36047,Kings,330202,5011.0,2190.0,91.0,18.0,350.0,224.0,294.0,156.0,10.0,5.0,715.9,312.9,13.0,-999999.0,50.0,32.0,42.0,22.3,-999999.0,-999999.0
2020-10-09,36047,Kings,330221,,651.0,133.0,0.0,112.0,52.0,112.0,52.0,0.0,0.0,,93.0,19.0,0.0,16.0,7.4,16.0,7.4,0.0,0.0
2020-10-09,36047,Kings,330233,1918.0,1679.0,53.0,32.0,353.0,313.0,273.0,261.0,15.0,11.0,274.0,239.9,7.6,4.6,50.4,44.7,39.0,37.3,-999999.0,-999999.0
2020-10-09,36047,Kings,330236,3521.0,3043.0,106.0,97.0,476.0,399.0,238.0,210.0,13.0,13.0,503.0,434.7,15.1,13.9,68.0,57.0,34.0,30.0,-999999.0,-999999.0
2020-10-09,36047,Kings,330396,3797.0,1195.0,58.0,22.0,230.0,145.0,230.0,123.0,-999999.0,0.0,542.4,170.7,8.3,-999999.0,32.9,20.7,32.9,17.6,-999999.0,0.0
2020-10-09,36047,Kings,330397,1834.0,1192.0,199.0,0.0,91.0,77.0,91.0,77.0,22.0,0.0,262.0,170.3,28.4,0.0,13.0,11.0,13.0,11.0,-999999.0,0.0
2020-10-09,36049,Lewis,331317,350.0,95.0,-999999.0,-999999.0,42.0,12.0,42.0,12.0,-999999.0,-999999.0,50.0,13.6,-999999.0,-999999.0,6.0,-999999.0,6.0,-999999.0,-999999.0,-999999.0
2020-10-09,36051,Livingston,330238,252.0,151.0,14.0,0.0,56.0,31.0,56.0,31.0,-999999.0,0.0,36.0,21.6,-999999.0,0.0,8.0,4.4,8.0,4.4,-999999.0,0.0
2020-10-09,36053,Madison,330115,252.0,184.0,-999999.0,-999999.0,42.0,27.0,42.0,27.0,0.0,0.0,36.0,26.3,-999999.0,-999999.0,6.0,-999999.0,6.0,-999999.0,0.0,0.0
2020-10-09,36053,Madison,331316,89.0,89.0,0.0,0.0,28.0,10.0,10.0,10.0,0.0,0.0,12.7,12.7,0.0,0.0,4.0,-999999.0,-999999.0,-999999.0,0.0,0.0
2020-10-09,36055,Monroe,330125,2712.0,1829.0,56.0,56.0,816.0,231.0,540.0,131.0,4.0,4.0,678.0,457.3,8.0,8.0,116.6,33.0,135.0,32.8,-999999.0,-999999.0
2020-10-09,36055,Monroe,330164,2506.0,1947.0,24.0,24.0,168.0,86.0,168.0,86.0,6.0,6.0,358.0,278.1,-999999.0,-999999.0,24.0,12.3,24.0,12.3,-999999.0,-999999.0
2020-10-09,36055,Monroe,330226,2520.0,1675.0,6.0,6.0,770.0,128.0,770.0,128.0,-999999.0,-999999.0,360.0,279.2,-999999.0,-999999.0,110.0,18.3,110.0,18.3,-999999.0,-999999.0
2020-10-09,36055,Monroe,330285,7133.0,4905.0,92.0,63.0,1400.0,911.0,1260.0,756.0,29.0,23.0,1019.0,700.7,13.1,9.0,200.0,130.1,180.0,108.0,4.1,-999999.0
2020-10-09,36057,Montgomery,330047,117.0,,-999999.0,0.0,12.0,6.0,11.0,6.0,0.0,0.0,117.0,,-999999.0,0.0,12.0,6.0,11.0,6.0,0.0,0.0
2020-10-09,36059,Nassau,330027,2268.0,2185.0,169.0,19.0,448.0,431.0,378.0,366.0,72.0,6.0,324.0,312.1,24.1,6.3,64.0,61.6,54.0,52.3,10.3,-999999.0
2020-10-09,36059,Nassau,330106,6818.0,5041.0,242.0,196.0,1204.0,780.0,861.0,538.0,58.0,53.0,974.0,720.1,34.6,28.0,172.0,111.4,123.0,76.9,8.3,7.6
2020-10-09,36059,Nassau,330181,945.0,716.0,33.0,22.0,105.0,23.0,105.0,23.0,6.0,6.0,135.0,102.3,4.7,-999999.0,15.0,-999999.0,15.0,-999999.0,-999999.0,-999999.0
2020-10-09,36059,Nassau,330182,2057.0,2053.0,25.0,25.0,560.0,271.0,560.0,271.0,25.0,25.0,293.9,293.3,-999999.0,-999999.0,80.0,38.7,80.0,38.7,-999999.0,-999999.0
2020-10-09,36059,Nassau,330198,2583.0,1968.0,60.0,45.0,154.0,130.0,154.0,130.0,12.0,12.0,369.0,281.1,8.6,6.4,22.0,18.6,22.0,18.6,-999999.0,-999999.0
2020-10-09,36059,Nassau,330259,1449.0,1128.0,31.0,31.0,147.0,124.0,73.0,59.0,20.0,20.0,207.0,161.1,4.4,4.4,21.0,17.7,10.4,8.4,-999999.0,-999999.0
2020-10-09,36059,Nassau,330331,1267.0,835.0,31.0,21.0,140.0,67.0,140.0,66.0,0.0,0.0,181.0,119.3,4.4,-999999.0,20.0,9.6,20.0,9.4,0.0,0.0
2020-10-09,36059,Nassau,330332,1008.0,423.0,9.0,9.0,84.0,62.0,84.0,62.0,-999999.0,-999999.0,144.0,60.4,-999999.0,-999999.0,12.0,8.9,12.0,8.9,-999999.0,-999999.0
2020-10-09,36061,New York,330024,9030.0,8408.0,963.0,499.0,1869.0,1732.0,1722.0,1634.0,155.0,87.0,1290.0,1201.1,137.6,71.3,267.0,247.4,246.0,233.4,22.1,12.4
2020-10-09,36061,New York,330046,4818.0,3903.0,297.0,61.0,454.0,394.0,454.0,394.0,16.0,10.0,688.3,557.6,42.4,8.7,64.9,56.3,64.9,56.3,-999999.0,-999999.0
2020-10-09,36061,New York,330100,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36061,New York,330101,15632.0,13672.0,933.0,279.0,3626.0,2811.0,1946.0,1631.0,126.0,58.0,2233.1,1953.1,133.3,39.9,518.0,401.6,278.0,233.0,18.0,8.3
2020-10-09,36061,New York,330119,3084.0,1997.0,178.0,160.0,777.0,299.0,581.0,205.0,53.0,53.0,440.6,285.3,25.4,22.9,111.0,42.7,83.0,29.3,7.6,7.6
2020-10-09,36061,New York,330154,3332.0,3231.0,89.0,40.0,280.0,192.0,245.0,177.0,12.0,11.0,476.0,461.6,12.7,5.7,40.0,27.4,35.0,25.3,-999999.0,-999999.0
2020-10-09,36061,New York,330169,2961.0,2272.0,323.0,141.0,293.0,211.0,293.0,211.0,26.0,17.0,423.0,324.6,46.1,20.1,41.9,30.1,41.9,30.1,-999999.0,-999999.0
2020-10-09,36061,New York,330199,1967.0,765.0,32.0,12.0,126.0,81.0,126.0,52.0,0.0,0.0,281.0,109.3,4.6,-999999.0,18.0,11.6,18.0,7.4,0.0,0.0
2020-10-09,36061,New York,330204,3626.0,3647.0,69.0,38.0,508.0,506.0,441.0,359.0,8.0,7.0,518.0,521.0,9.9,5.4,72.6,72.3,63.0,51.3,-999999.0,-999999.0
2020-10-09,36061,New York,330214,9072.0,7019.0,337.0,268.0,2666.0,2151.0,1510.0,1220.0,70.0,62.0,1512.0,1169.8,48.1,38.3,380.9,307.3,251.7,203.3,10.0,8.9
2020-10-09,36061,New York,330240,1915.0,1131.0,54.0,41.0,399.0,187.0,375.0,118.0,17.0,17.0,273.6,161.6,7.7,5.9,57.0,26.7,53.6,16.9,-999999.0,-999999.0
2020-10-09,36061,New York,330270,1011.0,864.0,0.0,0.0,28.0,4.0,28.0,4.0,0.0,0.0,144.4,123.4,0.0,0.0,4.0,-999999.0,4.0,-999999.0,0.0,0.0
2020-10-09,36061,New York,330410,168.0,168.0,0.0,,0.0,0.0,0.0,0.0,0.0,,56.0,56.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2020-10-09,36061,New York,332008,939.0,939.0,0.0,0.0,,,,,0.0,0.0,134.1,134.1,0.0,0.0,,,,,0.0,0.0
2020-10-09,36063,Niagara,330065,868.0,498.0,22.0,4.0,84.0,60.0,84.0,60.0,8.0,4.0,124.0,71.1,-999999.0,-999999.0,12.0,8.6,12.0,8.6,-999999.0,-999999.0
2020-10-09,36063,Niagara,330163,490.0,311.0,0.0,0.0,35.0,14.0,35.0,14.0,0.0,0.0,70.0,44.4,0.0,0.0,5.0,-999999.0,5.0,-999999.0,0.0,0.0
2020-10-09,36063,Niagara,330188,609.0,305.0,0.0,0.0,84.0,50.0,84.0,43.0,0.0,0.0,87.0,43.6,0.0,0.0,12.0,7.1,12.0,7.2,0.0,0.0
2020-10-09,36065,Oneida,330044,,,34.0,12.0,,,,,4.0,-999999.0,,,4.9,-999999.0,,,,,-999999.0,-999999.0
2020-10-09,36065,Oneida,330215,,,,,60.0,24.0,,,,,,,,,10.0,4.0,,,,
2020-10-09,36065,Oneida,330245,,,13.0,-999999.0,,,,,-999999.0,0.0,,,-999999.0,-999999.0,,,,,-999999.0,0.0
2020-10-09,36067,Onondaga,330140,3157.0,2166.0,34.0,34.0,560.0,228.0,420.0,193.0,7.0,7.0,451.0,309.4,4.9,4.9,80.0,32.6,60.0,27.6,-999999.0,-999999.0
2020-10-09,36067,Onondaga,330203,2387.0,1067.0,21.0,21.0,385.0,154.0,385.0,154.0,4.0,4.0,341.0,152.4,-999999.0,-999999.0,55.0,22.0,55.0,22.0,-999999.0,-999999.0
2020-10-09,36067,Onondaga,330241,4242.0,3565.0,92.0,70.0,819.0,753.0,714.0,684.0,18.0,13.0,606.0,509.3,13.1,10.0,117.0,107.6,102.0,97.7,-999999.0,-999999.0
2020-10-09,36069,Ontario,330058,497.0,300.0,17.0,17.0,98.0,26.0,98.0,26.0,12.0,12.0,71.0,42.9,-999999.0,-999999.0,14.0,-999999.0,14.0,-999999.0,-999999.0,-999999.0
2020-10-09,36069,Ontario,330074,1029.0,510.0,18.0,9.0,84.0,68.0,84.0,68.0,0.0,0.0,147.0,72.9,-999999.0,-999999.0,12.0,9.7,12.0,9.7,0.0,0.0
2020-10-09,36069,Ontario,330265,399.0,199.0,15.0,15.0,63.0,14.0,63.0,14.0,-999999.0,-999999.0,57.0,28.4,-999999.0,-999999.0,9.0,-999999.0,9.0,-999999.0,-999999.0,-999999.0
2020-10-09,36071,Orange,330126,2388.0,1728.0,147.0,68.0,690.0,214.0,570.0,166.0,14.0,6.0,398.0,288.0,24.5,11.3,115.0,35.7,95.0,27.7,-999999.0,-999999.0
2020-10-09,36071,Orange,330135,343.0,114.0,8.0,4.0,70.0,28.0,70.0,25.0,-999999.0,0.0,49.0,16.3,-999999.0,-999999.0,10.0,4.0,10.0,-999999.0,-999999.0,0.0
2020-10-09,36071,Orange,330205,333.0,109.0,-999999.0,0.0,56.0,21.0,58.0,25.0,-999999.0,0.0,47.6,15.6,-999999.0,0.0,8.0,-999999.0,8.3,-999999.0,-999999.0,0.0
2020-10-09,36071,Orange,330264,938.0,852.0,71.0,71.0,98.0,64.0,98.0,64.0,9.0,9.0,134.0,121.7,10.1,10.1,14.0,9.1,14.0,9.1,-999999.0,-999999.0
2020-10-09,36073,Orleans,331319,,47.0,0.0,0.0,0.0,0.0,,,,,,6.7,0.0,0.0,0.0,0.0,,,,
2020-10-09,36075,Oswego,330218,492.0,257.0,6.0,5.0,68.0,23.0,68.0,23.0,0.0,0.0,123.0,64.3,-999999.0,-999999.0,17.0,5.8,17.0,5.8,0.0,0.0
2020-10-09,36077,Otsego,330085,371.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,36077,Otsego,330136,,907.0,7.0,7.0,210.0,119.0,,119.0,7.0,7.0,,129.6,-999999.0,-999999.0,30.0,17.0,,17.0,-999999.0,-999999.0
2020-10-09,36079,Putnam,330273,798.0,461.0,34.0,24.0,70.0,30.0,70.0,30.0,13.0,10.0,114.0,65.9,4.9,-999999.0,10.0,4.3,10.0,4.3,-999999.0,-999999.0
