date,fips,county,hospital_pk,total_adult_inpatient,used_inpatient,total_adult_confirmed_and_suspected_covid,total_adult_confirmed_covid,total_icu,used_icu,total_staffed_adult_icu,used_staffed_adult_icu,staffed_icu_adult_confirmed_and_suspected_covid,staffed_icu_adult_confirmed_covid
2020-10-23,36047,Kings,330221,1218.0,884.0,52.0,17.0,112.0,75.0,112.0,75.0,13.0,7.0
2020-10-23,36047,Kings,330201,1377.0,1202.0,246.0,19.0,70.0,63.0,70.0,63.0,35.0,5.0
2020-10-23,36047,Kings,330056,2527.0,1249.0,34.0,26.0,315.0,217.0,133.0,112.0,7.0,7.0
2020-10-23,36047,Kings,330236,3521.0,3706.0,82.0,82.0,476.0,396.0,238.0,234.0,19.0,19.0
2020-10-23,36047,Kings,330396,3632.0,1063.0,22.0,5.0,226.0,111.0,226.0,82.0,0.0,0.0
2020-10-23,36047,Kings,330202,4882.0,2517.0,79.0,23.0,349.0,248.0,293.0,167.0,22.0,13.0
2020-10-23,36047,Kings,330350,1512.0,931.0,12.0,4.0,427.0,186.0,119.0,62.0,5.0,4.0
2020-10-23,36049,Lewis,331317,175.0,104.0,-999999.0,-999999.0,42.0,6.0,42.0,6.0,0.0,0.0
2020-10-23,36051,Livingston,330238,252.0,193.0,15.0,14.0,56.0,25.0,56.0,25.0,4.0,-999999.0
2020-10-23,36053,Madison,331316,175.0,73.0,0.0,0.0,28.0,5.0,28.0,5.0,0.0,0.0
2020-10-23,36053,Madison,330115,252.0,186.0,0.0,0.0,42.0,33.0,42.0,33.0,0.0,0.0
2020-10-23,36055,Monroe,330164,2506.0,1843.0,49.0,47.0,168.0,82.0,168.0,82.0,8.0,7.0
2020-10-23,36055,Monroe,330285,7133.0,5827.0,110.0,89.0,1400.0,895.0,1260.0,747.0,41.0,39.0
2020-10-23,36055,Monroe,330226,2160.0,1838.0,26.0,26.0,660.0,106.0,660.0,106.0,6.0,6.0
2020-10-23,36055,Monroe,330125,4080.0,2850.0,60.0,60.0,942.0,217.0,942.0,217.0,12.0,12.0
2020-10-23,36057,Montgomery,330047,819.0,381.0,25.0,0.0,84.0,43.0,77.0,43.0,5.0,0.0
2020-10-23,36059,Nassau,330332,1008.0,533.0,22.0,0.0,84.0,67.0,84.0,67.0,7.0,0.0
2020-10-23,36059,Nassau,330259,1449.0,1212.0,54.0,51.0,155.0,134.0,82.0,71.0,21.0,21.0
2020-10-23,36059,Nassau,330181,810.0,688.0,40.0,8.0,90.0,30.0,90.0,30.0,-999999.0,-999999.0
2020-10-23,36059,Nassau,330106,5844.0,4648.0,203.0,135.0,1032.0,543.0,738.0,386.0,39.0,36.0
2020-10-23,36059,Nassau,330198,2583.0,1890.0,85.0,77.0,154.0,126.0,154.0,126.0,20.0,20.0
2020-10-23,36059,Nassau,330331,1086.0,704.0,44.0,28.0,120.0,65.0,120.0,65.0,6.0,6.0
2020-10-23,36059,Nassau,330182,2499.0,2099.0,23.0,23.0,560.0,284.0,560.0,284.0,23.0,23.0
2020-10-23,36059,Nassau,330027,1980.0,1757.0,28.0,14.0,384.0,358.0,312.0,298.0,4.0,0.0
2020-10-23,36061,New York,330046,4929.0,4252.0,323.0,84.0,460.0,419.0,460.0,419.0,30.0,19.0
2020-10-23,36061,New York,330214,10605.0,10491.0,456.0,367.0,2730.0,2258.0,1785.0,1422.0,144.0,80.0
2020-10-23,36061,New York,330199,1967.0,811.0,25.0,15.0,124.0,95.0,124.0,68.0,6.0,-999999.0
2020-10-23,36061,New York,330169,2996.0,2386.0,253.0,152.0,301.0,259.0,301.0,259.0,16.0,12.0
2020-10-23,36061,New York,330101,15632.0,16564.0,1115.0,230.0,3626.0,2691.0,1946.0,1593.0,148.0,51.0
2020-10-23,36061,New York,330119,2640.0,2023.0,133.0,74.0,666.0,272.0,498.0,192.0,14.0,13.0
2020-10-23,36061,New York,332008,875.0,875.0,6.0,6.0,,,,,0.0,0.0
2020-10-23,36061,New York,330240,1786.0,944.0,35.0,31.0,376.0,135.0,341.0,102.0,8.0,6.0
2020-10-23,36061,New York,330154,3332.0,3290.0,108.0,85.0,280.0,201.0,245.0,182.0,19.0,19.0
2020-10-23,36061,New York,330024,9030.0,9209.0,813.0,409.0,1869.0,1791.0,1722.0,1676.0,109.0,89.0
2020-10-23,36061,New York,330204,3626.0,3717.0,65.0,33.0,537.0,537.0,441.0,388.0,9.0,-999999.0
2020-10-23,36061,New York,330100,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36061,New York,330270,1032.0,920.0,0.0,0.0,28.0,10.0,28.0,10.0,0.0,0.0
2020-10-23,36063,Niagara,330065,868.0,451.0,14.0,4.0,84.0,39.0,84.0,39.0,0.0,0.0
2020-10-23,36063,Niagara,330188,609.0,303.0,0.0,0.0,84.0,32.0,84.0,32.0,0.0,0.0
2020-10-23,36063,Niagara,330163,490.0,300.0,0.0,0.0,35.0,7.0,35.0,7.0,0.0,0.0
2020-10-23,36065,Oneida,330215,196.0,328.0,7.0,7.0,70.0,44.0,30.0,19.0,0.0,0.0
2020-10-23,36065,Oneida,330044,1806.0,874.0,67.0,48.0,294.0,85.0,294.0,85.0,16.0,15.0
2020-10-23,36065,Oneida,330245,1470.0,825.0,66.0,38.0,204.0,107.0,204.0,107.0,16.0,9.0
2020-10-23,36067,Onondaga,330203,2387.0,1372.0,39.0,39.0,385.0,244.0,385.0,141.0,14.0,14.0
2020-10-23,36067,Onondaga,330140,3157.0,2260.0,65.0,65.0,560.0,239.0,420.0,194.0,-999999.0,-999999.0
2020-10-23,36067,Onondaga,330241,4242.0,4127.0,121.0,105.0,819.0,741.0,714.0,684.0,31.0,24.0
2020-10-23,36069,Ontario,330265,342.0,220.0,5.0,5.0,54.0,16.0,54.0,16.0,-999999.0,-999999.0
2020-10-23,36069,Ontario,330074,1029.0,588.0,18.0,14.0,84.0,75.0,84.0,75.0,5.0,-999999.0
2020-10-23,36069,Ontario,330058,497.0,247.0,9.0,9.0,98.0,27.0,98.0,27.0,-999999.0,-999999.0
2020-10-23,36071,Orange,330264,938.0,916.0,123.0,123.0,101.0,92.0,101.0,92.0,13.0,13.0
2020-10-23,36071,Orange,330135,343.0,107.0,9.0,7.0,70.0,17.0,70.0,17.0,0.0,0.0
2020-10-23,36071,Orange,330126,2388.0,1737.0,149.0,75.0,690.0,196.0,570.0,156.0,20.0,14.0
2020-10-23,36071,Orange,330205,350.0,108.0,7.0,7.0,56.0,16.0,56.0,16.0,0.0,0.0
2020-10-23,36073,Orleans,331319,156.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36075,Oswego,330218,861.0,431.0,9.0,9.0,119.0,42.0,119.0,42.0,0.0,0.0
2020-10-23,36077,Otsego,330136,1064.0,1057.0,5.0,5.0,210.0,185.0,210.0,185.0,-999999.0,-999999.0
2020-10-23,36077,Otsego,330085,371.0,171.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36079,Putnam,330273,798.0,472.0,36.0,21.0,70.0,41.0,70.0,41.0,13.0,11.0
2020-10-23,36081,Queens,330055,3118.0,3097.0,126.0,126.0,525.0,301.0,427.0,216.0,23.0,23.0
2020-10-23,36081,Queens,330193,783.0,1237.0,62.0,35.0,413.0,213.0,135.0,176.0,30.0,7.0
2020-10-23,36081,Queens,330014,1107.0,1996.0,187.0,78.0,679.0,173.0,644.0,154.0,85.0,13.0
2020-10-23,36081,Queens,330195,7680.0,7174.0,382.0,196.0,1074.0,743.0,582.0,320.0,55.0,54.0
2020-10-23,36081,Queens,330395,804.0,821.0,12.0,11.0,238.0,84.0,238.0,84.0,7.0,7.0
2020-10-23,36081,Queens,330128,5333.0,2072.0,146.0,94.0,1344.0,251.0,1316.0,214.0,10.0,8.0
2020-10-23,36081,Queens,330231,2567.0,970.0,74.0,44.0,201.0,195.0,196.0,108.0,8.0,5.0
2020-10-23,36083,Rensselaer,330180,1218.0,1146.0,67.0,49.0,147.0,91.0,147.0,91.0,-999999.0,0.0
2020-10-23,36085,Richmond,330028,1757.0,1466.0,59.0,59.0,511.0,239.0,392.0,137.0,9.0,9.0
2020-10-23,36085,Richmond,330160,3588.0,3073.0,321.0,149.0,546.0,382.0,456.0,300.0,67.0,56.0
2020-10-23,36087,Rockland,330405,630.0,460.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36087,Rockland,330158,1855.0,1227.0,99.0,97.0,217.0,131.0,217.0,131.0,11.0,11.0
2020-10-23,36087,Rockland,330104,770.0,532.0,47.0,38.0,300.0,57.0,300.0,57.0,12.0,12.0
2020-10-23,36089,St. Lawrence,330211,455.0,247.0,0.0,0.0,50.0,26.0,50.0,26.0,0.0,0.0
2020-10-23,36089,St. Lawrence,330197,777.0,417.0,11.0,11.0,84.0,40.0,84.0,40.0,0.0,0.0
2020-10-23,36089,St. Lawrence,330223,162.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36089,St. Lawrence,331315,155.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36089,St. Lawrence,331307,114.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36091,Saratoga,330222,915.0,792.0,7.0,7.0,155.0,125.0,155.0,125.0,5.0,0.0
2020-10-23,36093,Schenectady,330153,2030.0,1462.0,81.0,47.0,308.0,160.0,308.0,160.0,16.0,13.0
2020-10-23,36093,Schenectady,330406,749.0,590.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36095,Schoharie,331320,217.0,83.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36097,Schuyler,331313,182.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36101,Steuben,330277,539.0,359.0,72.0,72.0,56.0,34.0,56.0,34.0,-999999.0,-999999.0
2020-10-23,36101,Steuben,330151,133.0,106.0,7.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36101,Steuben,330144,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36103,Suffolk,330045,1632.0,1351.0,46.0,14.0,306.0,184.0,252.0,166.0,-999999.0,-999999.0
2020-10-23,36103,Suffolk,330185,1230.0,727.0,41.0,4.0,252.0,63.0,252.0,63.0,-999999.0,0.0
2020-10-23,36103,Suffolk,330401,1477.0,1102.0,44.0,28.0,161.0,70.0,161.0,70.0,6.0,6.0
2020-10-23,36103,Suffolk,330107,965.0,807.0,17.0,17.0,56.0,51.0,56.0,48.0,0.0,0.0
2020-10-23,36103,Suffolk,330246,1400.0,1258.0,11.0,11.0,238.0,98.0,182.0,98.0,-999999.0,-999999.0
2020-10-23,36103,Suffolk,330393,4494.0,4202.0,90.0,73.0,651.0,494.0,581.0,465.0,19.0,19.0
2020-10-23,36103,Suffolk,330286,2590.0,2093.0,31.0,28.0,560.0,473.0,420.0,344.0,-999999.0,0.0
2020-10-23,36103,Suffolk,330141,1361.0,1241.0,74.0,9.0,191.0,191.0,191.0,191.0,5.0,0.0
2020-10-23,36103,Suffolk,330043,1728.0,1475.0,89.0,55.0,290.0,210.0,224.0,158.0,-999999.0,-999999.0
2020-10-23,36105,Sullivan,330386,522.0,339.0,16.0,10.0,114.0,22.0,114.0,22.0,10.0,-999999.0
2020-10-23,36109,Tompkins,330307,900.0,571.0,74.0,40.0,96.0,55.0,96.0,55.0,11.0,9.0
2020-10-23,36111,Ulster,330224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36111,Ulster,331310,266.0,73.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36111,Ulster,330004,805.0,529.0,38.0,20.0,91.0,37.0,91.0,37.0,7.0,7.0
2020-10-23,36113,Warren,330191,1442.0,1121.0,0.0,0.0,154.0,85.0,154.0,85.0,0.0,0.0
2020-10-23,36117,Wayne,330030,672.0,352.0,45.0,45.0,84.0,48.0,84.0,48.0,-999999.0,-999999.0
2020-10-23,36119,Westchester,330208,2597.0,1464.0,151.0,17.0,364.0,87.0,364.0,87.0,30.0,-999999.0
2020-10-23,36119,Westchester,330184,1120.0,508.0,44.0,17.0,224.0,39.0,224.0,39.0,12.0,7.0
2020-10-23,36119,Westchester,330162,1050.0,458.0,68.0,42.0,126.0,48.0,66.0,48.0,7.0,6.0
2020-10-23,36119,Westchester,333301,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,36119,Westchester,330267,747.0,707.0,32.0,29.0,112.0,66.0,84.0,51.0,8.0,8.0
2020-10-23,36119,Westchester,330234,5117.0,4785.0,195.0,77.0,1281.0,928.0,728.0,592.0,134.0,39.0
2020-10-23,36119,Westchester,330261,954.0,426.0,15.0,10.0,72.0,34.0,72.0,34.0,0.0,0.0
2020-10-23,36119,Westchester,330086,240.0,120.0,0.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0
2020-10-23,36119,Westchester,330304,1995.0,1489.0,95.0,58.0,112.0,63.0,112.0,63.0,8.0,0.0
2020-10-23,36119,Westchester,330006,714.0,574.0,126.0,36.0,36.0,24.0,36.0,24.0,10.0,0.0
2020-10-23,36121,Wyoming,330008,45.0,28.0,6.0,6.0,7.0,-999999.0,7.0,-999999.0,0.0,0.0
2020-10-23,36123,Yates,331314,126.0,53.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36001,Albany,330013,3720.0,4342.0,256.0,109.0,847.0,684.0,684.0,684.0,50.0,40.0
2020-10-30,36001,Albany,330057,3290.0,2295.0,240.0,225.0,312.0,263.0,196.0,153.0,24.0,23.0
2020-10-30,36003,Allegany,330096,371.0,211.0,72.0,69.0,30.0,30.0,30.0,30.0,5.0,5.0
2020-10-30,36003,Allegany,331301,140.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36005,Bronx,330009,2583.0,2584.0,139.0,69.0,539.0,322.0,259.0,199.0,26.0,13.0
2020-10-30,36005,Bronx,330059,9639.0,8357.0,265.0,265.0,1456.0,1111.0,875.0,700.0,78.0,78.0
2020-10-30,36005,Bronx,330399,2037.0,1459.0,55.0,47.0,392.0,258.0,308.0,221.0,26.0,21.0
2020-10-30,36005,Bronx,330080,3642.0,1549.0,45.0,38.0,371.0,219.0,308.0,131.0,11.0,11.0
2020-10-30,36005,Bronx,330385,3385.0,514.0,28.0,18.0,882.0,44.0,882.0,31.0,-999999.0,-999999.0
2020-10-30,36005,Bronx,330127,3211.0,2165.0,58.0,43.0,499.0,479.0,427.0,327.0,29.0,19.0
2020-10-30,36005,Bronx,332006,1575.0,1196.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36007,Broome,330394,1880.0,1412.0,215.0,215.0,300.0,226.0,300.0,226.0,77.0,77.0
2020-10-30,36007,Broome,330011,2163.0,1014.0,198.0,184.0,126.0,56.0,126.0,56.0,-999999.0,-999999.0
2020-10-30,36009,Cattaraugus,330103,1582.0,898.0,120.0,104.0,133.0,68.0,133.0,68.0,20.0,19.0
2020-10-30,36011,Cayuga,330235,762.0,438.0,35.0,35.0,114.0,46.0,114.0,46.0,7.0,7.0
2020-10-30,36013,Chautauqua,330239,896.0,796.0,96.0,96.0,77.0,37.0,77.0,37.0,-999999.0,-999999.0
2020-10-30,36013,Chautauqua,330166,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36013,Chautauqua,330229,273.0,208.0,65.0,63.0,35.0,30.0,35.0,30.0,14.0,13.0
2020-10-30,36015,Chemung,330090,1155.0,865.0,256.0,256.0,140.0,108.0,140.0,108.0,34.0,34.0
2020-10-30,36017,Chenango,330033,192.0,55.0,10.0,8.0,42.0,17.0,42.0,17.0,9.0,7.0
2020-10-30,36019,Clinton,330250,972.0,995.0,15.0,15.0,62.0,56.0,62.0,56.0,5.0,5.0
2020-10-30,36021,Columbia,330094,387.0,271.0,67.0,67.0,30.0,17.0,30.0,17.0,6.0,6.0
2020-10-30,36023,Cortland,330175,462.0,207.0,4.0,4.0,72.0,22.0,72.0,22.0,0.0,0.0
2020-10-30,36025,Delaware,331312,252.0,53.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36025,Delaware,331304,20.0,20.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36025,Delaware,331305,112.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36027,Dutchess,330049,700.0,401.0,4.0,0.0,49.0,27.0,49.0,27.0,0.0,0.0
2020-10-30,36027,Dutchess,330023,2436.0,2165.0,151.0,53.0,280.0,196.0,175.0,138.0,14.0,-999999.0
2020-10-30,36029,Erie,330078,1463.0,836.0,130.0,130.0,1162.0,83.0,1162.0,83.0,34.0,33.0
2020-10-30,36029,Erie,330111,147.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36029,Erie,330102,996.0,608.0,-999999.0,-999999.0,90.0,41.0,90.0,41.0,-999999.0,-999999.0
2020-10-30,36029,Erie,330279,813.0,735.0,-999999.0,-999999.0,135.0,90.0,135.0,90.0,-999999.0,0.0
2020-10-30,36029,Erie,330219,3108.0,2748.0,23.0,22.0,276.0,171.0,276.0,171.0,7.0,7.0
2020-10-30,36029,Erie,330354,994.0,903.0,6.0,6.0,98.0,51.0,98.0,51.0,0.0,0.0
2020-10-30,36029,Erie,330005,5747.0,4015.0,217.0,121.0,1328.0,531.0,1328.0,531.0,77.0,57.0
2020-10-30,36031,Essex,331302,175.0,94.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36033,Franklin,330079,791.0,213.0,-999999.0,-999999.0,56.0,6.0,56.0,6.0,0.0,0.0
2020-10-30,36033,Franklin,330084,266.0,118.0,20.0,16.0,35.0,17.0,35.0,17.0,11.0,11.0
2020-10-30,36035,Fulton,330276,217.0,135.0,23.0,-999999.0,56.0,26.0,56.0,26.0,11.0,-999999.0
2020-10-30,36037,Genesee,330073,574.0,269.0,22.0,22.0,91.0,23.0,91.0,23.0,-999999.0,-999999.0
2020-10-30,36043,Herkimer,331311,161.0,114.0,-999999.0,0.0,0.0,0.0,,0.0,0.0,0.0
2020-10-30,36045,Jefferson,331309,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36045,Jefferson,330157,913.0,598.0,4.0,0.0,66.0,24.0,66.0,24.0,-999999.0,0.0
2020-10-30,36045,Jefferson,331318,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36047,Kings,330202,4892.0,2573.0,80.0,38.0,348.0,302.0,292.0,217.0,18.0,7.0
2020-10-30,36047,Kings,330221,1421.0,847.0,67.0,22.0,135.0,78.0,135.0,78.0,13.0,4.0
2020-10-30,36047,Kings,330019,882.0,519.0,44.0,44.0,133.0,114.0,133.0,114.0,11.0,11.0
2020-10-30,36047,Kings,330233,1861.0,1707.0,50.0,43.0,361.0,298.0,273.0,225.0,-999999.0,-999999.0
2020-10-30,36047,Kings,330350,1512.0,923.0,28.0,18.0,427.0,209.0,119.0,88.0,9.0,9.0
2020-10-30,36047,Kings,330236,3521.0,3545.0,108.0,107.0,476.0,398.0,238.0,231.0,21.0,21.0
2020-10-30,36047,Kings,330397,1834.0,1052.0,235.0,43.0,91.0,73.0,91.0,73.0,11.0,5.0
2020-10-30,36047,Kings,330196,3805.0,1369.0,155.0,88.0,413.0,193.0,315.0,182.0,32.0,22.0
2020-10-30,36047,Kings,330194,3899.0,3274.0,347.0,347.0,532.0,401.0,455.0,370.0,62.0,62.0
2020-10-30,36047,Kings,330396,2644.0,1075.0,68.0,14.0,196.0,118.0,196.0,76.0,5.0,0.0
2020-10-30,36047,Kings,330056,2527.0,1166.0,24.0,12.0,315.0,213.0,133.0,111.0,8.0,7.0
2020-10-30,36047,Kings,330201,1339.0,1134.0,220.0,7.0,70.0,64.0,70.0,64.0,34.0,-999999.0
2020-10-30,36049,Lewis,331317,175.0,61.0,4.0,4.0,42.0,8.0,42.0,8.0,0.0,0.0
2020-10-30,36051,Livingston,330238,252.0,184.0,8.0,-999999.0,56.0,26.0,56.0,26.0,-999999.0,0.0
2020-10-30,36053,Madison,331316,175.0,97.0,0.0,0.0,28.0,13.0,28.0,13.0,0.0,0.0
2020-10-30,36053,Madison,330115,252.0,210.0,6.0,6.0,42.0,13.0,42.0,13.0,6.0,6.0
2020-10-30,36055,Monroe,330125,4760.0,3163.0,126.0,126.0,1099.0,257.0,1099.0,256.0,30.0,30.0
2020-10-30,36055,Monroe,330226,2520.0,2166.0,80.0,80.0,770.0,124.0,770.0,124.0,35.0,35.0
2020-10-30,36055,Monroe,330285,7133.0,5772.0,166.0,127.0,1400.0,838.0,1260.0,712.0,42.0,42.0
2020-10-30,36055,Monroe,330164,2506.0,1839.0,96.0,94.0,168.0,81.0,168.0,81.0,18.0,18.0
2020-10-30,36057,Montgomery,330047,585.0,298.0,13.0,-999999.0,60.0,33.0,55.0,33.0,5.0,-999999.0
2020-10-30,36059,Nassau,330331,1267.0,834.0,65.0,40.0,140.0,66.0,140.0,66.0,9.0,9.0
2020-10-30,36059,Nassau,330259,1449.0,1198.0,43.0,43.0,161.0,127.0,91.0,61.0,22.0,22.0
2020-10-30,36059,Nassau,330027,1980.0,1658.0,24.0,20.0,384.0,360.0,324.0,300.0,0.0,0.0
2020-10-30,36059,Nassau,330332,1008.0,554.0,11.0,0.0,84.0,65.0,84.0,65.0,0.0,0.0
2020-10-30,36059,Nassau,330181,945.0,730.0,134.0,103.0,105.0,29.0,105.0,29.0,6.0,6.0
2020-10-30,36059,Nassau,330198,2583.0,1852.0,82.0,62.0,154.0,143.0,154.0,143.0,21.0,18.0
2020-10-30,36059,Nassau,330182,2499.0,1871.0,103.0,36.0,560.0,259.0,560.0,259.0,36.0,36.0
2020-10-30,36059,Nassau,330106,6818.0,5488.0,235.0,146.0,1204.0,597.0,861.0,448.0,49.0,42.0
2020-10-30,36061,New York,330046,4797.0,4097.0,327.0,98.0,469.0,439.0,469.0,439.0,36.0,28.0
2020-10-30,36061,New York,330101,15632.0,16304.0,1126.0,264.0,3626.0,2735.0,1946.0,1637.0,164.0,68.0
2020-10-30,36061,New York,330270,1022.0,905.0,0.0,0.0,28.0,11.0,28.0,11.0,0.0,0.0
2020-10-30,36061,New York,330154,3332.0,3165.0,69.0,45.0,280.0,202.0,245.0,168.0,11.0,11.0
2020-10-30,36061,New York,330240,1511.0,909.0,26.0,21.0,196.0,126.0,161.0,93.0,-999999.0,-999999.0
2020-10-30,36061,New York,332008,863.0,863.0,-999999.0,-999999.0,,,,,0.0,0.0
2020-10-30,36061,New York,330204,3640.0,3916.0,55.0,28.0,521.0,521.0,441.0,382.0,11.0,10.0
2020-10-30,36061,New York,330169,3021.0,2148.0,248.0,135.0,301.0,239.0,301.0,239.0,27.0,24.0
2020-10-30,36061,New York,330119,2940.0,2464.0,114.0,57.0,777.0,319.0,581.0,229.0,17.0,16.0
2020-10-30,36061,New York,330214,10590.0,10352.0,471.0,411.0,2730.0,2116.0,1785.0,1324.0,96.0,88.0
2020-10-30,36061,New York,330024,9030.0,9210.0,644.0,360.0,1869.0,1774.0,1722.0,1666.0,121.0,91.0
2020-10-30,36061,New York,330100,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36061,New York,330199,1967.0,703.0,27.0,25.0,126.0,62.0,126.0,45.0,7.0,7.0
2020-10-30,36063,Niagara,330163,490.0,320.0,5.0,5.0,35.0,16.0,35.0,16.0,0.0,0.0
2020-10-30,36063,Niagara,330188,609.0,369.0,0.0,0.0,84.0,31.0,84.0,31.0,0.0,0.0
2020-10-30,36063,Niagara,330065,868.0,479.0,10.0,0.0,84.0,41.0,84.0,41.0,0.0,0.0
2020-10-30,36065,Oneida,330044,2107.0,1134.0,63.0,51.0,343.0,88.0,343.0,88.0,12.0,12.0
2020-10-30,36065,Oneida,330215,432.0,296.0,9.0,9.0,70.0,36.0,70.0,36.0,-999999.0,-999999.0
2020-10-30,36065,Oneida,330245,1715.0,1056.0,81.0,73.0,238.0,154.0,238.0,154.0,29.0,29.0
2020-10-30,36067,Onondaga,330140,3157.0,2299.0,90.0,90.0,560.0,215.0,420.0,161.0,11.0,11.0
2020-10-30,36067,Onondaga,330241,4242.0,4160.0,155.0,144.0,819.0,749.0,714.0,698.0,49.0,41.0
2020-10-30,36067,Onondaga,330203,2387.0,1388.0,32.0,32.0,385.0,133.0,385.0,133.0,7.0,7.0
2020-10-30,36069,Ontario,330058,497.0,289.0,31.0,31.0,98.0,31.0,98.0,30.0,15.0,15.0
2020-10-30,36069,Ontario,330265,399.0,256.0,9.0,9.0,63.0,21.0,63.0,21.0,4.0,4.0
2020-10-30,36069,Ontario,330074,1029.0,514.0,28.0,18.0,84.0,66.0,84.0,66.0,0.0,0.0
2020-10-30,36071,Orange,330264,938.0,954.0,163.0,163.0,98.0,78.0,98.0,78.0,20.0,20.0
2020-10-30,36071,Orange,330135,343.0,85.0,9.0,6.0,70.0,20.0,70.0,20.0,0.0,0.0
2020-10-30,36071,Orange,330205,350.0,92.0,-999999.0,0.0,56.0,14.0,56.0,14.0,-999999.0,0.0
2020-10-30,36071,Orange,330126,2786.0,2058.0,160.0,90.0,805.0,237.0,665.0,188.0,33.0,23.0
2020-10-30,36073,Orleans,331319,364.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36075,Oswego,330218,492.0,228.0,4.0,4.0,68.0,12.0,68.0,12.0,0.0,0.0
2020-10-30,36077,Otsego,330136,912.0,950.0,12.0,10.0,180.0,167.0,180.0,167.0,-999999.0,-999999.0
2020-10-30,36077,Otsego,330085,371.0,211.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36079,Putnam,330273,798.0,487.0,34.0,22.0,70.0,38.0,70.0,38.0,10.0,9.0
2020-10-30,36081,Queens,330128,5330.0,2064.0,149.0,107.0,1344.0,232.0,1316.0,207.0,36.0,23.0
2020-10-30,36081,Queens,330055,3118.0,2996.0,131.0,131.0,525.0,311.0,427.0,237.0,18.0,18.0
2020-10-30,36081,Queens,330195,8960.0,8153.0,441.0,298.0,1253.0,817.0,679.0,385.0,69.0,67.0
2020-10-30,36081,Queens,330193,1827.0,1309.0,79.0,43.0,413.0,268.0,315.0,186.0,39.0,11.0
2020-10-30,36081,Queens,330231,2344.0,1023.0,57.0,40.0,202.0,198.0,196.0,105.0,-999999.0,-999999.0
2020-10-30,36081,Queens,330395,1971.0,875.0,18.0,17.0,238.0,78.0,238.0,78.0,-999999.0,-999999.0
2020-10-30,36081,Queens,330014,2583.0,1860.0,125.0,64.0,679.0,238.0,644.0,171.0,68.0,19.0
2020-10-30,36083,Rensselaer,330180,1218.0,1080.0,90.0,70.0,136.0,82.0,136.0,82.0,13.0,9.0
2020-10-30,36085,Richmond,330160,4186.0,3524.0,376.0,192.0,637.0,412.0,532.0,329.0,38.0,32.0
2020-10-30,36085,Richmond,330028,1757.0,1454.0,58.0,58.0,511.0,268.0,392.0,148.0,27.0,27.0
2020-10-30,36087,Rockland,330104,1071.0,793.0,34.0,31.0,420.0,89.0,420.0,89.0,4.0,4.0
2020-10-30,36087,Rockland,330405,630.0,490.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,36087,Rockland,330158,1855.0,1269.0,122.0,115.0,217.0,142.0,217.0,142.0,25.0,25.0
