date,fips,county,hospital_pk,total_adult_inpatient,used_inpatient,total_adult_confirmed_and_suspected_covid,total_adult_confirmed_covid,total_icu,used_icu,total_staffed_adult_icu,used_staffed_adult_icu,staffed_icu_adult_confirmed_and_suspected_covid,staffed_icu_adult_confirmed_covid
2020-09-18,36091,Saratoga,330222,,294.0,6.0,6.0,62.0,41.0,,41.0,-999999.0,-999999.0
2020-09-18,36093,Schenectady,330153,2205.0,1449.0,73.0,21.0,308.0,208.0,308.0,208.0,8.0,6.0
2020-09-18,36093,Schenectady,330406,749.0,430.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,36095,Schoharie,331320,217.0,82.0,4.0,0.0,0.0,0.0,0.0,0.0,,
2020-09-18,36097,Schuyler,331313,182.0,26.0,0.0,0.0,0.0,0.0,,,,
2020-09-18,36101,Steuben,330151,133.0,51.0,0.0,,0.0,0.0,0.0,,,
2020-09-18,36101,Steuben,330277,,339.0,36.0,36.0,56.0,39.0,,39.0,14.0,14.0
2020-09-18,36101,Steuben,330144,,12.0,0.0,0.0,0.0,0.0,,,,
2020-09-18,36103,Suffolk,330107,,,28.0,28.0,,,,,6.0,6.0
2020-09-18,36103,Suffolk,330043,1572.0,1950.0,25.0,9.0,339.0,279.0,328.0,223.0,-999999.0,0.0
2020-09-18,36103,Suffolk,330286,2618.0,2394.0,66.0,55.0,628.0,479.0,491.0,337.0,11.0,11.0
2020-09-18,36103,Suffolk,330045,1994.0,1467.0,39.0,18.0,357.0,222.0,348.0,196.0,9.0,8.0
2020-09-18,36103,Suffolk,330185,1435.0,900.0,110.0,-999999.0,198.0,74.0,198.0,74.0,7.0,0.0
2020-09-18,36103,Suffolk,330246,,1283.0,-999999.0,-999999.0,238.0,83.0,,83.0,0.0,0.0
2020-09-18,36103,Suffolk,330141,1486.0,1074.0,109.0,14.0,177.0,164.0,177.0,164.0,32.0,12.0
2020-09-18,36103,Suffolk,330401,1266.0,897.0,-999999.0,-999999.0,138.0,85.0,138.0,85.0,0.0,0.0
2020-09-18,36103,Suffolk,330393,4494.0,4155.0,109.0,37.0,651.0,475.0,581.0,431.0,7.0,7.0
2020-09-18,36105,Sullivan,330386,609.0,413.0,30.0,8.0,133.0,44.0,133.0,44.0,7.0,7.0
2020-09-18,36109,Tompkins,330307,1050.0,615.0,6.0,-999999.0,112.0,40.0,112.0,40.0,-999999.0,0.0
2020-09-18,36111,Ulster,331310,266.0,88.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,36111,Ulster,330224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,36111,Ulster,330004,805.0,563.0,34.0,13.0,91.0,38.0,91.0,38.0,-999999.0,0.0
2020-09-18,36113,Warren,330191,1442.0,1058.0,6.0,6.0,154.0,76.0,154.0,76.0,0.0,0.0
2020-09-18,36117,Wayne,330030,,431.0,,,98.0,33.0,,,,
2020-09-18,36119,Westchester,330006,625.0,563.0,173.0,8.0,42.0,35.0,42.0,35.0,-999999.0,-999999.0
2020-09-18,36119,Westchester,330162,1236.0,497.0,55.0,8.0,211.0,35.0,201.0,35.0,5.0,0.0
2020-09-18,36119,Westchester,330086,240.0,132.0,0.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0
2020-09-18,36119,Westchester,330267,728.0,671.0,17.0,17.0,112.0,84.0,84.0,57.0,7.0,7.0
2020-09-18,36119,Westchester,330208,225.0,1219.0,124.0,6.0,260.0,62.0,260.0,62.0,8.0,-999999.0
2020-09-18,36119,Westchester,330234,,3719.0,210.0,40.0,1477.0,962.0,,,46.0,13.0
2020-09-18,36119,Westchester,330184,1120.0,600.0,28.0,10.0,224.0,48.0,224.0,48.0,12.0,7.0
2020-09-18,36119,Westchester,330304,1995.0,1555.0,56.0,39.0,112.0,76.0,112.0,76.0,4.0,4.0
2020-09-18,36119,Westchester,330261,1099.0,644.0,34.0,23.0,84.0,60.0,84.0,60.0,0.0,0.0
2020-09-18,36119,Westchester,333301,0.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,36123,Yates,331314,90.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36001,Albany,330057,3290.0,2333.0,34.0,25.0,301.0,198.0,196.0,148.0,-999999.0,-999999.0
2020-09-25,36003,Allegany,331301,120.0,21.0,,,0.0,0.0,,,,
2020-09-25,36003,Allegany,330096,371.0,108.0,9.0,7.0,70.0,11.0,70.0,11.0,0.0,0.0
2020-09-25,36005,Bronx,332006,1575.0,1116.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36005,Bronx,330399,2037.0,1448.0,23.0,17.0,392.0,234.0,308.0,209.0,10.0,9.0
2020-09-25,36005,Bronx,330080,5089.0,1706.0,50.0,25.0,377.0,270.0,314.0,146.0,11.0,9.0
2020-09-25,36005,Bronx,330385,3388.0,614.0,29.0,14.0,882.0,90.0,882.0,71.0,8.0,6.0
2020-09-25,36005,Bronx,330059,9541.0,8635.0,198.0,198.0,1409.0,1113.0,850.0,636.0,34.0,34.0
2020-09-25,36005,Bronx,330127,3612.0,2313.0,53.0,32.0,490.0,467.0,427.0,327.0,15.0,11.0
2020-09-25,36007,Broome,330394,1128.0,837.0,22.0,22.0,180.0,120.0,180.0,120.0,22.0,22.0
2020-09-25,36007,Broome,330011,1854.0,835.0,31.0,30.0,108.0,41.0,108.0,41.0,0.0,0.0
2020-09-25,36009,Cattaraugus,330103,604.0,608.0,17.0,0.0,43.0,43.0,43.0,,0.0,0.0
2020-09-25,36011,Cayuga,330235,,576.0,41.0,4.0,133.0,54.0,133.0,54.0,0.0,0.0
2020-09-25,36013,Chautauqua,330229,156.0,86.0,0.0,0.0,32.0,14.0,32.0,,0.0,0.0
2020-09-25,36013,Chautauqua,330166,28.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36013,Chautauqua,330239,896.0,731.0,6.0,6.0,77.0,44.0,77.0,44.0,0.0,0.0
2020-09-25,36015,Chemung,330090,1155.0,800.0,23.0,23.0,140.0,102.0,140.0,102.0,8.0,8.0
2020-09-25,36017,Chenango,330033,,49.0,6.0,-999999.0,49.0,15.0,,10.0,6.0,-999999.0
2020-09-25,36019,Clinton,330250,,,,,,,,,,
2020-09-25,36021,Columbia,330094,377.0,373.0,5.0,5.0,50.0,24.0,50.0,24.0,-999999.0,
2020-09-25,36023,Cortland,330175,539.0,193.0,0.0,,84.0,21.0,84.0,21.0,,
2020-09-25,36025,Delaware,331312,252.0,34.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36025,Delaware,331305,112.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36025,Delaware,331304,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36027,Dutchess,330023,2088.0,1757.0,184.0,14.0,240.0,172.0,150.0,114.0,20.0,6.0
2020-09-25,36027,Dutchess,330049,700.0,370.0,10.0,-999999.0,49.0,26.0,49.0,26.0,0.0,0.0
2020-09-25,36029,Erie,330078,1463.0,781.0,124.0,124.0,1162.0,90.0,658.0,,,
2020-09-25,36029,Erie,330102,670.0,670.0,0.0,0.0,36.0,36.0,36.0,36.0,0.0,0.0
2020-09-25,36029,Erie,330111,105.0,61.0,-999999.0,0.0,0.0,0.0,,0.0,,
2020-09-25,36029,Erie,330219,3108.0,2824.0,53.0,52.0,276.0,219.0,276.0,219.0,5.0,5.0
2020-09-25,36029,Erie,330005,6748.0,4532.0,216.0,86.0,1253.0,595.0,1253.0,595.0,60.0,20.0
2020-09-25,36029,Erie,330354,798.0,753.0,0.0,0.0,84.0,62.0,84.0,62.0,0.0,0.0
2020-09-25,36031,Essex,331302,150.0,121.0,4.0,0.0,0.0,0.0,,,,
2020-09-25,36033,Franklin,330084,266.0,99.0,6.0,,35.0,4.0,35.0,4.0,-999999.0,
2020-09-25,36033,Franklin,330079,791.0,312.0,62.0,-999999.0,84.0,24.0,84.0,24.0,7.0,0.0
2020-09-25,36035,Fulton,330276,189.0,159.0,27.0,-999999.0,48.0,26.0,48.0,26.0,9.0,-999999.0
2020-09-25,36037,Genesee,330073,,280.0,0.0,0.0,91.0,35.0,,,,
2020-09-25,36043,Herkimer,331311,,63.0,10.0,,0.0,0.0,,0.0,,
2020-09-25,36045,Jefferson,331309,,66.0,,,0.0,0.0,,,,
2020-09-25,36045,Jefferson,331318,91.0,91.0,0.0,,0.0,0.0,,,,
2020-09-25,36045,Jefferson,330157,946.0,646.0,-999999.0,-999999.0,64.0,14.0,64.0,14.0,0.0,0.0
2020-09-25,36047,Kings,330396,3801.0,1203.0,37.0,5.0,231.0,158.0,231.0,116.0,-999999.0,0.0
2020-09-25,36047,Kings,330194,3258.0,2947.0,185.0,185.0,456.0,315.0,390.0,294.0,68.0,68.0
2020-09-25,36047,Kings,330056,2758.0,1172.0,12.0,8.0,315.0,169.0,133.0,68.0,0.0,0.0
2020-09-25,36047,Kings,330233,,,20.0,12.0,,,,,8.0,8.0
2020-09-25,36047,Kings,330019,882.0,660.0,11.0,11.0,137.0,132.0,137.0,132.0,-999999.0,-999999.0
2020-09-25,36047,Kings,330202,4898.0,2511.0,122.0,14.0,350.0,305.0,294.0,195.0,22.0,8.0
2020-09-25,36047,Kings,330397,,,,,,,,,,
2020-09-25,36047,Kings,330196,4067.0,1398.0,133.0,22.0,413.0,221.0,315.0,171.0,26.0,0.0
2020-09-25,36047,Kings,330221,,1205.0,123.0,7.0,112.0,108.0,112.0,108.0,0.0,0.0
2020-09-25,36047,Kings,330236,3521.0,3395.0,97.0,97.0,476.0,437.0,238.0,240.0,12.0,12.0
2020-09-25,36047,Kings,330201,,,217.0,4.0,,,,,29.0,0.0
2020-09-25,36049,Lewis,331317,200.0,65.0,0.0,0.0,24.0,5.0,24.0,5.0,0.0,0.0
2020-09-25,36051,Livingston,330238,252.0,185.0,-999999.0,0.0,56.0,26.0,56.0,26.0,0.0,0.0
2020-09-25,36053,Madison,330115,252.0,126.0,0.0,0.0,42.0,14.0,42.0,14.0,0.0,0.0
2020-09-25,36053,Madison,331316,111.0,111.0,-999999.0,0.0,28.0,9.0,8.0,8.0,-999999.0,0.0
2020-09-25,36055,Monroe,330226,,2088.0,,,770.0,125.0,,,,
2020-09-25,36055,Monroe,330125,,3404.0,,,644.0,239.0,,,,
2020-09-25,36055,Monroe,330285,7133.0,5902.0,97.0,46.0,1400.0,889.0,1260.0,725.0,20.0,15.0
2020-09-25,36055,Monroe,330164,2506.0,1911.0,13.0,13.0,168.0,84.0,168.0,84.0,10.0,10.0
2020-09-25,36057,Montgomery,330047,585.0,260.0,18.0,5.0,60.0,30.0,55.0,30.0,13.0,5.0
2020-09-25,36059,Nassau,330106,5844.0,5435.0,151.0,88.0,1032.0,824.0,738.0,557.0,50.0,42.0
2020-09-25,36059,Nassau,330332,1008.0,500.0,10.0,10.0,84.0,66.0,84.0,66.0,7.0,7.0
2020-09-25,36059,Nassau,330181,810.0,694.0,41.0,36.0,90.0,33.0,90.0,33.0,16.0,15.0
2020-09-25,36059,Nassau,330259,1449.0,1337.0,11.0,11.0,141.0,129.0,70.0,40.0,-999999.0,-999999.0
2020-09-25,36059,Nassau,330027,2268.0,2068.0,90.0,24.0,448.0,422.0,378.0,370.0,33.0,0.0
2020-09-25,36059,Nassau,330182,1753.0,1753.0,33.0,33.0,560.0,244.0,560.0,244.0,33.0,33.0
2020-09-25,36059,Nassau,330331,1086.0,762.0,31.0,14.0,120.0,67.0,120.0,65.0,8.0,7.0
2020-09-25,36059,Nassau,330198,2583.0,1891.0,27.0,18.0,157.0,140.0,157.0,140.0,9.0,7.0
2020-09-25,36061,New York,330199,1966.0,776.0,22.0,9.0,126.0,102.0,126.0,77.0,-999999.0,0.0
2020-09-25,36061,New York,330100,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36061,New York,330214,,9593.0,279.0,168.0,2492.0,2053.0,,,84.0,71.0
2020-09-25,36061,New York,330270,1007.0,865.0,0.0,0.0,28.0,13.0,28.0,13.0,0.0,0.0
2020-09-25,36061,New York,330119,2504.0,2707.0,137.0,75.0,666.0,338.0,498.0,222.0,9.0,-999999.0
2020-09-25,36061,New York,330046,5036.0,3926.0,266.0,72.0,442.0,326.0,442.0,326.0,24.0,13.0
2020-09-25,36061,New York,330024,9030.0,8889.0,533.0,270.0,1869.0,1744.0,1722.0,1631.0,98.0,69.0
2020-09-25,36061,New York,330240,1931.0,1144.0,36.0,29.0,377.0,195.0,377.0,147.0,9.0,7.0
2020-09-25,36061,New York,330101,15632.0,16525.0,822.0,182.0,3626.0,2808.0,1946.0,1596.0,95.0,24.0
2020-09-25,36061,New York,330169,3003.0,2319.0,206.0,71.0,294.0,235.0,294.0,235.0,16.0,11.0
2020-09-25,36061,New York,332008,947.0,947.0,6.0,6.0,,,,,0.0,0.0
2020-09-25,36061,New York,330204,3594.0,3721.0,70.0,22.0,471.0,466.0,415.0,352.0,17.0,11.0
2020-09-25,36061,New York,330154,3332.0,3282.0,121.0,55.0,280.0,159.0,245.0,146.0,0.0,0.0
2020-09-25,36063,Niagara,330188,609.0,396.0,,,84.0,55.0,84.0,55.0,,
2020-09-25,36063,Niagara,330163,490.0,366.0,0.0,0.0,35.0,15.0,35.0,14.0,0.0,
2020-09-25,36063,Niagara,330065,868.0,445.0,18.0,4.0,84.0,47.0,84.0,47.0,4.0,0.0
2020-09-25,36065,Oneida,330044,,,60.0,24.0,,,,,9.0,5.0
2020-09-25,36065,Oneida,330245,,,31.0,7.0,,,,,5.0,0.0
2020-09-25,36065,Oneida,330215,,311.0,,,70.0,27.0,,,,
2020-09-25,36067,Onondaga,330203,2387.0,1316.0,-999999.0,-999999.0,385.0,158.0,385.0,157.0,,
2020-09-25,36067,Onondaga,330140,3157.0,2500.0,30.0,30.0,560.0,247.0,420.0,237.0,0.0,0.0
2020-09-25,36067,Onondaga,330241,4242.0,4041.0,65.0,34.0,819.0,736.0,714.0,675.0,13.0,4.0
2020-09-25,36069,Ontario,330058,497.0,259.0,7.0,7.0,98.0,24.0,98.0,24.0,-999999.0,-999999.0
2020-09-25,36069,Ontario,330265,,280.0,,,63.0,29.0,,,,
2020-09-25,36069,Ontario,330074,1029.0,472.0,12.0,7.0,84.0,61.0,84.0,61.0,0.0,
2020-09-25,36071,Orange,330205,350.0,96.0,5.0,-999999.0,56.0,25.0,56.0,25.0,-999999.0,0.0
2020-09-25,36071,Orange,330264,917.0,1002.0,93.0,93.0,98.0,66.0,98.0,66.0,16.0,16.0
2020-09-25,36071,Orange,330126,2786.0,2233.0,141.0,39.0,805.0,199.0,665.0,177.0,19.0,10.0
2020-09-25,36071,Orange,330135,343.0,161.0,10.0,5.0,70.0,27.0,70.0,27.0,0.0,0.0
2020-09-25,36073,Orleans,331319,,78.0,0.0,,0.0,0.0,,,,
2020-09-25,36075,Oswego,330218,615.0,291.0,4.0,4.0,85.0,30.0,85.0,30.0,0.0,0.0
2020-09-25,36077,Otsego,330136,,796.0,6.0,-999999.0,150.0,144.0,,144.0,4.0,4.0
2020-09-25,36077,Otsego,330085,265.0,113.0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36079,Putnam,330273,798.0,482.0,15.0,-999999.0,70.0,45.0,70.0,45.0,-999999.0,0.0
2020-09-25,36081,Queens,330055,3186.0,3399.0,83.0,82.0,525.0,366.0,427.0,255.0,5.0,5.0
2020-09-25,36081,Queens,330395,,917.0,126.0,15.0,238.0,98.0,,98.0,28.0,7.0
2020-09-25,36081,Queens,330014,,2184.0,200.0,94.0,679.0,339.0,644.0,339.0,124.0,28.0
2020-09-25,36081,Queens,330128,5404.0,1995.0,72.0,24.0,1456.0,240.0,1428.0,208.0,30.0,7.0
2020-09-25,36081,Queens,330193,,1346.0,57.0,43.0,413.0,221.0,,221.0,12.0,-999999.0
2020-09-25,36081,Queens,330231,2916.0,1006.0,73.0,19.0,201.0,182.0,196.0,110.0,-999999.0,0.0
2020-09-25,36081,Queens,330195,7620.0,8341.0,335.0,212.0,1074.0,870.0,582.0,368.0,64.0,52.0
2020-09-25,36083,Rensselaer,330180,1219.0,1052.0,16.0,-999999.0,147.0,83.0,147.0,83.0,0.0,0.0
2020-09-25,36085,Richmond,330028,,1514.0,28.0,19.0,259.0,136.0,,,0.0,0.0
2020-09-25,36085,Richmond,330160,3588.0,3487.0,144.0,74.0,546.0,397.0,456.0,344.0,30.0,17.0
2020-09-25,36087,Rockland,330158,1855.0,1282.0,96.0,69.0,217.0,139.0,217.0,139.0,-999999.0,-999999.0
2020-09-25,36087,Rockland,330405,630.0,428.0,,,0.0,0.0,,0.0,,
2020-09-25,36087,Rockland,330104,1102.0,707.0,30.0,28.0,420.0,81.0,420.0,81.0,-999999.0,-999999.0
2020-09-25,36089,St. Lawrence,330223,150.0,63.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-09-25,36089,St. Lawrence,331307,59.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36089,St. Lawrence,331315,131.0,131.0,,,0.0,0.0,,,,
2020-09-25,36089,St. Lawrence,330197,222.0,412.0,0.0,0.0,32.0,32.0,15.0,16.0,0.0,0.0
2020-09-25,36089,St. Lawrence,330211,283.0,283.0,0.0,,28.0,28.0,27.0,27.0,,
2020-09-25,36091,Saratoga,330222,,456.0,5.0,5.0,93.0,66.0,,66.0,-999999.0,-999999.0
2020-09-25,36093,Schenectady,330153,2205.0,1412.0,62.0,20.0,308.0,193.0,308.0,193.0,5.0,-999999.0
2020-09-25,36093,Schenectady,330406,749.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36095,Schoharie,331320,217.0,99.0,-999999.0,0.0,0.0,0.0,0.0,0.0,,
2020-09-25,36097,Schuyler,331313,182.0,64.0,0.0,0.0,0.0,0.0,,,,
2020-09-25,36101,Steuben,330277,,381.0,58.0,58.0,56.0,45.0,,45.0,17.0,17.0
2020-09-25,36101,Steuben,330144,,34.0,0.0,0.0,0.0,0.0,,,,
2020-09-25,36101,Steuben,330151,133.0,71.0,0.0,,0.0,0.0,0.0,,,
2020-09-25,36103,Suffolk,330185,1230.0,827.0,101.0,-999999.0,252.0,89.0,252.0,89.0,12.0,0.0
2020-09-25,36103,Suffolk,330246,,1179.0,-999999.0,0.0,238.0,82.0,,82.0,0.0,0.0
2020-09-25,36103,Suffolk,330043,1910.0,1873.0,43.0,10.0,284.0,282.0,218.0,220.0,-999999.0,0.0
2020-09-25,36103,Suffolk,330401,1477.0,1142.0,36.0,10.0,161.0,116.0,161.0,116.0,9.0,7.0
2020-09-25,36103,Suffolk,330045,1632.0,1455.0,58.0,25.0,306.0,225.0,252.0,199.0,4.0,-999999.0
2020-09-25,36103,Suffolk,330141,1280.0,912.0,60.0,15.0,149.0,146.0,149.0,146.0,18.0,6.0
2020-09-25,36103,Suffolk,330286,2590.0,2236.0,72.0,72.0,560.0,483.0,427.0,336.0,12.0,12.0
2020-09-25,36103,Suffolk,330393,4494.0,4200.0,114.0,33.0,651.0,529.0,581.0,456.0,7.0,7.0
2020-09-25,36103,Suffolk,330107,,,17.0,17.0,,,,,0.0,0.0
2020-09-25,36105,Sullivan,330386,609.0,487.0,48.0,22.0,133.0,56.0,133.0,56.0,9.0,7.0
2020-09-25,36109,Tompkins,330307,1050.0,610.0,15.0,-999999.0,112.0,36.0,112.0,35.0,0.0,0.0
2020-09-25,36111,Ulster,330224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36111,Ulster,331310,266.0,104.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36111,Ulster,330004,805.0,590.0,48.0,22.0,91.0,42.0,91.0,42.0,7.0,-999999.0
2020-09-25,36113,Warren,330191,1442.0,1121.0,6.0,4.0,154.0,65.0,154.0,65.0,0.0,0.0
2020-09-25,36117,Wayne,330030,,408.0,,,98.0,41.0,,,,
2020-09-25,36119,Westchester,330304,1995.0,1471.0,46.0,24.0,112.0,58.0,112.0,58.0,7.0,7.0
2020-09-25,36119,Westchester,330184,960.0,467.0,33.0,20.0,192.0,46.0,192.0,46.0,9.0,8.0
2020-09-25,36119,Westchester,330261,942.0,541.0,40.0,24.0,72.0,50.0,72.0,50.0,6.0,-999999.0
2020-09-25,36119,Westchester,330162,1008.0,425.0,56.0,19.0,150.0,30.0,90.0,30.0,-999999.0,0.0
2020-09-25,36119,Westchester,330086,420.0,228.0,0.0,0.0,77.0,0.0,77.0,0.0,0.0,0.0
2020-09-25,36119,Westchester,330267,728.0,690.0,22.0,22.0,112.0,84.0,84.0,63.0,7.0,7.0
2020-09-25,36119,Westchester,330006,686.0,520.0,119.0,-999999.0,42.0,25.0,42.0,25.0,0.0,0.0
2020-09-25,36119,Westchester,330208,225.0,1118.0,112.0,6.0,260.0,56.0,260.0,56.0,-999999.0,0.0
2020-09-25,36119,Westchester,330234,,3715.0,176.0,22.0,1477.0,1021.0,,,44.0,15.0
2020-09-25,36119,Westchester,333301,0.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36123,Yates,331314,126.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36001,Albany,330057,3290.0,2233.0,54.0,43.0,301.0,173.0,196.0,135.0,7.0,7.0
2020-10-02,36003,Allegany,331301,140.0,51.0,,,0.0,0.0,,,,
2020-10-02,36003,Allegany,330096,371.0,162.0,-999999.0,-999999.0,70.0,16.0,70.0,16.0,0.0,0.0
2020-10-02,36005,Bronx,332006,1575.0,1146.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36005,Bronx,330127,3612.0,2234.0,53.0,18.0,490.0,396.0,427.0,301.0,19.0,11.0
2020-10-02,36005,Bronx,330059,9479.0,8312.0,236.0,236.0,1419.0,1098.0,842.0,627.0,23.0,23.0
2020-10-02,36005,Bronx,330080,5089.0,1564.0,48.0,29.0,378.0,266.0,315.0,140.0,17.0,9.0
2020-10-02,36005,Bronx,330385,3388.0,596.0,21.0,12.0,882.0,92.0,882.0,61.0,5.0,5.0
2020-10-02,36005,Bronx,330399,2037.0,1528.0,32.0,20.0,392.0,250.0,308.0,222.0,14.0,11.0
2020-10-02,36007,Broome,330394,1504.0,1062.0,74.0,74.0,240.0,171.0,240.0,171.0,50.0,50.0
2020-10-02,36007,Broome,330011,1854.0,799.0,65.0,53.0,108.0,50.0,108.0,50.0,-999999.0,-999999.0
2020-10-02,36009,Cattaraugus,330103,424.0,423.0,25.0,13.0,34.0,34.0,32.0,,0.0,0.0
2020-10-02,36011,Cayuga,330235,,456.0,67.0,7.0,133.0,41.0,133.0,39.0,0.0,0.0
2020-10-02,36013,Chautauqua,330229,195.0,124.0,0.0,0.0,40.0,21.0,40.0,,0.0,0.0
2020-10-02,36013,Chautauqua,330166,28.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36013,Chautauqua,330239,896.0,701.0,-999999.0,-999999.0,77.0,46.0,77.0,46.0,0.0,0.0
2020-10-02,36015,Chemung,330090,1155.0,783.0,57.0,57.0,140.0,96.0,140.0,96.0,10.0,10.0
2020-10-02,36017,Chenango,330033,9.0,54.0,10.0,7.0,49.0,15.0,39.0,15.0,10.0,7.0
2020-10-02,36019,Clinton,330250,,,,,,,,,,
2020-10-02,36021,Columbia,330094,417.0,417.0,5.0,5.0,50.0,17.0,50.0,17.0,-999999.0,-999999.0
2020-10-02,36023,Cortland,330175,462.0,193.0,0.0,,72.0,28.0,72.0,28.0,,
2020-10-02,36025,Delaware,331304,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36025,Delaware,331305,112.0,52.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36025,Delaware,331312,252.0,42.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36027,Dutchess,330049,700.0,417.0,24.0,4.0,49.0,22.0,49.0,19.0,-999999.0,0.0
2020-10-02,36027,Dutchess,330023,2436.0,1990.0,246.0,49.0,280.0,183.0,175.0,123.0,24.0,4.0
2020-10-02,36029,Erie,330005,6388.0,4426.0,260.0,110.0,1453.0,627.0,1453.0,627.0,88.0,41.0
2020-10-02,36029,Erie,330219,3626.0,3322.0,68.0,66.0,322.0,238.0,322.0,238.0,7.0,7.0
2020-10-02,36029,Erie,330078,1463.0,845.0,99.0,99.0,1162.0,69.0,658.0,,-999999.0,-999999.0
2020-10-02,36029,Erie,330102,692.0,692.0,0.0,0.0,47.0,47.0,47.0,47.0,0.0,0.0
2020-10-02,36029,Erie,330354,931.0,881.0,-999999.0,-999999.0,98.0,73.0,98.0,73.0,0.0,0.0
2020-10-02,36029,Erie,330111,126.0,62.0,0.0,0.0,0.0,0.0,,0.0,,
2020-10-02,36029,Erie,330279,,498.0,4.0,4.0,90.0,52.0,,,-999999.0,-999999.0
2020-10-02,36031,Essex,331302,125.0,80.0,4.0,0.0,0.0,0.0,,,,
2020-10-02,36033,Franklin,330084,266.0,108.0,5.0,,35.0,8.0,35.0,8.0,5.0,
2020-10-02,36033,Franklin,330079,791.0,271.0,6.0,-999999.0,84.0,17.0,84.0,9.0,-999999.0,-999999.0
2020-10-02,36035,Fulton,330276,220.0,147.0,16.0,0.0,56.0,30.0,56.0,29.0,7.0,0.0
2020-10-02,36037,Genesee,330073,,292.0,0.0,0.0,91.0,29.0,,5.0,,
2020-10-02,36043,Herkimer,331311,,99.0,12.0,,0.0,0.0,,0.0,,
2020-10-02,36045,Jefferson,331309,,55.0,,,0.0,0.0,,,,
2020-10-02,36045,Jefferson,331318,70.0,70.0,0.0,,0.0,0.0,,,,
2020-10-02,36045,Jefferson,330157,796.0,566.0,-999999.0,-999999.0,64.0,19.0,64.0,19.0,-999999.0,-999999.0
2020-10-02,36047,Kings,330202,4900.0,2466.0,89.0,18.0,350.0,270.0,294.0,169.0,9.0,0.0
2020-10-02,36047,Kings,330056,2725.0,1108.0,24.0,12.0,315.0,132.0,133.0,52.0,-999999.0,0.0
2020-10-02,36047,Kings,330396,3797.0,1154.0,49.0,23.0,227.0,136.0,227.0,109.0,4.0,-999999.0
2020-10-02,36047,Kings,330397,262.0,171.0,39.0,0.0,13.0,13.0,13.0,13.0,-999999.0,0.0
2020-10-02,36047,Kings,330201,,,293.0,5.0,,,,,39.0,0.0
2020-10-02,36047,Kings,330019,882.0,621.0,15.0,12.0,134.0,126.0,134.0,126.0,5.0,5.0
2020-10-02,36047,Kings,330236,3521.0,3573.0,69.0,67.0,476.0,411.0,238.0,204.0,12.0,12.0
2020-10-02,36047,Kings,330194,3318.0,2917.0,157.0,157.0,456.0,291.0,390.0,278.0,55.0,55.0
2020-10-02,36047,Kings,330221,,920.0,93.0,-999999.0,112.0,85.0,112.0,85.0,0.0,0.0
2020-10-02,36047,Kings,330196,4067.0,1411.0,127.0,31.0,413.0,241.0,315.0,192.0,26.0,11.0
2020-10-02,36047,Kings,330233,266.0,250.0,25.0,17.0,49.0,39.0,41.0,36.0,6.0,5.0
2020-10-02,36049,Lewis,331317,250.0,57.0,0.0,0.0,30.0,8.0,30.0,8.0,0.0,0.0
2020-10-02,36051,Livingston,330238,252.0,199.0,4.0,-999999.0,56.0,28.0,56.0,28.0,0.0,0.0
2020-10-02,36053,Madison,330115,252.0,150.0,0.0,0.0,42.0,19.0,42.0,19.0,0.0,0.0
