date,fips,county,boundary,total_adult_inpatient,used_inpatient,total_adult_confirmed_and_suspected_covid,total_adult_confirmed_covid,total_icu,used_icu,total_staffed_adult_icu,used_staffed_adult_icu,staffed_icu_adult_confirmed_and_suspected_covid,staffed_icu_adult_confirmed_covid
2020-11-06,36113,Warren,0.0,206.0,146.57,0.0,0.0,22.0,7.86,22.0,7.86,0.0,0.0
2020-11-06,36115,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,36117,Wayne,0.0,112.0,58.0,11.14,11.14,14.0,7.57,14.0,7.57,1.43,1.43
2020-11-06,36119,Westchester,0.0,2118.43,1661.14,153.86,81.71,342.14,201.29,249.14,144.0,23.71,11.71
2020-11-06,36121,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,36123,Yates,0.0,18.0,11.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,36061,New York,0.0,8335.43,7974.29,489.86,239.86,1558.86,1261.14,1110.57,919.86,78.0,55.86
2020-11-06,99999,New York City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,36089,St. Lawrence,0.0,253.57,128.57,6.29,6.29,19.14,9.0,19.14,9.0,1.57,1.57
2020-11-06,90036,Unassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36001,Albany,0.0,1006.0,957.57,100.0,75.71,164.29,119.57,112.86,106.0,23.43,19.14
2020-11-13,36003,Allegany,0.0,69.0,33.71,13.57,13.57,6.0,4.14,6.0,4.14,2.14,2.14
2020-11-13,36005,Bronx,0.0,3721.71,2595.14,148.0,129.57,598.29,354.43,442.43,243.0,28.86,24.14
2020-11-13,36007,Broome,0.0,685.0,426.43,75.57,67.86,78.0,52.29,78.0,52.29,18.57,17.29
2020-11-13,36009,Cattaraugus,0.0,226.0,118.57,14.14,9.71,19.0,9.29,19.0,9.29,2.14,2.14
2020-11-13,36011,Cayuga,0.0,127.0,66.71,5.43,5.43,19.0,6.0,19.0,6.0,0.0,0.0
2020-11-13,36013,Chautauqua,0.0,171.0,141.86,9.14,8.29,16.14,14.29,16.14,14.29,1.0,1.0
2020-11-13,36015,Chemung,0.0,165.0,137.29,33.43,33.43,20.0,17.29,20.0,17.29,4.43,4.43
2020-11-13,36017,Chenango,0.0,32.0,9.43,0.0,0.0,7.0,1.57,7.0,1.57,0.0,0.0
2020-11-13,36019,Clinton,0.0,138.57,136.29,7.14,6.57,7.71,6.0,7.71,6.0,1.86,1.86
2020-11-13,36021,Columbia,0.0,92.14,67.57,16.14,16.14,7.14,4.0,7.14,4.0,2.29,2.29
2020-11-13,36023,Cortland,0.0,77.0,32.71,2.29,2.29,12.0,4.71,12.0,4.71,0.0,0.0
2020-11-13,36025,Delaware,0.0,54.14,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36027,Dutchess,0.0,448.0,377.86,54.86,28.71,48.14,36.43,32.0,23.86,5.0,2.29
2020-11-13,36029,Erie,0.0,2059.29,1597.86,182.0,152.57,479.57,164.29,479.57,164.29,37.86,31.71
2020-11-13,36031,Essex,0.0,25.0,14.29,3.14,3.14,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36033,Franklin,0.0,151.0,56.43,9.43,7.71,13.0,4.71,13.0,4.71,3.43,3.14
2020-11-13,36035,Fulton,0.0,33.71,29.29,3.43,0.0,8.0,5.71,8.0,5.71,1.71,0.0
2020-11-13,36037,Genesee,0.0,82.0,46.14,8.29,8.29,13.0,5.43,13.0,5.43,0.0,0.0
2020-11-13,36039,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36041,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36043,Herkimer,0.0,30.0,18.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36045,Jefferson,0.0,147.14,114.14,4.29,0.0,9.71,6.0,9.71,6.0,0.86,0.0
2020-11-13,36047,Kings,0.0,4255.86,2783.43,233.43,152.14,492.86,346.29,348.71,254.86,33.86,24.57
2020-11-13,36049,Lewis,0.0,25.0,13.71,4.14,4.14,6.0,2.29,6.0,2.29,0.0,0.0
2020-11-13,36051,Livingston,0.0,36.0,31.14,6.0,2.57,8.0,5.29,8.0,5.29,1.29,1.29
2020-11-13,36053,Madison,0.0,61.0,47.29,3.86,3.86,10.0,6.43,10.0,6.43,0.0,0.0
2020-11-13,36055,Monroe,0.0,2376.0,1888.14,159.43,153.14,553.0,201.86,533.0,180.43,28.43,28.14
2020-11-13,36057,Montgomery,0.0,117.0,66.86,7.57,1.43,12.0,6.0,11.0,6.0,2.43,1.14
2020-11-13,36059,Nassau,0.0,2714.57,2154.57,147.57,117.43,411.0,222.14,342.0,180.0,23.43,21.57
2020-11-13,36063,Niagara,0.0,281.0,154.14,11.29,7.43,29.0,16.71,29.0,16.71,2.86,2.43
2020-11-13,36065,Oneida,0.0,604.57,363.43,42.86,34.71,93.0,41.86,93.0,41.86,6.43,5.43
2020-11-13,36067,Onondaga,0.0,1398.0,1116.57,94.14,91.0,252.0,158.29,217.0,142.71,18.29,16.71
2020-11-13,36069,Ontario,0.0,275.0,161.71,9.43,8.71,35.0,18.71,35.0,18.71,3.0,2.86
2020-11-13,36071,Orange,0.0,631.0,471.86,82.43,76.29,148.29,52.29,128.29,50.0,15.0,14.57
2020-11-13,36073,Orleans,0.0,52.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36075,Oswego,0.0,52.71,25.14,2.71,2.71,7.29,3.14,7.29,3.14,0.86,0.86
2020-11-13,36077,Otsego,0.0,205.0,186.57,5.71,5.71,30.0,28.57,30.0,28.57,1.43,1.43
2020-11-13,36079,Putnam,0.0,114.0,58.57,6.14,3.0,10.0,3.14,10.0,3.14,0.71,0.71
2020-11-13,36081,Queens,0.0,3542.86,2634.14,217.0,160.57,577.29,289.43,447.86,195.57,44.14,26.14
2020-11-13,36083,Rensselaer,0.0,174.0,161.57,16.14,10.71,21.0,10.57,21.0,10.57,1.0,0.86
2020-11-13,36085,Richmond,0.0,867.86,723.14,90.29,80.71,164.0,101.29,132.0,71.57,12.0,11.29
2020-11-13,36087,Rockland,0.0,508.0,370.0,48.29,48.29,91.0,30.57,91.0,30.57,4.29,4.29
2020-11-13,36091,Saratoga,0.0,183.0,156.86,8.0,8.0,31.0,19.57,31.0,19.57,2.57,1.0
2020-11-13,36093,Schenectady,0.0,397.0,302.0,20.43,16.86,44.0,30.71,44.0,29.57,3.86,3.29
2020-11-13,36095,Schoharie,0.0,31.0,14.57,2.29,0.86,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36097,Schuyler,0.0,26.0,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36099,Seneca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36101,Steuben,0.0,108.0,74.29,16.57,14.86,8.0,6.71,8.0,6.71,2.14,2.14
2020-11-13,36103,Suffolk,0.0,2502.14,2107.29,140.71,93.57,444.14,273.86,346.71,243.29,21.86,17.57
2020-11-13,36105,Sullivan,0.0,110.57,64.57,6.57,2.0,19.0,3.57,19.0,3.57,2.14,1.29
2020-11-13,36107,Tioga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36109,Tompkins,0.0,150.0,98.57,13.14,7.14,16.0,9.29,16.0,9.29,2.29,2.0
2020-11-13,36111,Ulster,0.0,153.0,106.86,19.14,13.43,13.0,7.57,13.0,7.57,3.0,2.43
2020-11-13,36113,Warren,0.0,206.0,136.86,1.14,1.14,22.0,7.14,22.0,7.14,0.0,0.0
2020-11-13,36115,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36117,Wayne,0.0,112.0,59.57,11.29,11.29,14.0,7.29,14.0,7.29,1.14,1.14
2020-11-13,36119,Westchester,0.0,2165.43,1711.43,177.86,112.29,350.29,203.43,257.29,143.86,28.0,16.71
2020-11-13,36121,Wyoming,0.0,50.43,35.57,6.43,6.29,7.0,4.57,7.0,4.57,1.57,1.43
2020-11-13,36123,Yates,0.0,18.0,11.14,1.57,1.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36061,New York,0.0,8295.86,7972.0,563.71,300.14,1559.57,1227.71,1112.71,892.0,87.0,61.71
2020-11-13,99999,New York City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,36089,St. Lawrence,0.0,257.0,128.14,7.86,7.86,19.14,9.29,19.14,9.29,0.71,0.71
2020-11-13,90036,Unassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36001,Albany,0.0,1003.86,929.43,116.57,91.29,164.0,113.57,111.86,104.86,23.0,18.71
2020-11-20,36003,Allegany,0.0,69.0,35.43,15.86,14.0,6.0,4.43,6.0,4.43,1.86,1.29
2020-11-20,36005,Bronx,0.0,3836.14,2517.29,170.14,151.14,641.14,353.29,485.86,248.14,40.57,34.71
2020-11-20,36007,Broome,0.0,685.0,410.14,74.0,67.71,78.0,51.29,78.0,51.29,19.71,19.71
2020-11-20,36009,Cattaraugus,0.0,226.0,128.0,21.29,16.14,19.0,11.0,19.0,10.57,3.43,2.29
2020-11-20,36011,Cayuga,0.0,127.0,77.57,10.43,10.43,19.0,6.86,19.0,6.71,0.57,0.57
2020-11-20,36013,Chautauqua,0.0,171.0,143.14,12.71,11.57,16.86,14.71,16.86,14.71,3.71,3.71
2020-11-20,36015,Chemung,0.0,165.0,132.43,37.14,37.14,20.0,16.57,20.0,16.57,4.29,4.29
2020-11-20,36017,Chenango,0.0,32.0,6.71,0.71,0.0,7.0,1.43,7.0,1.43,0.71,0.0
2020-11-20,36019,Clinton,0.0,133.43,134.71,6.29,5.0,9.29,8.29,9.29,8.29,1.71,1.71
2020-11-20,36021,Columbia,0.0,92.14,67.57,12.86,12.86,7.14,4.0,7.14,4.0,1.86,1.86
2020-11-20,36023,Cortland,0.0,77.0,30.57,5.86,5.86,12.0,5.86,12.0,5.86,1.71,1.71
2020-11-20,36025,Delaware,0.0,52.57,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36027,Dutchess,0.0,448.0,354.57,64.57,37.57,50.71,37.29,35.71,26.57,14.57,12.14
2020-11-20,36029,Erie,0.0,2153.57,1655.29,276.43,251.29,488.14,181.57,488.14,181.57,51.29,46.29
2020-11-20,36031,Essex,0.0,25.0,13.86,2.86,2.43,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36033,Franklin,0.0,151.0,48.86,9.86,8.14,13.0,6.43,13.0,6.43,4.43,4.0
2020-11-20,36035,Fulton,0.0,32.43,26.43,5.43,1.86,8.0,5.29,8.0,5.29,1.29,0.57
2020-11-20,36037,Genesee,0.0,82.0,45.29,9.71,9.71,13.0,5.29,13.0,5.29,1.57,1.57
2020-11-20,36039,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36041,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36043,Herkimer,0.0,30.0,15.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36045,Jefferson,0.0,151.43,113.0,4.29,0.57,9.71,6.14,9.71,6.14,0.0,0.0
2020-11-20,36047,Kings,0.0,4246.0,2780.57,256.71,169.14,494.71,339.14,362.14,259.43,46.0,36.57
2020-11-20,36049,Lewis,0.0,25.0,11.14,2.57,2.57,6.0,0.86,6.0,0.86,0.0,0.0
2020-11-20,36051,Livingston,0.0,36.0,30.43,7.0,4.57,8.0,5.86,8.0,5.86,1.29,1.14
2020-11-20,36053,Madison,0.0,61.0,41.57,5.71,5.71,10.0,6.14,10.0,6.14,0.71,0.71
2020-11-20,36055,Monroe,0.0,2162.43,1923.0,248.43,239.14,545.14,191.14,517.14,172.0,40.71,40.71
2020-11-20,36057,Montgomery,0.0,117.0,68.86,10.14,3.29,12.0,6.86,11.0,6.86,2.43,1.14
2020-11-20,36059,Nassau,0.0,2737.14,2091.86,188.71,161.71,420.14,241.29,351.14,203.86,35.43,33.29
2020-11-20,36063,Niagara,0.0,281.0,163.0,20.57,15.43,29.0,15.86,29.0,15.86,5.71,4.71
2020-11-20,36065,Oneida,0.0,482.29,338.43,58.43,51.57,59.0,42.43,59.0,42.43,11.43,10.29
2020-11-20,36067,Onondaga,0.0,1398.0,1094.71,131.14,127.29,252.0,162.29,217.0,145.29,30.71,29.14
2020-11-20,36069,Ontario,0.0,275.0,154.43,14.86,13.57,35.0,17.57,35.0,17.57,4.71,4.71
2020-11-20,36071,Orange,0.0,631.0,487.43,88.29,83.57,149.14,53.29,129.14,49.43,14.57,13.71
2020-11-20,36073,Orleans,0.0,52.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36075,Oswego,0.0,123.0,60.0,5.71,5.71,17.0,7.86,17.0,7.86,3.57,3.57
2020-11-20,36077,Otsego,0.0,205.0,180.0,6.71,6.71,30.0,27.71,30.0,27.71,1.29,1.29
2020-11-20,36079,Putnam,0.0,114.0,78.71,14.57,5.57,10.0,5.29,10.0,5.29,0.0,0.0
2020-11-20,36081,Queens,0.0,3614.14,2580.43,271.0,213.57,595.0,284.29,466.0,200.43,54.14,36.29
2020-11-20,36083,Rensselaer,0.0,174.71,155.0,12.14,9.71,21.0,11.57,21.0,11.57,1.71,1.29
2020-11-20,36085,Richmond,0.0,881.0,680.43,140.14,128.14,171.0,120.57,144.29,97.14,37.57,37.29
2020-11-20,36087,Rockland,0.0,508.0,389.14,70.0,67.57,91.0,34.14,91.0,34.14,8.57,8.29
2020-11-20,36091,Saratoga,0.0,183.0,158.86,7.29,7.29,31.0,13.71,31.0,13.71,2.57,2.57
2020-11-20,36093,Schenectady,0.0,397.0,299.14,29.29,27.0,44.0,28.57,44.0,28.43,6.0,5.86
2020-11-20,36095,Schoharie,0.0,31.0,13.86,1.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36097,Schuyler,0.0,26.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36099,Seneca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36101,Steuben,0.0,96.86,69.0,18.14,17.0,6.86,6.0,6.86,6.0,3.43,3.43
2020-11-20,36103,Suffolk,0.0,2515.71,2084.86,200.29,151.0,453.43,302.29,349.14,238.14,31.29,25.86
2020-11-20,36105,Sullivan,0.0,110.57,74.29,10.43,3.57,19.0,5.0,19.0,5.0,1.86,1.43
2020-11-20,36107,Tioga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36109,Tompkins,0.0,150.0,109.29,14.14,8.0,16.0,7.71,16.0,7.71,0.71,0.71
2020-11-20,36111,Ulster,0.0,153.0,95.29,14.86,10.14,13.0,5.86,13.0,5.86,1.43,1.14
2020-11-20,36113,Warren,0.0,206.0,147.0,1.57,1.57,22.0,11.14,22.0,11.14,1.0,1.0
2020-11-20,36115,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36117,Wayne,0.0,112.0,56.0,10.57,10.57,14.0,6.57,14.0,6.57,2.86,2.86
2020-11-20,36119,Westchester,0.0,2186.14,1660.29,223.86,154.29,353.71,195.57,260.86,141.14,33.57,19.86
2020-11-20,36121,Wyoming,0.0,54.86,26.71,6.14,6.14,6.0,4.0,6.0,4.0,1.14,1.0
2020-11-20,36123,Yates,0.0,18.0,9.0,3.86,3.86,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36061,New York,0.0,8136.0,7656.71,631.86,381.29,1548.29,1215.29,1102.86,877.43,97.43,68.86
2020-11-20,99999,New York City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,36089,St. Lawrence,0.0,283.0,126.14,10.57,10.57,22.0,7.43,22.0,7.43,1.86,1.86
2020-11-20,90036,Unassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36001,Albany,0.0,982.71,907.29,143.14,114.71,235.43,104.14,108.43,97.86,17.71,13.86
2020-11-27,36003,Allegany,0.0,69.0,38.43,21.71,18.0,5.0,4.43,5.0,4.43,3.71,3.14
2020-11-27,36005,Bronx,0.0,4118.43,2492.43,212.71,197.43,726.86,338.57,572.29,238.57,42.57,38.71
2020-11-27,36007,Broome,0.0,685.0,411.86,65.29,58.86,78.0,49.57,78.0,49.57,16.29,16.29
2020-11-27,36009,Cattaraugus,0.0,226.0,119.29,27.71,17.71,19.0,10.29,19.0,10.29,4.29,3.14
2020-11-27,36011,Cayuga,0.0,108.86,62.57,7.71,7.71,16.29,5.86,16.29,5.86,0.57,0.57
2020-11-27,36013,Chautauqua,0.0,171.0,141.14,14.29,13.86,18.57,15.14,18.57,15.14,5.57,5.29
2020-11-27,36015,Chemung,0.0,165.0,124.71,38.0,38.0,20.0,15.43,20.0,15.43,5.14,5.14
2020-11-27,36017,Chenango,0.0,32.0,9.57,1.71,1.57,7.0,3.0,7.0,3.0,1.71,1.57
2020-11-27,36019,Clinton,0.0,139.0,134.0,3.29,3.0,10.0,8.86,10.0,8.86,0.86,0.86
2020-11-27,36021,Columbia,0.0,129.0,98.29,16.43,16.43,10.0,4.86,10.0,4.86,1.0,1.0
2020-11-27,36023,Cortland,0.0,77.0,39.43,8.43,8.43,12.0,5.86,12.0,5.86,1.57,1.57
2020-11-27,36025,Delaware,0.0,53.29,16.14,0.71,0.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36027,Dutchess,0.0,448.0,353.14,75.86,52.14,55.57,39.43,40.57,31.29,15.71,13.43
2020-11-27,36029,Erie,0.0,2231.0,1737.71,362.14,352.0,501.0,192.43,501.0,192.43,66.43,63.86
2020-11-27,36031,Essex,0.0,25.0,11.14,2.29,2.14,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36033,Franklin,0.0,151.0,41.71,8.14,6.0,13.0,6.0,13.0,6.0,2.57,1.86
2020-11-27,36035,Fulton,0.0,32.43,29.0,3.86,3.57,8.0,6.14,8.0,6.14,2.29,2.14
2020-11-27,36037,Genesee,0.0,82.0,47.57,14.86,14.71,13.0,5.71,13.0,5.71,3.0,3.0
2020-11-27,36039,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36041,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36043,Herkimer,0.0,30.0,15.57,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36045,Jefferson,0.0,155.0,113.71,5.29,0.0,9.71,5.71,9.71,5.71,1.0,0.0
2020-11-27,36047,Kings,0.0,4165.71,2773.43,298.86,219.29,491.71,330.43,362.57,262.57,54.0,46.0
2020-11-27,36049,Lewis,0.0,25.0,15.14,3.43,3.43,6.0,1.29,6.0,1.29,0.0,0.0
2020-11-27,36051,Livingston,0.0,36.29,31.86,5.14,3.14,8.0,4.57,8.0,4.57,0.0,0.0
2020-11-27,36053,Madison,0.0,61.0,42.86,6.57,6.57,10.0,6.71,10.0,6.71,1.57,1.57
2020-11-27,36055,Monroe,0.0,2172.57,1943.86,349.57,342.86,576.0,197.14,548.0,179.14,61.43,61.14
2020-11-27,36057,Montgomery,0.0,117.0,68.0,10.86,5.43,12.0,5.43,11.0,5.43,1.43,0.0
2020-11-27,36059,Nassau,0.0,2744.43,2149.29,245.14,223.57,417.43,224.14,348.43,189.0,38.0,37.57
2020-11-27,36063,Niagara,0.0,281.0,155.57,26.86,22.0,29.0,16.71,29.0,16.71,9.0,7.71
2020-11-27,36065,Oneida,0.0,487.29,370.86,90.86,83.29,68.14,48.14,68.14,48.14,13.0,12.29
2020-11-27,36067,Onondaga,0.0,1398.0,1092.86,172.86,169.14,252.0,163.43,217.0,146.57,39.57,38.86
2020-11-27,36069,Ontario,0.0,275.0,156.0,22.43,20.71,35.29,18.43,35.29,18.43,6.57,6.43
2020-11-27,36071,Orange,0.0,638.29,485.71,92.86,89.14,158.14,50.0,138.14,45.86,15.71,15.57
2020-11-27,36073,Orleans,0.0,52.0,6.29,1.14,0.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36075,Oswego,0.0,123.0,60.57,8.43,8.43,17.0,8.0,17.0,8.0,3.71,3.71
2020-11-27,36077,Otsego,0.0,203.43,174.71,14.29,11.71,30.0,25.14,30.0,25.14,3.14,3.14
2020-11-27,36079,Putnam,0.0,114.0,69.29,16.29,11.14,10.0,3.86,10.0,3.86,1.71,1.29
2020-11-27,36081,Queens,0.0,3693.43,2656.0,336.57,278.86,595.43,282.43,472.43,200.86,66.43,48.71
2020-11-27,36083,Rensselaer,0.0,175.0,156.29,15.57,14.86,21.0,14.0,21.0,14.0,2.14,1.71
2020-11-27,36085,Richmond,0.0,875.43,732.29,189.29,160.43,168.86,125.57,139.14,101.14,42.14,38.29
2020-11-27,36087,Rockland,0.0,508.0,391.71,68.86,66.71,91.0,39.57,91.0,39.57,13.43,13.0
2020-11-27,36091,Saratoga,0.0,183.0,161.29,8.0,8.0,31.0,16.0,31.0,16.0,3.71,3.71
2020-11-27,36093,Schenectady,0.0,399.71,311.71,38.29,38.14,42.86,29.86,42.86,29.71,10.14,10.14
2020-11-27,36095,Schoharie,0.0,31.0,10.71,2.29,1.86,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36097,Schuyler,0.0,26.0,11.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36099,Seneca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36101,Steuben,0.0,108.0,85.71,28.14,26.86,8.0,7.29,8.0,7.29,4.0,4.0
2020-11-27,36103,Suffolk,0.0,2511.14,2155.0,295.14,243.86,460.71,297.86,356.71,233.86,46.43,40.57
2020-11-27,36105,Sullivan,0.0,102.0,69.29,10.14,6.29,19.0,4.86,19.0,4.86,2.43,2.0
2020-11-27,36107,Tioga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36109,Tompkins,0.0,150.0,98.14,16.57,10.71,16.0,7.0,16.0,7.0,0.71,0.71
2020-11-27,36111,Ulster,0.0,153.0,88.0,14.43,8.57,13.0,3.0,13.0,3.0,2.0,1.57
2020-11-27,36113,Warren,0.0,206.0,139.29,2.57,2.43,22.0,9.43,22.0,9.43,1.14,1.14
2020-11-27,36115,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36117,Wayne,0.0,112.0,59.14,10.57,10.57,14.0,7.57,14.0,7.57,2.0,2.0
2020-11-27,36119,Westchester,0.0,2168.43,1708.14,286.71,195.86,349.43,199.86,256.43,146.57,39.0,22.14
2020-11-27,36121,Wyoming,0.0,64.0,39.57,10.14,10.14,7.0,3.86,7.0,3.86,2.14,1.86
2020-11-27,36123,Yates,0.0,18.0,10.0,2.43,2.43,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36061,New York,0.0,8088.14,7424.57,744.29,489.0,1539.0,1164.14,1107.71,854.43,122.57,98.14
2020-11-27,99999,New York City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,36089,St. Lawrence,0.0,283.0,137.0,8.43,8.43,22.0,8.86,22.0,8.86,0.57,0.57
2020-11-27,90036,Unassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,36001,Albany,0.0,974.86,947.71,144.29,123.71,164.0,109.14,107.43,102.29,16.86,13.86
2020-12-04,36003,Allegany,0.0,69.0,38.71,22.43,19.14,3.86,2.29,3.86,2.29,1.57,1.29
2020-12-04,36005,Bronx,0.0,4117.14,2599.57,275.57,250.57,726.71,368.0,572.14,254.0,63.29,56.86
2020-12-04,36007,Broome,0.0,685.0,416.71,72.29,68.71,78.0,51.86,78.0,51.86,20.43,20.43
2020-12-04,36009,Cattaraugus,0.0,226.0,134.71,32.57,26.0,19.0,13.86,19.0,13.86,6.0,5.29
2020-12-04,36011,Cayuga,0.0,127.0,78.86,15.29,14.86,19.0,7.57,19.0,7.57,1.0,1.0
2020-12-04,36013,Chautauqua,0.0,171.0,140.14,20.29,19.57,19.29,12.29,19.29,12.29,5.71,5.29
2020-12-04,36015,Chemung,0.0,165.0,121.71,39.86,39.86,20.0,16.43,20.0,16.43,6.86,6.86
2020-12-04,36017,Chenango,0.0,32.0,12.14,3.0,2.29,7.0,4.0,7.0,4.0,2.71,2.0
2020-12-04,36019,Clinton,0.0,148.86,144.71,8.0,7.86,9.29,9.29,9.29,9.29,2.57,2.57
2020-12-04,36021,Columbia,0.0,129.0,92.71,15.29,14.29,10.0,5.29,10.0,5.29,0.57,0.57
2020-12-04,36023,Cortland,0.0,77.0,45.43,12.14,12.14,12.0,6.29,12.0,6.29,2.43,2.43
2020-12-04,36025,Delaware,0.0,54.29,19.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,36027,Dutchess,0.0,448.0,366.0,97.57,76.14,62.29,42.86,47.29,36.0,17.29,15.57
2020-12-04,36029,Erie,0.0,2218.43,1783.86,425.57,419.57,462.14,203.0,462.14,203.0,84.0,82.14
2020-12-04,36031,Essex,0.0,25.0,14.0,3.57,3.57,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,36033,Franklin,0.0,140.71,47.71,5.43,3.71,13.0,5.0,13.0,5.0,2.43,1.57
2020-12-04,36035,Fulton,0.0,35.43,35.14,8.86,8.86,8.0,6.86,8.0,6.86,2.71,2.71
2020-12-04,36037,Genesee,0.0,82.0,50.71,20.86,20.86,13.0,7.0,13.0,7.0,4.57,4.57
2020-12-04,36039,Greene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,36041,Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,36043,Herkimer,0.0,30.0,14.43,1.43,0.71,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,36045,Jefferson,0.0,166.0,117.86,8.86,4.86,9.43,5.71,8.71,5.71,0.57,0.0
2020-12-04,36047,Kings,0.0,4200.0,2874.14,354.86,271.57,498.43,346.86,368.86,274.86,64.71,56.29
2020-12-04,36049,Lewis,0.0,25.0,16.29,8.57,8.57,6.0,2.29,6.0,2.29,0.0,0.0
2020-12-04,36051,Livingston,0.0,36.0,32.43,6.43,4.43,8.0,5.29,8.0,5.29,1.29,0.86
2020-12-04,36053,Madison,0.0,61.0,47.29,8.86,8.86,10.0,7.86,10.0,7.86,1.86,1.86
2020-12-04,36055,Monroe,0.0,2142.0,2066.71,448.14,426.29,493.43,214.71,465.43,196.0,79.14,78.71
2020-12-04,36057,Montgomery,0.0,117.0,61.43,19.29,10.0,12.0,6.43,11.0,6.43,4.0,1.86
2020-12-04,36059,Nassau,0.0,2752.71,2245.14,320.14,294.57,415.0,223.43,344.0,189.57,47.0,46.0
