date,fips,county,boundary,total_adult_inpatient_avg,total_adult_used_inpatient_avg,total_adult_confirmed_and_suspected_covid_avg,total_adult_confirmed_covid_avg,total_icu_avg,used_icu_avg,total_staffed_adult_icu_avg,used_staffed_adult_icu_avg,staffed_icu_adult_confirmed_and_suspected_covid_avg,staffed_icu_adult_confirmed_covid_avg
2021-02-26,36017,Chenango,1.0,28.0,10.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.0
2021-02-26,36019,Clinton,1.0,129.3,121.1,22.1,19.9,9.7,8.7,9.7,8.6,1.0,1.0
2021-02-26,36021,Columbia,1.0,100.0,80.1,11.6,11.6,6.0,5.3,6.0,5.3,1.0,1.0
2021-02-26,36023,Cortland,1.0,52.0,37.4,1.0,1.0,12.0,6.1,12.0,6.1,0.0,0.0
2021-02-26,36025,Delaware,1.0,45.3,20.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36027,Dutchess,1.0,479.0,342.9,63.0,26.4,71.0,41.6,56.0,28.4,9.9,6.6
2021-02-26,36029,Erie,1.0,2330.4,1775.3,148.3,147.4,380.0,233.4,380.0,233.4,34.7,34.5
2021-02-26,36031,Essex,1.0,25.0,9.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36033,Franklin,1.0,98.0,55.5,5.1,2.0,13.0,2.0,13.0,2.0,1.0,0.0
2021-02-26,36035,Fulton,1.0,42.0,37.0,5.0,5.0,8.0,4.7,8.0,4.7,1.0,1.0
2021-02-26,36037,Genesee,1.0,131.0,36.0,1.0,1.0,12.0,6.1,12.0,6.1,1.0,1.0
2021-02-26,36039,Greene,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36041,Hamilton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36043,Herkimer,1.0,30.0,15.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36045,Jefferson,1.0,205.7,115.8,8.1,2.0,11.0,1.0,10.9,1.0,0.0,0.0
2021-02-26,36047,Kings,1.0,3989.4,2931.0,688.8,642.0,478.1,389.6,394.4,327.6,112.2,106.0
2021-02-26,36049,Lewis,1.0,25.0,16.9,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0
2021-02-26,36051,Livingston,1.0,45.0,29.6,5.0,4.6,8.0,1.0,8.0,1.0,1.0,1.0
2021-02-26,36053,Madison,1.0,75.0,44.0,2.0,2.0,19.9,1.0,6.0,1.0,1.0,1.0
2021-02-26,36055,Monroe,1.0,2692.0,1806.8,122.9,120.0,324.0,216.8,296.0,194.0,21.9,21.8
2021-02-26,36057,Montgomery,1.0,112.1,68.9,12.6,12.6,8.0,4.1,8.0,4.1,1.0,1.0
2021-02-26,36059,Nassau,1.0,3001.0,2237.1,408.2,383.3,453.0,256.8,376.0,221.7,75.7,71.6
2021-02-26,36063,Niagara,1.0,183.0,122.0,10.1,9.3,20.0,13.5,20.0,13.5,2.0,2.0
2021-02-26,36065,Oneida,1.0,500.0,311.4,42.2,41.3,55.2,34.4,55.2,34.4,7.7,7.7
2021-02-26,36067,Onondaga,1.0,1363.0,1081.0,55.7,54.4,230.0,158.0,195.0,147.0,7.4,7.1
2021-02-26,36069,Ontario,1.0,308.0,175.3,23.2,21.9,37.0,21.3,37.0,21.3,6.7,6.4
2021-02-26,36071,Orange,1.0,767.0,526.7,99.0,99.0,171.0,63.0,151.0,61.0,20.1,20.1
2021-02-26,36073,Orleans,1.0,18.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36075,Oswego,1.0,123.0,66.3,1.0,1.0,17.0,6.3,17.0,6.3,0.0,0.0
2021-02-26,36077,Otsego,1.0,205.0,167.0,11.1,11.1,30.0,23.0,30.0,23.0,1.0,1.0
2021-02-26,36079,Putnam,1.0,114.0,72.0,9.0,8.9,10.0,4.3,10.0,4.3,1.0,1.0
2021-02-26,36081,Queens,1.0,3388.1,2808.6,767.8,691.1,565.0,388.3,381.0,250.8,151.1,136.8
2021-02-26,36083,Rensselaer,1.0,186.1,170.2,21.9,21.9,15.9,15.1,15.9,15.1,1.0,1.0
2021-02-26,36085,Richmond,1.0,915.0,704.7,156.7,120.7,180.0,128.1,149.0,110.5,53.3,47.0
2021-02-26,36087,Rockland,1.0,530.0,359.4,57.0,56.2,103.0,41.8,103.0,41.8,11.7,11.7
2021-02-26,36091,Saratoga,1.0,183.0,109.7,6.1,6.1,19.0,12.6,19.0,12.6,1.0,1.0
2021-02-26,36093,Schenectady,1.0,423.0,282.1,10.1,10.1,36.0,33.7,36.0,33.7,4.0,4.0
2021-02-26,36095,Schoharie,1.0,21.7,17.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36097,Schuyler,1.0,19.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36099,Seneca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36101,Steuben,1.0,117.9,77.2,6.7,6.7,8.0,5.3,8.0,5.3,0.0,0.0
2021-02-26,36103,Suffolk,1.0,2708.4,2115.2,453.9,395.6,474.6,333.3,416.6,264.8,99.0,94.6
2021-02-26,36105,Sullivan,1.0,102.0,58.1,9.3,9.3,19.0,7.1,19.0,7.1,1.0,1.0
2021-02-26,36107,Tioga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36109,Tompkins,1.0,144.0,97.7,1.0,1.0,16.0,6.0,16.0,6.0,1.0,1.0
2021-02-26,36111,Ulster,1.0,175.0,85.1,6.7,5.3,13.0,1.0,13.0,1.0,0.0,0.0
2021-02-26,36113,Warren,1.0,160.4,139.4,5.9,5.9,12.6,10.6,12.6,10.6,0.0,0.0
2021-02-26,36115,Washington,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36117,Wayne,1.0,149.0,58.0,1.0,1.0,9.0,5.7,9.0,5.7,1.0,1.0
2021-02-26,36119,Westchester,1.0,2287.6,1603.8,286.6,242.3,354.1,222.8,259.0,161.6,44.5,40.4
2021-02-26,36121,Wyoming,1.0,64.0,33.1,1.0,1.0,7.0,5.1,7.0,5.1,0.0,0.0
2021-02-26,36123,Yates,1.0,18.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36061,New York,1.0,9376.1,7160.4,1438.4,1246.8,1653.6,1241.0,1208.9,909.2,277.0,256.8
2021-02-26,99999,New York City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,36089,St. Lawrence,1.0,209.0,105.2,18.4,18.4,20.0,9.6,20.0,9.6,2.0,2.0
2021-02-26,90036,Unassigned,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36001,Albany,1.0,1117.0,835.2,78.3,55.6,165.6,137.1,131.6,101.3,18.1,16.8
2021-03-05,36003,Allegany,1.0,74.0,21.7,2.0,2.0,6.0,1.0,6.0,1.0,0.0,0.0
2021-03-05,36005,Bronx,1.0,3391.7,2676.2,556.2,539.8,572.1,436.6,373.1,325.0,141.9,137.5
2021-03-05,36007,Broome,1.0,752.0,408.3,67.8,67.8,78.0,35.3,78.0,35.3,6.6,6.6
2021-03-05,36009,Cattaraugus,1.0,224.0,125.3,8.4,8.4,19.0,6.1,19.0,6.1,0.0,0.0
2021-03-05,36011,Cayuga,1.0,105.0,64.3,1.0,1.0,19.0,6.4,19.0,6.4,1.0,1.0
2021-03-05,36013,Chautauqua,1.0,144.1,130.5,8.0,8.0,20.7,7.1,20.7,7.1,2.0,2.0
2021-03-05,36015,Chemung,1.0,165.0,103.4,6.4,6.4,20.0,11.9,20.0,11.9,1.0,1.0
2021-03-05,36017,Chenango,1.0,28.0,7.7,1.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0
2021-03-05,36019,Clinton,1.0,139.3,130.6,17.7,17.0,7.7,6.6,7.7,6.6,1.0,1.0
2021-03-05,36021,Columbia,1.0,100.0,85.7,9.9,9.9,6.0,4.4,6.0,4.4,1.0,1.0
2021-03-05,36023,Cortland,1.0,52.0,39.3,1.0,1.0,12.0,5.9,12.0,5.9,0.0,0.0
2021-03-05,36025,Delaware,1.0,45.9,18.6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36027,Dutchess,1.0,479.0,350.9,48.2,26.4,75.3,50.9,56.3,36.0,8.9,6.3
2021-03-05,36029,Erie,1.0,2331.0,1739.0,121.3,120.2,380.0,225.1,380.0,225.1,25.2,24.2
2021-03-05,36031,Essex,1.0,25.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36033,Franklin,1.0,98.0,50.9,2.0,2.0,13.0,2.0,13.0,2.0,0.0,0.0
2021-03-05,36035,Fulton,1.0,42.0,31.1,4.7,4.7,8.0,5.1,8.0,5.0,1.0,1.0
2021-03-05,36037,Genesee,1.0,131.0,37.0,6.3,6.3,12.0,4.9,12.0,4.9,1.0,1.0
2021-03-05,36039,Greene,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36041,Hamilton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36043,Herkimer,1.0,30.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36045,Jefferson,1.0,190.6,110.6,7.9,2.0,20.6,1.0,8.9,1.0,0.0,0.0
2021-03-05,36047,Kings,1.0,3984.6,2920.1,633.5,588.5,475.2,400.9,396.0,338.1,112.6,107.5
2021-03-05,36049,Lewis,1.0,25.0,16.7,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0
2021-03-05,36051,Livingston,1.0,45.0,32.6,1.0,1.0,8.0,5.4,8.0,5.4,1.0,1.0
2021-03-05,36053,Madison,1.0,75.0,50.5,2.0,2.0,30.4,4.7,6.0,4.7,0.0,0.0
2021-03-05,36055,Monroe,1.0,2692.0,1754.5,100.4,97.3,324.0,207.6,296.0,187.2,16.1,16.1
2021-03-05,36057,Montgomery,1.0,107.0,65.6,13.6,13.6,8.0,4.9,8.0,4.9,1.0,1.0
2021-03-05,36059,Nassau,1.0,3002.7,2179.5,399.1,372.6,455.0,255.7,378.0,219.6,63.3,61.5
2021-03-05,36063,Niagara,1.0,183.0,112.3,7.0,3.0,20.0,11.8,20.0,11.8,1.0,1.0
2021-03-05,36065,Oneida,1.0,500.0,295.5,34.1,33.1,51.0,33.4,51.0,33.4,3.0,3.0
2021-03-05,36067,Onondaga,1.0,1363.0,1064.6,50.5,49.2,224.3,157.7,195.0,141.7,7.6,7.6
2021-03-05,36069,Ontario,1.0,308.0,166.2,12.9,12.0,37.0,18.0,37.0,18.0,3.0,3.0
2021-03-05,36071,Orange,1.0,767.0,538.3,82.3,82.0,171.0,64.7,151.0,63.6,15.9,15.9
2021-03-05,36073,Orleans,1.0,18.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36075,Oswego,1.0,123.0,67.0,1.0,1.0,17.0,5.6,17.0,5.6,0.0,0.0
2021-03-05,36077,Otsego,1.0,205.0,155.4,10.2,10.2,30.0,25.9,30.0,25.9,1.0,1.0
2021-03-05,36079,Putnam,1.0,114.0,71.7,7.3,6.7,10.0,4.3,10.0,4.3,1.0,1.0
2021-03-05,36081,Queens,1.0,3392.9,2777.7,758.1,680.9,563.1,382.2,381.0,251.4,136.0,121.6
2021-03-05,36083,Rensselaer,1.0,189.0,173.0,12.0,12.0,14.7,11.6,14.7,11.6,1.0,1.0
2021-03-05,36085,Richmond,1.0,915.0,726.5,185.0,136.4,180.0,133.6,148.3,111.7,52.3,44.4
2021-03-05,36087,Rockland,1.0,530.0,372.7,59.7,59.4,103.0,39.3,103.0,39.3,10.0,10.0
2021-03-05,36091,Saratoga,1.0,183.0,125.3,5.7,5.7,19.0,12.7,19.0,12.7,1.0,1.0
2021-03-05,36093,Schenectady,1.0,423.0,291.3,9.9,9.9,36.0,30.3,36.0,30.3,1.0,1.0
2021-03-05,36095,Schoharie,1.0,20.0,12.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36097,Schuyler,1.0,19.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36099,Seneca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36101,Steuben,1.0,106.9,74.0,7.0,7.0,8.0,4.6,8.0,4.6,1.0,1.0
2021-03-05,36103,Suffolk,1.0,2714.1,2109.0,447.0,375.1,466.2,333.9,408.2,266.4,86.8,81.6
2021-03-05,36105,Sullivan,1.0,102.0,70.3,9.4,9.4,19.0,7.3,19.0,7.3,1.0,1.0
2021-03-05,36107,Tioga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36109,Tompkins,1.0,144.0,89.0,1.0,1.0,16.0,7.7,16.0,7.7,1.0,1.0
2021-03-05,36111,Ulster,1.0,175.0,80.2,10.1,7.4,13.0,4.1,13.0,4.1,1.0,1.0
2021-03-05,36113,Warren,1.0,164.4,143.0,4.1,1.0,11.3,8.9,11.3,8.9,1.0,1.0
2021-03-05,36115,Washington,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36117,Wayne,1.0,149.0,45.6,1.0,1.0,9.0,6.0,9.0,6.0,0.0,0.0
2021-03-05,36119,Westchester,1.0,2283.4,1579.7,248.7,202.5,354.0,217.8,259.0,156.4,42.8,37.1
2021-03-05,36121,Wyoming,1.0,64.0,31.7,1.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0
2021-03-05,36123,Yates,1.0,18.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36061,New York,1.0,9357.5,7155.6,1420.2,1226.6,1651.0,1228.3,1204.0,902.1,291.6,273.4
2021-03-05,99999,New York City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,36089,St. Lawrence,1.0,209.0,96.3,7.6,7.6,20.0,12.0,20.0,12.0,2.0,2.0
2021-03-05,90036,Unassigned,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36001,Albany,4.0,470.0,319.3,9.9,9.3,48.3,25.4,28.3,16.9,4.0,4.0
2020-07-31,36003,Allegany,4.0,59.6,31.0,4.0,4.0,10.0,4.0,10.0,4.0,0.0,0.0
2020-07-31,36005,Bronx,4.0,3621.2,1956.1,86.6,76.7,523.0,302.0,410.4,201.9,20.0,16.0
2020-07-31,36007,Broome,4.0,685.0,223.3,26.1,25.7,78.0,50.3,78.0,49.1,13.2,13.2
2020-07-31,36009,Cattaraugus,4.0,127.8,133.0,4.0,0.0,6.6,6.6,6.6,0.0,4.0,0.0
2020-07-31,36011,Cayuga,4.0,0.0,69.7,6.0,4.0,19.0,5.6,19.0,5.6,4.0,4.0
2020-07-31,36013,Chautauqua,4.0,233.4,161.8,12.0,8.0,39.7,34.6,39.7,29.6,8.0,8.0
2020-07-31,36015,Chemung,4.0,165.0,124.7,0.0,0.0,20.0,16.0,20.0,16.0,0.0,0.0
2020-07-31,36017,Chenango,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
2020-07-31,36019,Clinton,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36021,Columbia,4.0,86.5,86.5,7.5,4.0,10.0,4.8,0.0,4.8,0.0,0.0
2020-07-31,36023,Cortland,4.0,77.0,39.5,0.0,0.0,12.0,5.8,12.0,5.8,0.0,0.0
2020-07-31,36025,Delaware,4.0,56.0,17.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36027,Dutchess,4.0,463.0,319.7,34.1,8.0,47.0,40.6,32.0,26.7,8.0,4.0
2020-07-31,36029,Erie,4.0,1845.4,1256.4,60.7,39.0,440.1,158.6,323.1,123.4,16.4,12.0
2020-07-31,36031,Essex,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36033,Franklin,4.0,151.0,38.2,11.0,0.0,17.0,8.0,17.0,8.0,4.0,0.0
2020-07-31,36035,Fulton,4.0,0.0,30.3,4.0,0.0,8.0,5.4,8.0,5.4,4.0,0.0
2020-07-31,36037,Genesee,4.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0
2020-07-31,36039,Greene,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36041,Hamilton,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36043,Herkimer,4.0,0.0,14.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36045,Jefferson,4.0,19.6,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36047,Kings,4.0,3444.9,1971.0,173.5,67.1,386.5,257.5,295.7,192.9,39.5,26.5
2020-07-31,36049,Lewis,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
2020-07-31,36051,Livingston,4.0,36.0,23.3,4.0,0.0,8.0,4.0,8.0,4.0,0.0,0.0
2020-07-31,36053,Madison,4.0,35.4,35.2,8.0,4.0,10.0,8.0,10.0,8.0,4.0,0.0
2020-07-31,36055,Monroe,4.0,1377.0,931.8,18.9,13.3,426.0,194.8,204.0,119.2,8.0,8.0
2020-07-31,36057,Montgomery,4.0,117.0,45.7,4.0,0.0,12.0,6.2,11.0,6.2,0.0,0.0
2020-07-31,36059,Nassau,4.0,2696.9,1891.1,103.0,57.9,425.0,231.9,407.0,201.2,28.7,20.0
2020-07-31,36063,Niagara,4.0,281.0,137.9,12.0,8.0,29.0,14.9,29.0,14.9,4.0,0.0
2020-07-31,36065,Oneida,4.0,0.0,0.0,25.2,12.4,10.0,4.0,0.0,0.0,8.0,8.0
2020-07-31,36067,Onondaga,4.0,1057.0,839.7,12.4,9.7,197.0,142.1,162.0,126.0,8.0,8.0
2020-07-31,36069,Ontario,4.0,218.0,115.2,8.0,8.0,35.0,15.2,26.0,11.2,0.0,0.0
2020-07-31,36071,Orange,4.0,398.0,281.6,25.0,8.0,150.0,43.3,95.0,22.8,8.0,8.0
2020-07-31,36073,Orleans,4.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36075,Oswego,4.0,123.0,58.1,4.0,0.0,17.0,4.4,17.0,4.4,0.0,0.0
2020-07-31,36077,Otsego,4.0,23.1,169.9,9.6,8.0,30.0,24.8,0.0,23.8,0.0,0.0
2020-07-31,36079,Putnam,4.0,114.0,54.4,4.0,4.0,10.0,4.0,10.0,4.0,4.0,0.0
2020-07-31,36081,Queens,4.0,3024.3,1882.5,249.6,82.0,718.2,284.3,514.0,170.4,45.4,24.1
2020-07-31,36083,Rensselaer,4.0,174.0,148.6,12.4,11.3,18.7,13.7,18.7,13.7,4.0,4.0
2020-07-31,36085,Richmond,4.0,589.3,394.7,44.1,13.4,138.0,75.6,101.0,42.7,8.0,8.0
2020-07-31,36087,Rockland,4.0,0.0,0.0,8.3,8.0,0.0,0.0,0.0,0.0,4.0,4.0
2020-07-31,36091,Saratoga,4.0,0.0,156.0,4.3,4.3,31.0,25.3,0.0,25.3,4.0,4.0
2020-07-31,36093,Schenectady,4.0,315.0,199.3,4.7,0.0,44.0,32.8,44.0,32.8,4.0,0.0
2020-07-31,36095,Schoharie,4.0,31.0,13.9,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36097,Schuyler,4.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36099,Seneca,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36101,Steuben,4.0,19.0,50.7,12.0,4.0,8.0,4.0,0.0,4.0,0.0,0.0
2020-07-31,36103,Suffolk,4.0,2186.7,1750.0,154.3,49.1,396.7,228.7,332.7,196.3,28.0,20.0
2020-07-31,36105,Sullivan,4.0,87.0,70.0,4.0,0.0,19.0,5.6,19.0,5.6,4.0,0.0
2020-07-31,36107,Tioga,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36109,Tompkins,4.0,150.0,72.4,4.0,0.0,16.0,7.4,16.0,7.4,0.0,0.0
2020-07-31,36111,Ulster,4.0,153.0,110.4,8.0,8.0,13.0,5.4,13.0,5.4,4.0,0.0
2020-07-31,36113,Warren,4.0,206.0,169.7,4.0,4.0,22.0,13.6,22.0,13.6,0.0,0.0
2020-07-31,36115,Washington,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36117,Wayne,4.0,0.0,0.0,0.0,0.0,14.0,7.3,0.0,0.0,0.0,0.0
2020-07-31,36119,Westchester,4.0,1052.7,702.1,115.0,45.5,474.0,215.0,192.0,55.5,28.0,12.0
2020-07-31,36121,Wyoming,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36123,Yates,4.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36061,New York,4.0,6919.3,5595.9,362.3,150.3,1490.0,1140.6,866.0,648.4,70.1,42.8
2020-07-31,99999,New York City,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-31,36089,St. Lawrence,4.0,79.3,79.1,4.0,4.0,16.6,9.2,4.3,4.6,0.0,0.0
2020-07-31,90036,Unassigned,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36001,Albany,4.0,470.0,342.4,8.9,8.6,48.0,23.4,28.0,17.9,4.0,4.0
2020-08-07,36003,Allegany,4.0,59.0,28.3,4.0,4.0,10.0,4.0,10.0,4.0,0.0,0.0
2020-08-07,36005,Bronx,4.0,3545.8,1950.2,90.6,76.5,506.4,295.7,394.7,194.1,20.6,20.0
2020-08-07,36007,Broome,4.0,685.0,243.7,24.3,24.3,78.0,53.0,78.0,53.0,19.7,19.7
2020-08-07,36009,Cattaraugus,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36011,Cayuga,4.0,0.0,62.1,4.0,0.0,19.0,4.4,19.0,4.4,0.0,0.0
2020-08-07,36013,Chautauqua,4.0,171.0,101.1,8.0,4.0,19.0,10.4,19.0,6.4,8.0,4.0
2020-08-07,36015,Chemung,4.0,165.0,121.4,0.0,0.0,20.0,15.0,20.0,15.0,0.0,0.0
2020-08-07,36017,Chenango,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0
2020-08-07,36019,Clinton,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36021,Columbia,4.0,80.4,80.4,4.0,4.0,10.0,4.0,0.0,4.0,0.0,0.0
2020-08-07,36023,Cortland,4.0,77.0,41.0,0.0,0.0,12.0,4.8,12.0,4.8,0.0,0.0
2020-08-07,36025,Delaware,4.0,56.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36027,Dutchess,4.0,448.0,331.0,41.3,8.0,48.1,40.7,32.0,27.0,8.0,8.0
2020-08-07,36029,Erie,4.0,1939.5,1304.9,45.3,26.0,460.7,169.5,343.7,136.3,10.6,8.0
2020-08-07,36031,Essex,4.0,25.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36033,Franklin,4.0,151.0,45.0,8.7,0.0,17.0,8.0,17.0,8.0,8.0,0.0
2020-08-07,36035,Fulton,4.0,0.0,0.0,4.0,0.0,8.0,6.1,8.0,6.1,4.0,0.0
2020-08-07,36037,Genesee,4.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0
2020-08-07,36039,Greene,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36041,Hamilton,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36043,Herkimer,4.0,0.0,16.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36045,Jefferson,4.0,20.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36047,Kings,4.0,3316.3,1922.1,193.4,63.5,358.9,239.3,276.9,188.5,40.3,24.7
2020-08-07,36049,Lewis,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0
2020-08-07,36051,Livingston,4.0,36.0,29.6,0.0,0.0,8.0,4.4,8.0,4.4,0.0,0.0
2020-08-07,36053,Madison,4.0,40.7,37.7,8.0,4.0,10.0,8.0,10.0,8.0,4.0,0.0
2020-08-07,36055,Monroe,4.0,1377.0,927.8,19.9,12.9,426.0,188.0,204.0,117.9,8.0,4.0
2020-08-07,36057,Montgomery,4.0,117.0,58.3,4.0,4.0,12.0,5.8,11.0,5.8,4.0,0.0
2020-08-07,36059,Nassau,4.0,2711.4,1966.2,94.8,54.1,425.0,247.9,407.0,211.7,32.8,20.0
2020-08-07,36063,Niagara,4.0,281.0,150.3,12.0,8.0,29.0,17.1,29.0,17.1,8.0,0.0
2020-08-07,36065,Oneida,4.0,0.0,0.0,18.2,12.2,10.0,4.0,0.0,0.0,8.0,8.0
2020-08-07,36067,Onondaga,4.0,1057.0,862.1,12.0,8.6,197.0,143.4,162.0,128.3,8.0,8.0
2020-08-07,36069,Ontario,4.0,218.0,116.0,8.0,8.0,35.0,16.1,26.0,12.1,4.0,4.0
2020-08-07,36071,Orange,4.0,398.0,280.6,20.2,12.0,150.0,40.8,95.0,22.6,16.0,4.0
2020-08-07,36073,Orleans,4.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36075,Oswego,4.0,123.0,62.2,4.0,0.0,17.0,5.9,17.0,5.9,4.0,0.0
2020-08-07,36077,Otsego,4.0,20.0,159.5,8.0,0.0,30.0,20.8,0.0,20.8,0.0,0.0
2020-08-07,36079,Putnam,4.0,114.0,68.3,4.0,0.0,10.0,4.0,10.0,0.0,4.0,0.0
2020-08-07,36081,Queens,4.0,2989.5,1903.4,318.3,84.9,692.5,289.9,493.9,175.3,45.0,20.0
2020-08-07,36083,Rensselaer,4.0,174.4,159.9,12.0,11.3,24.0,13.0,24.0,13.0,4.0,4.0
2020-08-07,36085,Richmond,4.0,627.0,404.6,25.7,12.4,134.0,72.3,97.0,44.1,8.0,8.0
2020-08-07,36087,Rockland,4.0,0.0,0.0,10.0,4.0,9.6,9.6,0.0,0.0,0.0,0.0
2020-08-07,36091,Saratoga,4.0,0.0,147.0,4.0,4.0,31.0,25.0,0.0,25.0,4.0,4.0
2020-08-07,36093,Schenectady,4.0,315.0,192.7,6.9,4.0,44.0,24.4,44.0,24.4,4.0,0.0
2020-08-07,36095,Schoharie,4.0,31.0,13.1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36097,Schuyler,4.0,26.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-07,36099,Seneca,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
