county,new_cases,new_death
"NY-City (Bronx, Kings, New York, Queens and Richmond)",5175.0,99.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",5068.0,71.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",4612.0,69.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",2779.0,106.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",5120.0,75.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",4492.0,95.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",4573.0,77.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",4132.0,97.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",3625.0,66.0
"NY-City (Bronx, Kings, New York, Queens and Richmond)",3656.0,68.0
