date,fips,county,hospital_pk,total_adult_inpatient_sum,total_adult_used_inpatient_sum,total_adult_confirmed_and_suspected_covid_sum,total_adult_confirmed_covid_sum,total_icu_sum,used_icu_sum,total_staffed_adult_icu_sum,used_staffed_adult_icu_sum,staffed_icu_adult_confirmed_and_suspected_covid_sum,staffed_icu_adult_confirmed_covid_sum,total_adult_inpatient_avg,total_adult_used_inpatient_avg,total_adult_confirmed_and_suspected_covid_avg,total_adult_confirmed_covid_avg,total_icu_avg,used_icu_avg,total_staffed_adult_icu_avg,used_staffed_adult_icu_avg,staffed_icu_adult_confirmed_and_suspected_covid_avg,staffed_icu_adult_confirmed_covid_avg
2020-09-25,36073,Orleans,331319,,78,0,,0,0,,,,,,11.1,0.0,,0.0,0.0,,,,
2020-09-25,36075,Oswego,330218,615,291,4,4,85,30,85,30,0,0,123.0,58.2,-999999.0,-999999.0,17.0,6.0,17.0,6.0,0.0,0.0
2020-09-25,36077,Otsego,330136,,741,6,-999999,150,144,,144,4,4,,148.2,-999999.0,-999999.0,30.0,28.8,,28.8,-999999.0,-999999.0
2020-09-25,36077,Otsego,330085,265,113,-999999,-999999,0,0,0,0,0,0,53.0,22.6,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36079,Putnam,330273,798,469,15,-999999,70,45,70,45,-999999,0,114.0,67.0,-999999.0,-999999.0,10.0,6.4,10.0,6.4,-999999.0,0.0
2020-09-25,36081,Queens,330395,,917,126,15,238,98,,98,28,7,,131.0,18.0,-999999.0,34.0,14.0,,14.0,4.0,-999999.0
2020-09-25,36081,Queens,330128,5404,1965,72,24,1456,240,1428,208,30,7,772.0,280.7,10.3,-999999.0,208.0,34.3,204.0,29.7,4.3,-999999.0
2020-09-25,36081,Queens,330193,,,57,43,413,221,,221,12,-999999,,,8.1,6.1,59.0,31.6,,31.6,-999999.0,-999999.0
2020-09-25,36081,Queens,330195,7620,6806,335,212,1074,870,582,368,64,52,1088.6,972.3,47.9,30.3,153.4,124.3,83.1,52.6,9.1,7.4
2020-09-25,36081,Queens,330055,3186,3091,83,82,525,366,427,255,5,5,455.1,441.6,11.9,11.7,75.0,52.3,61.0,36.4,-999999.0,-999999.0
2020-09-25,36081,Queens,330231,2916,969,73,19,201,182,196,110,-999999,0,416.6,138.4,10.4,-999999.0,28.7,26.0,28.0,15.7,-999999.0,0.0
2020-09-25,36081,Queens,330014,,,200,94,679,339,644,339,124,28,,,28.6,13.4,97.0,48.4,92.0,48.4,17.7,4.0
2020-09-25,36083,Rensselaer,330180,1219,1052,16,-999999,147,83,147,83,0,0,174.1,150.3,-999999.0,-999999.0,21.0,11.9,21.0,11.9,0.0,0.0
2020-09-25,36085,Richmond,330028,,,28,19,259,136,,,0,0,,,4.0,-999999.0,37.0,19.4,,,0.0,0.0
2020-09-25,36085,Richmond,330160,3588,3180,144,74,546,397,456,344,30,17,598.0,454.3,20.6,10.6,91.0,56.7,76.0,49.1,4.3,-999999.0
2020-09-25,36087,Rockland,330104,1102,702,30,28,420,81,420,81,-999999,-999999,157.4,100.3,4.3,4.0,60.0,11.6,60.0,11.6,-999999.0,-999999.0
2020-09-25,36087,Rockland,330158,1855,1282,96,69,217,139,217,139,-999999,-999999,265.0,183.1,13.7,9.9,31.0,19.9,31.0,19.9,-999999.0,-999999.0
2020-09-25,36087,Rockland,330405,630,428,,,0,0,,0,,,90.0,61.1,,,0.0,0.0,,0.0,,
2020-09-25,36089,St. Lawrence,331307,59,55,0,0,0,0,0,0,0,0,9.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36089,St. Lawrence,331315,131,131,,,0,0,,,,,18.7,18.7,,,0.0,0.0,,,,
2020-09-25,36089,St. Lawrence,330211,283,283,0,,28,28,27,27,,,56.6,56.6,0.0,,5.6,5.6,5.4,5.4,,
2020-09-25,36089,St. Lawrence,330197,222,222,0,0,32,32,15,16,0,0,55.5,55.5,0.0,0.0,4.6,4.6,-999999.0,4.0,0.0,0.0
2020-09-25,36089,St. Lawrence,330223,150,63,0,0,0,0,,,0,0,25.0,10.5,0.0,0.0,0.0,0.0,,,0.0,0.0
2020-09-25,36091,Saratoga,330222,,456,5,5,93,66,,66,-999999,-999999,,152.0,-999999.0,-999999.0,31.0,22.0,,22.0,-999999.0,-999999.0
2020-09-25,36093,Schenectady,330153,2205,1412,62,20,308,193,308,193,5,-999999,315.0,201.7,8.9,-999999.0,44.0,27.6,44.0,27.6,-999999.0,-999999.0
2020-09-25,36093,Schenectady,330406,749,559,0,0,0,0,0,0,0,0,107.0,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36095,Schoharie,331320,217,99,-999999,0,0,0,0,0,,,31.0,14.1,-999999.0,0.0,0.0,0.0,0.0,0.0,,
2020-09-25,36097,Schuyler,331313,182,64,0,0,0,0,,,,,26.0,9.1,0.0,0.0,0.0,0.0,,,,
2020-09-25,36101,Steuben,330277,,375,58,58,56,45,,45,17,17,,53.6,8.3,8.3,8.0,6.4,,6.4,-999999.0,-999999.0
2020-09-25,36101,Steuben,330151,133,46,0,,0,0,0,,,,19.0,6.6,0.0,,0.0,0.0,0.0,,,
2020-09-25,36101,Steuben,330144,,34,0,0,0,0,,,,,,4.9,0.0,0.0,0.0,0.0,,,,
2020-09-25,36103,Suffolk,330286,2590,2053,72,72,560,483,427,336,12,12,370.0,293.3,10.3,10.3,80.0,69.0,61.0,48.0,-999999.0,-999999.0
2020-09-25,36103,Suffolk,330246,,1154,-999999,0,238,82,,82,0,0,,164.9,-999999.0,0.0,34.0,11.7,,11.7,0.0,0.0
2020-09-25,36103,Suffolk,330043,1910,1712,43,10,284,282,218,220,-999999,0,272.9,244.6,6.1,-999999.0,47.3,40.3,36.3,31.4,-999999.0,0.0
2020-09-25,36103,Suffolk,330393,4494,3672,114,33,651,529,581,456,7,7,642.0,524.6,16.3,4.7,93.0,75.6,83.0,65.1,-999999.0,-999999.0
2020-09-25,36103,Suffolk,330045,1632,1369,58,25,306,225,252,199,4,-999999,272.0,195.6,8.3,-999999.0,51.0,32.1,42.0,28.4,-999999.0,-999999.0
2020-09-25,36103,Suffolk,330141,1280,912,60,15,149,146,149,146,18,6,213.3,152.0,10.0,-999999.0,24.8,24.3,24.8,24.3,-999999.0,-999999.0
2020-09-25,36103,Suffolk,330401,1477,1142,36,10,161,116,161,116,9,7,211.0,163.1,5.1,-999999.0,23.0,16.6,23.0,16.6,-999999.0,-999999.0
2020-09-25,36103,Suffolk,330107,,,17,17,,,,,0,0,,,5.7,5.7,,,,,0.0,0.0
2020-09-25,36103,Suffolk,330185,1230,827,101,-999999,252,89,252,89,12,0,205.0,118.1,14.4,-999999.0,36.0,12.7,36.0,12.7,-999999.0,0.0
2020-09-25,36105,Sullivan,330386,609,487,48,22,133,56,133,56,9,7,87.0,69.6,6.9,-999999.0,19.0,8.0,19.0,8.0,-999999.0,-999999.0
2020-09-25,36109,Tompkins,330307,1050,595,15,-999999,112,36,112,35,0,0,150.0,85.0,-999999.0,-999999.0,16.0,5.1,16.0,5.0,0.0,0.0
2020-09-25,36111,Ulster,331310,266,104,14,5,0,0,0,0,0,0,38.0,14.9,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36111,Ulster,330224,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36111,Ulster,330004,805,589,48,22,91,42,91,42,7,-999999,115.0,84.1,6.9,-999999.0,13.0,6.0,13.0,6.0,-999999.0,-999999.0
2020-09-25,36113,Warren,330191,1442,1121,6,4,154,65,154,65,0,0,206.0,160.1,-999999.0,-999999.0,22.0,9.3,22.0,9.3,0.0,0.0
2020-09-25,36117,Wayne,330030,,,,,98,41,,,,,,,,,14.0,5.9,,,,
2020-09-25,36119,Westchester,330304,1995,1465,46,24,112,58,112,58,7,7,285.0,209.3,6.6,-999999.0,16.0,8.3,16.0,8.3,-999999.0,-999999.0
2020-09-25,36119,Westchester,330162,1008,425,56,19,150,30,90,30,-999999,0,168.0,60.7,8.0,-999999.0,21.4,4.3,12.9,4.3,-999999.0,0.0
2020-09-25,36119,Westchester,330208,225,1118,112,6,260,56,260,56,-999999,0,45.0,223.6,22.4,-999999.0,52.0,11.2,52.0,11.2,-999999.0,0.0
2020-09-25,36119,Westchester,330234,,,176,22,1477,1021,,,44,15,,,25.1,-999999.0,211.0,145.9,,,6.3,-999999.0
2020-09-25,36119,Westchester,330086,420,228,0,0,77,0,77,0,0,0,60.0,32.6,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0
2020-09-25,36119,Westchester,333301,0,,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,36119,Westchester,330261,942,541,40,24,72,50,72,50,6,-999999,157.0,77.3,5.7,-999999.0,10.3,7.1,10.3,7.1,-999999.0,-999999.0
2020-09-25,36119,Westchester,330267,728,641,22,22,112,84,84,63,7,7,104.0,91.6,-999999.0,-999999.0,16.0,12.0,12.0,9.0,-999999.0,-999999.0
2020-09-25,36119,Westchester,330184,960,467,33,20,192,46,192,46,9,8,160.0,77.8,5.5,-999999.0,32.0,7.7,32.0,7.7,-999999.0,-999999.0
2020-09-25,36119,Westchester,330006,686,520,119,-999999,42,25,42,25,0,0,98.0,74.3,17.0,-999999.0,6.0,-999999.0,6.0,-999999.0,0.0,0.0
2020-09-25,36123,Yates,331314,126,52,0,0,0,0,0,0,0,0,18.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36001,Albany,330057,3290,2233,54,43,301,173,196,135,7,7,470.0,319.0,7.7,6.1,43.0,24.7,28.0,19.3,-999999.0,-999999.0
2020-10-02,36003,Allegany,330096,371,157,-999999,-999999,70,16,70,16,0,0,53.0,22.4,-999999.0,-999999.0,10.0,-999999.0,10.0,-999999.0,0.0,0.0
2020-10-02,36003,Allegany,331301,140,51,,,0,0,,,,,20.0,7.3,,,0.0,0.0,,,,
2020-10-02,36005,Bronx,330080,5089,1422,48,29,378,266,315,140,17,9,727.0,203.1,6.9,4.1,54.0,38.0,45.0,20.0,-999999.0,-999999.0
2020-10-02,36005,Bronx,330059,9479,7553,236,236,1419,1098,842,627,23,23,1354.1,1079.0,33.7,33.7,202.7,156.9,120.3,89.6,-999999.0,-999999.0
2020-10-02,36005,Bronx,332006,1575,1146,119,119,0,0,0,0,0,0,225.0,163.7,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36005,Bronx,330399,2037,1448,32,20,392,250,308,222,14,11,291.0,206.9,4.6,-999999.0,56.0,35.7,44.0,31.7,-999999.0,-999999.0
2020-10-02,36005,Bronx,330385,3388,569,21,12,882,92,882,61,5,5,484.0,81.3,-999999.0,-999999.0,126.0,13.1,126.0,8.7,-999999.0,-999999.0
2020-10-02,36005,Bronx,330127,3612,2091,53,18,490,396,427,301,19,11,516.0,298.7,7.6,-999999.0,70.0,56.6,61.0,43.0,-999999.0,-999999.0
2020-10-02,36007,Broome,330011,1854,799,65,53,108,50,108,50,-999999,-999999,309.0,133.2,10.8,8.8,18.0,8.3,18.0,8.3,-999999.0,-999999.0
2020-10-02,36007,Broome,330394,1504,350,74,74,240,171,240,171,50,50,376.0,87.5,18.5,18.5,60.0,42.8,60.0,42.8,12.5,12.5
2020-10-02,36009,Cattaraugus,330103,424,423,25,13,34,34,32,,0,0,141.3,141.0,8.3,4.3,11.3,11.3,10.7,,0.0,0.0
2020-10-02,36011,Cayuga,330235,,442,67,7,133,41,133,39,0,0,,63.1,9.6,-999999.0,19.0,5.9,19.0,5.6,0.0,0.0
2020-10-02,36013,Chautauqua,330166,28,-999999,0,0,0,0,0,0,0,0,4.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36013,Chautauqua,330229,195,,0,0,40,21,40,,0,0,39.0,,0.0,0.0,8.0,4.2,8.0,,0.0,0.0
2020-10-02,36013,Chautauqua,330239,896,698,-999999,-999999,77,46,77,46,0,0,128.0,99.7,-999999.0,-999999.0,11.0,6.6,11.0,6.6,0.0,0.0
2020-10-02,36015,Chemung,330090,1155,762,57,57,140,96,140,96,10,10,165.0,108.9,8.1,8.1,20.0,13.7,20.0,13.7,-999999.0,-999999.0
2020-10-02,36017,Chenango,330033,9,54,10,7,49,15,39,15,10,7,-999999.0,7.7,-999999.0,-999999.0,7.0,-999999.0,5.6,-999999.0,-999999.0,-999999.0
2020-10-02,36019,Clinton,330250,,,,,,,,,,,,,,,,,,,,
2020-10-02,36021,Columbia,330094,417,417,5,5,50,17,50,17,-999999,-999999,83.4,83.4,-999999.0,-999999.0,10.0,-999999.0,10.0,-999999.0,-999999.0,-999999.0
2020-10-02,36023,Cortland,330175,462,193,0,,72,28,72,28,,,77.0,32.2,0.0,,12.0,4.7,12.0,4.7,,
2020-10-02,36025,Delaware,331312,252,42,-999999,0,0,0,0,0,0,0,36.0,6.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36025,Delaware,331305,112,52,-999999,0,0,0,0,0,0,0,16.0,7.4,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36025,Delaware,331304,16,16,0,0,0,0,0,0,0,0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36027,Dutchess,330023,2436,1931,246,49,280,183,175,123,24,4,348.0,275.9,35.1,7.0,40.0,26.1,25.0,17.6,-999999.0,-999999.0
2020-10-02,36027,Dutchess,330049,700,417,24,4,49,22,49,19,-999999,0,100.0,59.6,-999999.0,-999999.0,7.0,-999999.0,7.0,-999999.0,-999999.0,0.0
2020-10-02,36029,Erie,330279,,,4,4,90,52,,,-999999,-999999,,,-999999.0,-999999.0,45.0,26.0,,,-999999.0,-999999.0
2020-10-02,36029,Erie,330111,126,62,0,0,0,0,,0,,,21.0,10.3,0.0,0.0,0.0,0.0,,0.0,,
2020-10-02,36029,Erie,330219,3626,3322,68,66,322,238,322,238,7,7,518.0,474.6,9.7,9.4,46.0,34.0,46.0,34.0,-999999.0,-999999.0
2020-10-02,36029,Erie,330102,692,692,0,0,47,47,47,47,0,0,98.9,98.9,0.0,0.0,6.7,6.7,6.7,6.7,0.0,0.0
2020-10-02,36029,Erie,330005,6388,4426,260,110,1453,627,1453,627,88,41,912.6,632.3,37.1,15.7,207.6,89.6,207.6,89.6,12.6,5.9
2020-10-02,36029,Erie,330354,931,881,-999999,-999999,98,73,98,73,0,0,133.0,125.9,-999999.0,-999999.0,14.0,10.4,14.0,10.4,0.0,0.0
2020-10-02,36029,Erie,330078,1463,,99,99,1162,69,658,,-999999,-999999,209.0,,14.1,14.1,166.0,9.9,94.0,,-999999.0,-999999.0
2020-10-02,36031,Essex,331302,125,80,4,0,0,0,,,,,25.0,16.0,-999999.0,0.0,0.0,0.0,,,,
2020-10-02,36033,Franklin,330079,791,180,6,-999999,84,17,84,9,-999999,-999999,113.0,36.0,-999999.0,-999999.0,12.0,-999999.0,12.0,-999999.0,-999999.0,-999999.0
2020-10-02,36033,Franklin,330084,266,108,5,,35,8,35,8,5,,38.0,15.4,-999999.0,,5.0,-999999.0,5.0,-999999.0,-999999.0,
2020-10-02,36035,Fulton,330276,220,147,16,0,56,30,56,29,7,0,31.4,21.0,-999999.0,0.0,8.0,4.3,8.0,4.1,-999999.0,0.0
2020-10-02,36037,Genesee,330073,,39,0,0,91,29,,5,,,,39.0,0.0,0.0,13.0,4.1,,5.0,,
2020-10-02,36043,Herkimer,331311,,99,12,,0,0,,0,,,,14.1,-999999.0,,0.0,0.0,,0.0,,
2020-10-02,36045,Jefferson,330157,796,563,-999999,-999999,64,19,64,19,-999999,-999999,132.7,93.8,-999999.0,-999999.0,10.7,-999999.0,10.7,-999999.0,-999999.0,-999999.0
2020-10-02,36045,Jefferson,331309,,46,,,0,0,,,,,,9.2,,,0.0,0.0,,,,
2020-10-02,36045,Jefferson,331318,70,70,0,,0,0,,,,,11.7,11.7,0.0,,0.0,0.0,,,,
2020-10-02,36047,Kings,330396,3797,1121,49,23,227,136,227,109,4,-999999,542.4,160.1,7.0,-999999.0,32.4,19.4,32.4,15.6,-999999.0,-999999.0
2020-10-02,36047,Kings,330236,3521,3083,69,67,476,411,238,204,12,12,503.0,440.4,9.9,9.6,68.0,58.7,34.0,29.1,-999999.0,-999999.0
2020-10-02,36047,Kings,330233,266,41,25,17,49,39,41,36,6,5,266.0,41.0,6.3,4.3,49.0,39.0,41.0,36.0,-999999.0,-999999.0
2020-10-02,36047,Kings,330221,,831,93,-999999,112,85,112,85,0,0,,118.7,13.3,-999999.0,16.0,12.1,16.0,12.1,0.0,0.0
2020-10-02,36047,Kings,330194,3318,2622,157,157,456,291,390,278,55,55,553.0,437.0,26.2,39.3,76.0,48.5,65.0,46.3,9.2,9.2
2020-10-02,36047,Kings,330201,,,293,5,,,,,39,0,,,41.9,-999999.0,,,,,5.6,0.0
2020-10-02,36047,Kings,330196,4067,1374,127,31,413,241,315,192,26,11,581.0,196.3,18.1,4.4,59.0,34.4,45.0,27.4,-999999.0,-999999.0
2020-10-02,36047,Kings,330056,2725,993,24,12,315,132,133,52,-999999,0,389.3,141.9,-999999.0,-999999.0,45.0,18.9,19.0,7.4,-999999.0,0.0
2020-10-02,36047,Kings,330019,882,621,15,12,134,126,134,126,5,5,126.0,88.7,-999999.0,-999999.0,19.1,18.0,19.1,18.0,-999999.0,-999999.0
2020-10-02,36047,Kings,330202,4900,2406,89,18,350,270,294,169,9,0,700.0,343.7,12.7,-999999.0,50.0,38.6,42.0,24.1,-999999.0,0.0
2020-10-02,36047,Kings,330397,262,171,39,0,13,13,13,13,-999999,0,262.0,171.0,39.0,0.0,13.0,13.0,13.0,13.0,-999999.0,0.0
2020-10-02,36049,Lewis,331317,250,57,0,0,30,8,30,8,0,0,50.0,11.4,0.0,0.0,6.0,-999999.0,6.0,-999999.0,0.0,0.0
2020-10-02,36051,Livingston,330238,252,199,4,-999999,56,28,56,28,0,0,36.0,28.4,-999999.0,-999999.0,8.0,4.0,8.0,4.0,0.0,0.0
2020-10-02,36053,Madison,331316,104,104,-999999,0,28,11,11,11,0,0,14.9,14.9,-999999.0,0.0,4.0,-999999.0,-999999.0,-999999.0,0.0,0.0
2020-10-02,36053,Madison,330115,252,150,0,0,42,19,42,19,0,0,36.0,21.4,0.0,0.0,6.0,-999999.0,6.0,-999999.0,0.0,0.0
2020-10-02,36055,Monroe,330285,7133,4842,70,34,1400,864,1260,713,7,-999999,1019.0,691.7,10.0,4.9,200.0,123.4,180.0,101.9,-999999.0,-999999.0
2020-10-02,36055,Monroe,330226,360,324,-999999,-999999,770,123,110,17,0,0,360.0,324.0,-999999.0,-999999.0,110.0,17.6,110.0,17.0,0.0,0.0
2020-10-02,36055,Monroe,330125,,,8,8,644,222,,,0,0,,,8.0,8.0,92.0,31.7,,,0.0,0.0
2020-10-02,36055,Monroe,330164,2506,1913,31,27,168,80,168,80,10,9,358.0,273.3,4.4,-999999.0,24.0,11.4,24.0,11.4,-999999.0,-999999.0
2020-10-02,36057,Montgomery,330047,468,229,8,0,48,24,44,24,-999999,0,117.0,57.3,-999999.0,0.0,12.0,6.0,11.0,6.0,-999999.0,0.0
2020-10-02,36059,Nassau,330181,945,696,42,25,105,34,105,34,11,7,135.0,99.4,6.0,-999999.0,15.0,4.9,15.0,4.9,-999999.0,-999999.0
2020-10-02,36059,Nassau,330106,6818,5003,202,135,1204,757,861,532,42,33,974.0,714.7,28.9,19.3,172.0,108.1,123.0,76.0,6.0,4.7
2020-10-02,36059,Nassau,330332,1008,511,9,9,84,57,84,57,-999999,-999999,144.0,73.0,-999999.0,-999999.0,12.0,8.1,12.0,8.1,-999999.0,-999999.0
2020-10-02,36059,Nassau,330027,2268,2140,119,18,448,416,378,358,32,4,324.0,305.7,17.0,4.5,64.0,59.4,54.0,51.1,4.6,-999999.0
2020-10-02,36059,Nassau,330198,2583,1901,55,35,154,137,154,137,14,10,369.0,271.6,7.9,5.0,22.0,19.6,22.0,19.6,-999999.0,-999999.0
2020-10-02,36059,Nassau,330182,1877,1877,27,27,560,220,560,220,27,27,268.1,268.1,-999999.0,-999999.0,80.0,31.4,80.0,31.4,-999999.0,-999999.0
2020-10-02,36059,Nassau,330331,1267,780,15,11,140,50,140,50,-999999,-999999,181.0,111.4,-999999.0,-999999.0,20.0,7.1,20.0,7.1,-999999.0,-999999.0
2020-10-02,36059,Nassau,330259,1449,1110,15,15,147,117,70,48,7,7,207.0,158.6,-999999.0,-999999.0,21.0,16.7,10.0,6.9,-999999.0,-999999.0
2020-10-02,36061,New York,330240,1939,1081,52,45,378,186,378,108,13,11,277.0,154.4,7.4,6.4,54.0,26.6,54.0,15.4,-999999.0,-999999.0
2020-10-02,36061,New York,330169,2967,2212,293,86,294,233,294,233,30,14,423.9,316.0,41.9,12.3,42.0,33.3,42.0,33.3,4.3,-999999.0
2020-10-02,36061,New York,330204,3638,3615,80,48,476,466,441,350,17,12,519.7,516.4,11.4,6.9,68.0,66.6,63.0,50.0,-999999.0,-999999.0
2020-10-02,36061,New York,332008,926,926,0,0,,,,,0,0,132.3,132.3,0.0,0.0,,,,,0.0,0.0
2020-10-02,36061,New York,330024,9030,8331,804,356,1869,1747,1722,1637,124,66,1290.0,1190.1,114.9,50.9,267.0,249.6,246.0,233.9,17.7,9.4
2020-10-02,36061,New York,330100,19,19,0,0,0,0,0,0,0,0,-999999.0,-999999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36061,New York,330410,280,280,0,,0,0,0,0,0,,56.0,56.0,0.0,,0.0,0.0,0.0,0.0,0.0,
2020-10-02,36061,New York,330270,1032,871,0,0,28,6,28,6,0,0,147.4,124.4,0.0,0.0,4.0,-999999.0,4.0,-999999.0,0.0,0.0
2020-10-02,36061,New York,330046,4902,3754,356,68,468,405,468,405,44,23,700.3,536.3,50.9,9.7,66.9,57.9,66.9,57.9,6.3,-999999.0
2020-10-02,36061,New York,330214,,,247,151,1966,1552,,,46,31,,,35.3,21.6,280.9,221.7,,,6.6,4.4
2020-10-02,36061,New York,330119,2940,2194,170,113,777,323,581,219,58,49,420.0,313.4,24.3,16.1,111.0,46.1,83.0,31.3,8.3,7.0
2020-10-02,36061,New York,330154,3332,3207,97,47,280,172,245,156,-999999,-999999,476.0,458.1,13.9,6.7,40.0,24.6,35.0,22.3,-999999.0,-999999.0
2020-10-02,36061,New York,330199,1967,720,26,17,127,93,126,66,0,0,281.0,102.9,-999999.0,-999999.0,18.1,13.3,18.0,9.4,0.0,0.0
2020-10-02,36061,New York,330101,15632,13567,770,209,3626,2850,1946,1654,111,41,2233.1,1938.1,110.0,29.9,518.0,407.1,278.0,236.3,15.9,5.9
2020-10-02,36063,Niagara,330188,609,346,,,84,38,84,38,,,87.0,49.4,,,12.0,5.4,12.0,5.4,,
2020-10-02,36063,Niagara,330163,490,310,0,0,35,14,35,14,0,,70.0,44.3,0.0,0.0,5.0,-999999.0,5.0,-999999.0,0.0,
2020-10-02,36063,Niagara,330065,868,440,27,5,84,50,84,50,11,-999999,124.0,62.9,-999999.0,-999999.0,12.0,7.1,12.0,7.1,-999999.0,-999999.0
2020-10-02,36065,Oneida,330245,,,25,7,,,,,7,4,,,-999999.0,-999999.0,,,,,-999999.0,-999999.0
2020-10-02,36065,Oneida,330044,,,74,26,,,,,17,9,,,10.6,-999999.0,,,,,-999999.0,-999999.0
2020-10-02,36065,Oneida,330215,,,,,70,15,,,,,,,,,10.0,-999999.0,,,,
2020-10-02,36067,Onondaga,330140,3157,2257,41,41,570,238,420,213,-999999,-999999,451.0,322.4,5.9,5.9,81.4,34.0,60.0,30.4,-999999.0,-999999.0
2020-10-02,36067,Onondaga,330241,4242,3568,89,68,819,710,714,649,13,6,606.0,509.7,12.7,9.7,117.0,101.4,102.0,92.7,-999999.0,-999999.0
2020-10-02,36067,Onondaga,330203,2387,1187,,,385,138,385,138,,,341.0,169.6,,,55.0,19.7,55.0,19.7,,
2020-10-02,36069,Ontario,330074,1029,520,17,5,84,63,84,63,0,,147.0,74.3,-999999.0,-999999.0,12.0,9.0,12.0,9.0,0.0,
2020-10-02,36069,Ontario,330058,497,305,6,6,98,21,98,21,5,5,71.0,43.6,-999999.0,-999999.0,14.0,-999999.0,14.0,-999999.0,-999999.0,-999999.0
2020-10-02,36069,Ontario,330265,57,29,-999999,-999999,63,23,9,-999999,-999999,-999999,57.0,29.0,-999999.0,-999999.0,9.0,-999999.0,9.0,-999999.0,-999999.0,-999999.0
2020-10-02,36071,Orange,330135,343,111,7,4,70,26,70,26,-999999,0,49.0,15.9,-999999.0,-999999.0,10.0,-999999.0,10.0,-999999.0,-999999.0,0.0
2020-10-02,36071,Orange,330126,2786,2015,201,75,805,243,665,210,23,17,398.0,287.9,28.7,10.7,115.0,34.7,95.0,30.0,-999999.0,-999999.0
2020-10-02,36071,Orange,330205,350,63,11,4,56,19,56,19,-999999,0,50.0,9.0,-999999.0,-999999.0,8.0,-999999.0,8.0,-999999.0,-999999.0,0.0
2020-10-02,36071,Orange,330264,935,862,108,108,98,64,98,64,15,15,133.6,123.1,15.4,15.4,14.0,9.1,14.0,9.1,-999999.0,-999999.0
2020-10-02,36073,Orleans,331319,,91,-999999,0,0,0,,,,,,13.0,-999999.0,0.0,0.0,0.0,,,,
2020-10-02,36075,Oswego,330218,861,466,19,18,119,45,119,45,-999999,-999999,123.0,66.6,-999999.0,-999999.0,17.0,6.4,17.0,6.4,-999999.0,-999999.0
2020-10-02,36077,Otsego,330136,,671,5,5,150,127,,127,-999999,-999999,,134.2,-999999.0,-999999.0,30.0,25.4,,25.4,-999999.0,-999999.0
2020-10-02,36077,Otsego,330085,371,127,0,0,0,0,0,0,0,0,53.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-02,36079,Putnam,330273,798,458,26,19,70,35,70,35,4,-999999,114.0,65.4,-999999.0,-999999.0,10.0,5.0,10.0,5.0,-999999.0,-999999.0
2020-10-02,36081,Queens,330055,3152,2869,104,103,525,339,427,233,12,12,450.3,409.9,14.9,14.7,75.0,48.4,61.0,33.3,-999999.0,-999999.0
2020-10-02,36081,Queens,330014,,,184,86,679,346,644,346,107,26,,,26.3,12.3,97.0,49.4,92.0,49.4,15.3,-999999.0
2020-10-02,36081,Queens,330195,8810,6669,340,216,1253,877,679,358,65,48,1258.6,952.7,48.6,30.9,179.0,125.3,97.0,51.1,9.3,6.9
2020-10-02,36081,Queens,330193,,,41,30,413,170,,170,8,0,,,5.9,4.3,59.0,24.3,,24.3,-999999.0,0.0
2020-10-02,36081,Queens,330128,5300,1885,65,31,1456,242,1428,216,18,10,757.1,269.3,9.3,4.4,208.0,34.6,204.0,30.9,-999999.0,-999999.0
2020-10-02,36081,Queens,330231,2916,959,89,54,198,168,196,115,19,18,416.6,137.0,12.7,7.7,28.3,24.0,28.0,16.4,-999999.0,-999999.0
2020-10-02,36081,Queens,330395,,882,91,4,238,80,,80,22,7,,126.0,13.0,-999999.0,34.0,11.4,,11.4,-999999.0,-999999.0
2020-10-02,36083,Rensselaer,330180,1218,1055,8,-999999,147,87,147,87,0,0,174.0,150.7,-999999.0,-999999.0,21.0,12.4,21.0,12.4,0.0,0.0
2020-10-02,36085,Richmond,330160,4186,3091,173,104,637,339,532,290,21,19,598.0,441.6,24.7,14.9,91.0,48.4,76.0,41.4,-999999.0,-999999.0
2020-10-02,36085,Richmond,330028,,,31,31,222,120,,,4,4,,,5.2,5.2,37.0,20.0,,,-999999.0,-999999.0
