date,fips,county,daily_cases,daily_hospitalized,daily_deaths,daily_cases_avg,daily_hospitalized_avg,daily_deaths_avg
2020-11-16,99999,New York City,1824,119,10,1408,91,10
2020-11-17,99999,New York City,1725,93,11,1428,93,11
2020-11-18,99999,New York City,1742,108,10,1458,94,11
2020-11-19,99999,New York City,1856,121,9,1509,101,10
2020-11-20,99999,New York City,1769,129,7,1548,107,10
2020-11-21,99999,New York City,1285,109,11,1585,110,10
2020-11-22,99999,New York City,1146,112,10,1621,113,10
2020-11-23,99999,New York City,2308,141,13,1690,116,10
2020-11-24,99999,New York City,2073,121,16,1740,120,11
2020-11-25,99999,New York City,2361,123,13,1828,122,11
2020-11-26,99999,New York City,805,149,7,1678,126,11
2020-11-27,99999,New York City,2291,156,15,1753,130,12
2020-11-28,99999,New York City,1782,116,13,1824,131,12
2020-11-29,99999,New York City,1722,153,15,1906,137,13
2020-11-30,99999,New York City,2792,170,18,1975,141,14
2020-12-01,99999,New York City,3139,191,20,2127,151,14
2020-12-02,99999,New York City,2996,153,27,2218,155,16
2020-12-03,99999,New York City,2876,185,18,2514,161,18
2020-12-04,99999,New York City,2796,185,25,2586,165,19
2020-12-05,99999,New York City,1875,152,23,2599,170,21
2020-12-06,99999,New York City,1746,168,21,2603,172,22
2020-12-07,99999,New York City,3302,222,18,2676,179,22
2020-12-08,99999,New York City,3045,216,22,2662,183,22
2020-12-09,99999,New York City,3091,252,27,2676,197,22
2020-12-10,99999,New York City,3134,225,25,2713,203,23
2020-12-11,99999,New York City,2965,231,30,2737,209,24
2020-12-12,99999,New York City,2195,212,34,2783,218,25
2020-12-13,99999,New York City,2165,207,25,2842,224,26
2020-12-14,99999,New York City,3568,237,30,2880,226,28
2020-12-15,99999,New York City,3664,221,32,2969,226,29
2020-12-16,99999,New York City,2780,195,38,2924,218,31
2020-12-17,99999,New York City,1917,213,34,2751,217,32
2020-12-18,99999,New York City,3429,247,39,2817,219,33
2020-12-19,99999,New York City,2555,228,30,2868,221,33
2020-12-20,99999,New York City,2349,235,29,2895,225,33
2020-12-21,99999,New York City,4328,314,41,3003,236,35
2020-12-22,99999,New York City,4091,268,52,3064,243,38
2020-12-23,99999,New York City,3818,281,39,3212,255,38
2020-12-24,99999,New York City,3002,275,39,3367,264,38
2020-12-25,99999,New York City,1045,265,39,3027,267,38
2020-12-26,99999,New York City,3430,256,35,3152,271,39
2020-12-27,99999,New York City,2869,251,42,3226,273,41
2020-12-28,99999,New York City,5331,331,43,3369,275,41
2020-12-29,99999,New York City,5184,295,49,3526,279,41
2020-12-30,99999,New York City,4939,296,40,3686,281,41
2020-12-31,99999,New York City,3363,282,41,3737,282,41
2021-01-01,99999,New York City,1298,283,37,3773,285,41
2021-01-02,99999,New York City,4140,294,56,3875,290,44
2021-01-03,99999,New York City,3410,294,36,3952,296,43
2021-01-04,99999,New York City,6478,346,60,4116,299,46
2021-01-05,99999,New York City,6062,336,66,4241,304,48
2021-01-06,99999,New York City,5586,335,60,4334,310,51
2021-01-07,99999,New York City,5324,343,51,4614,319,52
2021-01-08,99999,New York City,5197,328,61,5171,325,56
2021-01-09,99999,New York City,3600,303,72,5094,326,58
2021-01-10,99999,New York City,3118,303,50,5052,328,60
2021-01-11,99999,New York City,5734,365,58,4946,330,60
2021-01-12,99999,New York City,5049,377,72,4801,336,61
2021-01-13,99999,New York City,4983,408,64,4715,347,61
2021-01-14,99999,New York City,5038,385,64,4674,353,63
2021-01-15,99999,New York City,4590,388,62,4587,361,63
2021-01-16,99999,New York City,3343,351,65,4551,368,62
2021-01-17,99999,New York City,2784,321,54,4503,371,63
2021-01-18,99999,New York City,4426,410,71,4316,377,65
2021-01-19,99999,New York City,4922,335,74,4298,371,65
2021-01-20,99999,New York City,4653,344,63,4251,362,65
2021-01-21,99999,New York City,4691,379,59,4201,361,64
2021-01-22,99999,New York City,4462,396,67,4183,362,65
2021-01-23,99999,New York City,3096,313,64,4148,357,65
2021-01-24,99999,New York City,2650,312,59,4129,356,65
2021-01-25,99999,New York City,4997,368,43,4210,350,61
2021-01-26,99999,New York City,3270,271,42,3974,340,57
