date,fips,county,cases,deaths,active,recovered
2020-06-03,36085,Richmond,0,0,0,0
2020-06-03,36087,Rockland,13259,646,12613,0
2020-06-03,36091,Saratoga,489,14,475,0
2020-06-03,36093,Schenectady,701,29,672,0
2020-06-03,36095,Schoharie,51,0,51,0
2020-06-03,36097,Schuyler,12,0,12,0
2020-06-03,36099,Seneca,60,0,60,0
2020-06-03,36101,Steuben,243,41,202,0
2020-06-03,36103,Suffolk,40062,1915,38147,0
2020-06-03,36105,Sullivan,1393,31,1362,0
2020-06-03,36107,Tioga,133,21,112,0
2020-06-03,36109,Tompkins,165,0,165,0
2020-06-03,36111,Ulster,1701,77,1624,0
2020-06-03,36113,Warren,256,28,228,0
2020-06-03,36115,Washington,238,13,225,0
2020-06-03,36117,Wayne,120,3,117,0
2020-06-03,36119,Westchester,33691,1381,32310,0
2020-06-03,36121,Wyoming,87,5,82,0
2020-06-03,36123,Yates,39,6,33,0
2020-06-03,36061,New York,0,0,0,0
2020-06-03,99999,New York City,204872,21688,183184,0
2020-06-03,36089,St. Lawrence,206,2,204,0
2020-06-03,90036,Unassigned,0,0,0,0
2020-06-04,36001,Albany,1930,112,1818,0
2020-06-04,36003,Allegany,49,0,49,0
2020-06-04,36005,Bronx,0,0,0,0
2020-06-04,36007,Broome,593,45,548,0
2020-06-04,36009,Cattaraugus,91,0,91,0
2020-06-04,36011,Cayuga,96,1,95,0
2020-06-04,36013,Chautauqua,95,4,91,0
2020-06-04,36015,Chemung,137,1,136,0
2020-06-04,36017,Chenango,133,0,133,0
2020-06-04,36019,Clinton,97,4,93,0
2020-06-04,36021,Columbia,400,34,366,0
2020-06-04,36023,Cortland,41,0,41,0
2020-06-04,36025,Delaware,82,4,78,0
2020-06-04,36027,Dutchess,3962,142,3820,0
2020-06-04,36029,Erie,6308,549,5759,0
2020-06-04,36031,Essex,38,0,38,0
2020-06-04,36033,Franklin,23,0,23,0
2020-06-04,36035,Fulton,215,18,197,0
2020-06-04,36037,Genesee,205,5,200,0
2020-06-04,36039,Greene,241,18,223,0
2020-06-04,36041,Hamilton,5,0,5,0
2020-06-04,36043,Herkimer,113,3,110,0
2020-06-04,36045,Jefferson,74,0,74,0
2020-06-04,36047,Kings,0,0,0,0
2020-06-04,36049,Lewis,20,0,20,0
2020-06-04,36051,Livingston,120,7,113,0
2020-06-04,36053,Madison,319,15,304,0
2020-06-04,36055,Monroe,3081,230,2851,0
2020-06-04,36057,Montgomery,96,4,92,0
2020-06-04,36059,Nassau,40713,2132,38581,0
2020-06-04,36063,Niagara,1085,70,1015,0
2020-06-04,36065,Oneida,1069,58,1011,0
2020-06-04,36067,Onondaga,2295,149,2146,0
2020-06-04,36069,Ontario,218,9,209,0
2020-06-04,36071,Orange,10471,444,10027,0
2020-06-04,36073,Orleans,247,41,206,0
2020-06-04,36075,Oswego,112,3,109,0
2020-06-04,36077,Otsego,73,5,68,0
2020-06-04,36079,Putnam,1268,60,1208,0
2020-06-04,36081,Queens,0,0,0,0
2020-06-04,36083,Rensselaer,495,28,467,0
2020-06-04,36085,Richmond,0,0,0,0
2020-06-04,36087,Rockland,13280,655,12625,0
2020-06-04,36091,Saratoga,493,14,479,0
2020-06-04,36093,Schenectady,701,29,672,0
2020-06-04,36095,Schoharie,51,0,51,0
2020-06-04,36097,Schuyler,12,0,12,0
2020-06-04,36099,Seneca,60,0,60,0
2020-06-04,36101,Steuben,245,41,204,0
2020-06-04,36103,Suffolk,40153,1916,38237,0
2020-06-04,36105,Sullivan,1405,31,1374,0
2020-06-04,36107,Tioga,133,22,111,0
2020-06-04,36109,Tompkins,165,0,165,0
2020-06-04,36111,Ulster,1704,77,1627,0
2020-06-04,36113,Warren,256,28,228,0
2020-06-04,36115,Washington,238,13,225,0
2020-06-04,36117,Wayne,121,3,118,0
2020-06-04,36119,Westchester,33767,1385,32382,0
2020-06-04,36121,Wyoming,87,5,82,0
2020-06-04,36123,Yates,39,6,33,0
2020-06-04,36061,New York,0,0,0,0
2020-06-04,99999,New York City,205406,21752,183654,0
2020-06-04,36089,St. Lawrence,207,2,205,0
2020-06-04,90036,Unassigned,0,0,0,0
2020-06-05,36001,Albany,1941,112,1829,0
2020-06-05,36003,Allegany,51,0,51,0
2020-06-05,36005,Bronx,0,0,0,0
2020-06-05,36007,Broome,605,52,553,0
2020-06-05,36009,Cattaraugus,92,5,87,0
2020-06-05,36011,Cayuga,98,2,96,0
2020-06-05,36013,Chautauqua,97,4,93,0
2020-06-05,36015,Chemung,137,2,135,0
2020-06-05,36017,Chenango,133,5,128,0
2020-06-05,36019,Clinton,97,4,93,0
2020-06-05,36021,Columbia,411,34,377,0
2020-06-05,36023,Cortland,41,0,41,0
2020-06-05,36025,Delaware,84,4,80,0
2020-06-05,36027,Dutchess,3984,142,3842,0
2020-06-05,36029,Erie,6359,549,5810,0
2020-06-05,36031,Essex,38,0,38,0
2020-06-05,36033,Franklin,23,0,23,0
2020-06-05,36035,Fulton,219,24,195,0
2020-06-05,36037,Genesee,205,5,200,0
2020-06-05,36039,Greene,242,18,224,0
2020-06-05,36041,Hamilton,5,0,5,0
2020-06-05,36043,Herkimer,115,3,112,0
2020-06-05,36045,Jefferson,75,0,75,0
2020-06-05,36047,Kings,0,0,0,0
2020-06-05,36049,Lewis,20,0,20,0
2020-06-05,36051,Livingston,121,7,114,0
2020-06-05,36053,Madison,323,15,308,0
2020-06-05,36055,Monroe,3117,230,2887,0
2020-06-05,36057,Montgomery,96,4,92,0
2020-06-05,36059,Nassau,40797,2132,38665,0
2020-06-05,36063,Niagara,1099,70,1029,0
2020-06-05,36065,Oneida,1077,58,1019,0
2020-06-05,36067,Onondaga,2329,149,2180,0
2020-06-05,36069,Ontario,219,9,210,0
2020-06-05,36071,Orange,10484,444,10040,0
2020-06-05,36073,Orleans,247,41,206,0
2020-06-05,36075,Oswego,112,3,109,0
2020-06-05,36077,Otsego,73,5,68,0
2020-06-05,36079,Putnam,1270,60,1210,0
2020-06-05,36081,Queens,0,0,0,0
2020-06-05,36083,Rensselaer,497,28,469,0
2020-06-05,36085,Richmond,0,0,0,0
2020-06-05,36087,Rockland,13297,655,12642,0
2020-06-05,36091,Saratoga,496,14,482,0
2020-06-05,36093,Schenectady,706,30,676,0
2020-06-05,36095,Schoharie,51,0,51,0
2020-06-05,36097,Schuyler,12,0,12,0
2020-06-05,36099,Seneca,61,0,61,0
2020-06-05,36101,Steuben,246,41,205,0
2020-06-05,36103,Suffolk,40239,1918,38321,0
2020-06-05,36105,Sullivan,1409,31,1378,0
2020-06-05,36107,Tioga,134,22,112,0
2020-06-05,36109,Tompkins,167,0,167,0
2020-06-05,36111,Ulster,1711,77,1634,0
2020-06-05,36113,Warren,256,28,228,0
2020-06-05,36115,Washington,240,13,227,0
2020-06-05,36117,Wayne,122,3,119,0
2020-06-05,36119,Westchester,33854,1389,32465,0
2020-06-05,36121,Wyoming,88,5,83,0
2020-06-05,36123,Yates,39,6,33,0
2020-06-05,36061,New York,0,0,0,0
2020-06-05,99999,New York City,205940,21782,184158,0
2020-06-05,36089,St. Lawrence,207,2,205,0
2020-06-05,90036,Unassigned,0,0,0,0
2020-06-06,36001,Albany,1953,112,1841,0
2020-06-06,36003,Allegany,51,0,51,0
2020-06-06,36005,Bronx,0,0,0,0
2020-06-06,36007,Broome,613,52,561,0
2020-06-06,36009,Cattaraugus,92,5,87,0
2020-06-06,36011,Cayuga,100,2,98,0
2020-06-06,36013,Chautauqua,99,4,95,0
2020-06-06,36015,Chemung,137,2,135,0
2020-06-06,36017,Chenango,133,5,128,0
2020-06-06,36019,Clinton,97,4,93,0
2020-06-06,36021,Columbia,412,34,378,0
2020-06-06,36023,Cortland,41,0,41,0
2020-06-06,36025,Delaware,85,4,81,0
2020-06-06,36027,Dutchess,3995,142,3853,0
2020-06-06,36029,Erie,6429,549,5880,0
2020-06-06,36031,Essex,38,0,38,0
2020-06-06,36033,Franklin,23,0,23,0
2020-06-06,36035,Fulton,222,24,198,0
2020-06-06,36037,Genesee,206,5,201,0
2020-06-06,36039,Greene,246,18,228,0
2020-06-06,36041,Hamilton,5,0,5,0
2020-06-06,36043,Herkimer,122,3,119,0
2020-06-06,36045,Jefferson,75,0,75,0
2020-06-06,36047,Kings,0,0,0,0
2020-06-06,36049,Lewis,20,0,20,0
2020-06-06,36051,Livingston,121,7,114,0
2020-06-06,36053,Madison,325,15,310,0
2020-06-06,36055,Monroe,3167,230,2937,0
2020-06-06,36057,Montgomery,98,4,94,0
2020-06-06,36059,Nassau,40853,2135,38718,0
2020-06-06,36063,Niagara,1109,70,1039,0
2020-06-06,36065,Oneida,1127,58,1069,0
2020-06-06,36067,Onondaga,2375,149,2226,0
2020-06-06,36069,Ontario,220,9,211,0
2020-06-06,36071,Orange,10508,444,10064,0
2020-06-06,36073,Orleans,254,41,213,0
2020-06-06,36075,Oswego,114,3,111,0
2020-06-06,36077,Otsego,74,5,69,0
2020-06-06,36079,Putnam,1274,60,1214,0
2020-06-06,36081,Queens,0,0,0,0
2020-06-06,36083,Rensselaer,499,28,471,0
2020-06-06,36085,Richmond,0,0,0,0
2020-06-06,36087,Rockland,13315,655,12660,0
2020-06-06,36091,Saratoga,501,14,487,0
2020-06-06,36093,Schenectady,710,30,680,0
2020-06-06,36095,Schoharie,54,0,54,0
2020-06-06,36097,Schuyler,12,0,12,0
2020-06-06,36099,Seneca,61,0,61,0
2020-06-06,36101,Steuben,251,41,210,0
2020-06-06,36103,Suffolk,40278,1923,38355,0
2020-06-06,36105,Sullivan,1411,31,1380,0
2020-06-06,36107,Tioga,134,22,112,0
2020-06-06,36109,Tompkins,171,0,171,0
2020-06-06,36111,Ulster,1714,77,1637,0
2020-06-06,36113,Warren,257,28,229,0
2020-06-06,36115,Washington,240,13,227,0
2020-06-06,36117,Wayne,123,3,120,0
2020-06-06,36119,Westchester,33924,1392,32532,0
2020-06-06,36121,Wyoming,89,5,84,0
2020-06-06,36123,Yates,39,6,33,0
2020-06-06,36061,New York,0,0,0,0
2020-06-06,99999,New York City,206511,21815,184696,0
2020-06-06,36089,St. Lawrence,209,2,207,0
2020-06-06,90036,Unassigned,0,0,0,0
2020-06-07,36001,Albany,1961,115,1846,0
2020-06-07,36003,Allegany,51,0,51,0
2020-06-07,36005,Bronx,0,0,0,0
2020-06-07,36007,Broome,620,52,568,0
2020-06-07,36009,Cattaraugus,94,5,89,0
2020-06-07,36011,Cayuga,101,2,99,0
2020-06-07,36013,Chautauqua,101,4,97,0
2020-06-07,36015,Chemung,137,2,135,0
2020-06-07,36017,Chenango,134,5,129,0
2020-06-07,36019,Clinton,97,4,93,0
2020-06-07,36021,Columbia,414,34,380,0
2020-06-07,36023,Cortland,41,0,41,0
2020-06-07,36025,Delaware,85,4,81,0
2020-06-07,36027,Dutchess,4000,142,3858,0
2020-06-07,36029,Erie,6486,560,5926,0
2020-06-07,36031,Essex,38,0,38,0
2020-06-07,36033,Franklin,23,0,23,0
2020-06-07,36035,Fulton,224,24,200,0
2020-06-07,36037,Genesee,208,5,203,0
2020-06-07,36039,Greene,246,18,228,0
2020-06-07,36041,Hamilton,5,0,5,0
2020-06-07,36043,Herkimer,123,3,120,0
2020-06-07,36045,Jefferson,77,0,77,0
2020-06-07,36047,Kings,0,0,0,0
2020-06-07,36049,Lewis,20,0,20,0
2020-06-07,36051,Livingston,121,7,114,0
2020-06-07,36053,Madison,327,15,312,0
2020-06-07,36055,Monroe,3190,236,2954,0
2020-06-07,36057,Montgomery,100,4,96,0
2020-06-07,36059,Nassau,40904,2142,38762,0
2020-06-07,36063,Niagara,1112,70,1042,0
2020-06-07,36065,Oneida,1143,61,1082,0
2020-06-07,36067,Onondaga,2392,151,2241,0
2020-06-07,36069,Ontario,221,9,212,0
2020-06-07,36071,Orange,10514,465,10049,0
2020-06-07,36073,Orleans,255,41,214,0
2020-06-07,36075,Oswego,115,3,112,0
2020-06-07,36077,Otsego,74,5,69,0
2020-06-07,36079,Putnam,1277,60,1217,0
2020-06-07,36081,Queens,0,0,0,0
2020-06-07,36083,Rensselaer,502,28,474,0
2020-06-07,36085,Richmond,0,0,0,0
2020-06-07,36087,Rockland,13325,657,12668,0
2020-06-07,36091,Saratoga,502,14,488,0
2020-06-07,36093,Schenectady,711,30,681,0
2020-06-07,36095,Schoharie,54,0,54,0
2020-06-07,36097,Schuyler,12,0,12,0
2020-06-07,36099,Seneca,61,0,61,0
2020-06-07,36101,Steuben,251,41,210,0
2020-06-07,36103,Suffolk,40329,1931,38398,0
2020-06-07,36105,Sullivan,1415,31,1384,0
2020-06-07,36107,Tioga,134,22,112,0
2020-06-07,36109,Tompkins,171,0,171,0
2020-06-07,36111,Ulster,1718,79,1639,0
2020-06-07,36113,Warren,257,28,229,0
2020-06-07,36115,Washington,240,13,227,0
2020-06-07,36117,Wayne,124,3,121,0
2020-06-07,36119,Westchester,33954,1392,32562,0
2020-06-07,36121,Wyoming,89,5,84,0
2020-06-07,36123,Yates,39,6,33,0
2020-06-07,36061,New York,0,0,0,0
2020-06-07,99999,New York City,206969,21844,185125,0
2020-06-07,36089,St. Lawrence,209,2,207,0
2020-06-07,90036,Unassigned,0,0,0,0
2020-06-08,36001,Albany,1978,115,1863,0
2020-06-08,36003,Allegany,51,0,51,0
2020-06-08,36005,Bronx,0,0,0,0
2020-06-08,36007,Broome,624,52,572,0
2020-06-08,36009,Cattaraugus,95,5,90,0
2020-06-08,36011,Cayuga,101,2,99,0
2020-06-08,36013,Chautauqua,101,4,97,0
2020-06-08,36015,Chemung,137,2,135,0
2020-06-08,36017,Chenango,135,5,130,0
2020-06-08,36019,Clinton,97,4,93,0
2020-06-08,36021,Columbia,414,34,380,0
2020-06-08,36023,Cortland,42,0,42,0
2020-06-08,36025,Delaware,85,4,81,0
2020-06-08,36027,Dutchess,4006,142,3864,0
2020-06-08,36029,Erie,6531,560,5971,0
2020-06-08,36031,Essex,39,0,39,0
2020-06-08,36033,Franklin,23,0,23,0
2020-06-08,36035,Fulton,227,24,203,0
2020-06-08,36037,Genesee,208,5,203,0
2020-06-08,36039,Greene,247,18,229,0
2020-06-08,36041,Hamilton,5,0,5,0
2020-06-08,36043,Herkimer,124,3,121,0
2020-06-08,36045,Jefferson,78,0,78,0
2020-06-08,36047,Kings,0,0,0,0
2020-06-08,36049,Lewis,20,0,20,0
2020-06-08,36051,Livingston,121,7,114,0
2020-06-08,36053,Madison,327,15,312,0
2020-06-08,36055,Monroe,3203,236,2967,0
2020-06-08,36057,Montgomery,100,4,96,0
2020-06-08,36059,Nassau,40947,2145,38802,0
2020-06-08,36063,Niagara,1116,70,1046,0
2020-06-08,36065,Oneida,1170,61,1109,0
2020-06-08,36067,Onondaga,2408,151,2257,0
2020-06-08,36069,Ontario,221,9,212,0
2020-06-08,36071,Orange,10523,465,10058,0
2020-06-08,36073,Orleans,256,41,215,0
2020-06-08,36075,Oswego,115,3,112,0
2020-06-08,36077,Otsego,75,5,70,0
2020-06-08,36079,Putnam,1279,60,1219,0
2020-06-08,36081,Queens,0,0,0,0
2020-06-08,36083,Rensselaer,503,28,475,0
2020-06-08,36085,Richmond,0,0,0,0
2020-06-08,36087,Rockland,13340,657,12683,0
2020-06-08,36091,Saratoga,504,14,490,0
2020-06-08,36093,Schenectady,712,30,682,0
2020-06-08,36095,Schoharie,54,0,54,0
2020-06-08,36097,Schuyler,12,0,12,0
2020-06-08,36099,Seneca,61,0,61,0
2020-06-08,36101,Steuben,251,41,210,0
2020-06-08,36103,Suffolk,40377,1935,38442,0
2020-06-08,36105,Sullivan,1417,31,1386,0
2020-06-08,36107,Tioga,134,22,112,0
2020-06-08,36109,Tompkins,171,0,171,0
2020-06-08,36111,Ulster,1721,79,1642,0
2020-06-08,36113,Warren,257,28,229,0
2020-06-08,36115,Washington,240,13,227,0
2020-06-08,36117,Wayne,125,3,122,0
2020-06-08,36119,Westchester,34000,1395,32605,0
2020-06-08,36121,Wyoming,90,5,85,0
2020-06-08,36123,Yates,39,6,33,0
2020-06-08,36061,New York,0,0,0,0
2020-06-08,99999,New York City,207353,21877,185476,0
2020-06-08,36089,St. Lawrence,209,2,207,0
2020-06-08,90036,Unassigned,0,0,0,0
2020-06-09,36001,Albany,1983,115,1868,0
2020-06-09,36003,Allegany,51,0,51,0
2020-06-09,36005,Bronx,0,0,0,0
2020-06-09,36007,Broome,627,52,575,0
2020-06-09,36009,Cattaraugus,95,5,90,0
2020-06-09,36011,Cayuga,102,2,100,0
2020-06-09,36013,Chautauqua,103,4,99,0
2020-06-09,36015,Chemung,138,2,136,0
2020-06-09,36017,Chenango,135,5,130,0
2020-06-09,36019,Clinton,97,4,93,0
2020-06-09,36021,Columbia,414,34,380,0
2020-06-09,36023,Cortland,42,0,42,0
2020-06-09,36025,Delaware,86,4,82,0
2020-06-09,36027,Dutchess,4016,142,3874,0
2020-06-09,36029,Erie,6595,560,6035,0
2020-06-09,36031,Essex,40,0,40,0
2020-06-09,36033,Franklin,23,0,23,0
2020-06-09,36035,Fulton,228,24,204,0
2020-06-09,36037,Genesee,210,5,205,0
2020-06-09,36039,Greene,248,18,230,0
2020-06-09,36041,Hamilton,5,0,5,0
2020-06-09,36043,Herkimer,125,3,122,0
2020-06-09,36045,Jefferson,79,0,79,0
2020-06-09,36047,Kings,0,0,0,0
2020-06-09,36049,Lewis,20,0,20,0
2020-06-09,36051,Livingston,121,7,114,0
2020-06-09,36053,Madison,331,15,316,0
2020-06-09,36055,Monroe,3243,236,3007,0
2020-06-09,36057,Montgomery,100,4,96,0
2020-06-09,36059,Nassau,40980,2145,38835,0
2020-06-09,36063,Niagara,1125,70,1055,0
2020-06-09,36065,Oneida,1185,61,1124,0
2020-06-09,36067,Onondaga,2427,151,2276,0
2020-06-09,36069,Ontario,222,9,213,0
2020-06-09,36071,Orange,10533,465,10068,0
2020-06-09,36073,Orleans,257,41,216,0
2020-06-09,36075,Oswego,115,3,112,0
2020-06-09,36077,Otsego,75,5,70,0
2020-06-09,36079,Putnam,1280,60,1220,0
2020-06-09,36081,Queens,0,0,0,0
2020-06-09,36083,Rensselaer,505,28,477,0
2020-06-09,36085,Richmond,0,0,0,0
2020-06-09,36087,Rockland,13353,657,12696,0
2020-06-09,36091,Saratoga,511,14,497,0
2020-06-09,36093,Schenectady,715,30,685,0
2020-06-09,36095,Schoharie,54,0,54,0
2020-06-09,36097,Schuyler,12,0,12,0
2020-06-09,36099,Seneca,61,0,61,0
2020-06-09,36101,Steuben,252,41,211,0
2020-06-09,36103,Suffolk,40426,1935,38491,0
2020-06-09,36105,Sullivan,1418,31,1387,0
2020-06-09,36107,Tioga,134,22,112,0
2020-06-09,36109,Tompkins,171,0,171,0
2020-06-09,36111,Ulster,1724,79,1645,0
2020-06-09,36113,Warren,257,28,229,0
2020-06-09,36115,Washington,240,13,227,0
2020-06-09,36117,Wayne,126,3,123,0
2020-06-09,36119,Westchester,34035,1395,32640,0
2020-06-09,36121,Wyoming,91,5,86,0
2020-06-09,36123,Yates,39,6,33,0
2020-06-09,36061,New York,0,0,0,0
2020-06-09,99999,New York City,207693,21918,185775,0
2020-06-09,36089,St. Lawrence,209,2,207,0
2020-06-09,90036,Unassigned,0,0,0,0
2020-06-10,36001,Albany,1986,115,1871,0
2020-06-10,36003,Allegany,52,0,52,0
2020-06-10,36005,Bronx,0,0,0,0
2020-06-10,36007,Broome,630,52,578,0
2020-06-10,36009,Cattaraugus,96,5,91,0
2020-06-10,36011,Cayuga,102,2,100,0
2020-06-10,36013,Chautauqua,105,4,101,0
2020-06-10,36015,Chemung,138,2,136,0
2020-06-10,36017,Chenango,137,5,132,0
2020-06-10,36019,Clinton,97,4,93,0
2020-06-10,36021,Columbia,420,34,386,0
2020-06-10,36023,Cortland,42,0,42,0
2020-06-10,36025,Delaware,87,4,83,0
2020-06-10,36027,Dutchess,4022,142,3880,0
2020-06-10,36029,Erie,6616,580,6036,0
2020-06-10,36031,Essex,40,0,40,0
2020-06-10,36033,Franklin,23,0,23,0
2020-06-10,36035,Fulton,228,24,204,0
2020-06-10,36037,Genesee,211,5,206,0
2020-06-10,36039,Greene,249,18,231,0
2020-06-10,36041,Hamilton,5,0,5,0
2020-06-10,36043,Herkimer,125,3,122,0
2020-06-10,36045,Jefferson,79,0,79,0
2020-06-10,36047,Kings,0,0,0,0
2020-06-10,36049,Lewis,20,0,20,0
2020-06-10,36051,Livingston,121,7,114,0
2020-06-10,36053,Madison,331,15,316,0
2020-06-10,36055,Monroe,3255,236,3019,0
2020-06-10,36057,Montgomery,100,4,96,0
2020-06-10,36059,Nassau,41015,2151,38864,0
2020-06-10,36063,Niagara,1129,70,1059,0
2020-06-10,36065,Oneida,1203,61,1142,0
2020-06-10,36067,Onondaga,2433,151,2282,0
2020-06-10,36069,Ontario,222,9,213,0
2020-06-10,36071,Orange,10541,467,10074,0
2020-06-10,36073,Orleans,259,41,218,0
2020-06-10,36075,Oswego,115,3,112,0
2020-06-10,36077,Otsego,77,5,72,0
2020-06-10,36079,Putnam,1282,60,1222,0
2020-06-10,36081,Queens,0,0,0,0
2020-06-10,36083,Rensselaer,507,28,479,0
2020-06-10,36085,Richmond,0,0,0,0
2020-06-10,36087,Rockland,13372,661,12711,0
2020-06-10,36091,Saratoga,511,14,497,0
2020-06-10,36093,Schenectady,716,30,686,0
2020-06-10,36095,Schoharie,54,0,54,0
2020-06-10,36097,Schuyler,12,0,12,0
2020-06-10,36099,Seneca,61,0,61,0
2020-06-10,36101,Steuben,253,41,212,0
2020-06-10,36103,Suffolk,40464,1941,38523,0
2020-06-10,36105,Sullivan,1425,31,1394,0
2020-06-10,36107,Tioga,135,22,113,0
2020-06-10,36109,Tompkins,171,0,171,0
2020-06-10,36111,Ulster,1726,79,1647,0
2020-06-10,36113,Warren,257,28,229,0
2020-06-10,36115,Washington,240,13,227,0
2020-06-10,36117,Wayne,126,3,123,0
2020-06-10,36119,Westchester,34076,1399,32677,0
2020-06-10,36121,Wyoming,91,5,86,0
2020-06-10,36123,Yates,39,6,33,0
2020-06-10,36061,New York,0,0,0,0
2020-06-10,99999,New York City,208118,21960,186158,0
2020-06-10,36089,St. Lawrence,209,2,207,0
2020-06-10,90036,Unassigned,0,0,0,0
2020-06-11,36001,Albany,1996,115,1881,0
2020-06-11,36003,Allegany,53,0,53,0
2020-06-11,36005,Bronx,0,0,0,0
2020-06-11,36007,Broome,641,52,589,0
2020-06-11,36009,Cattaraugus,98,5,93,0
2020-06-11,36011,Cayuga,102,2,100,0
2020-06-11,36013,Chautauqua,106,4,102,0
2020-06-11,36015,Chemung,138,2,136,0
2020-06-11,36017,Chenango,137,5,132,0
2020-06-11,36019,Clinton,98,4,94,0
2020-06-11,36021,Columbia,424,34,390,0
2020-06-11,36023,Cortland,42,0,42,0
2020-06-11,36025,Delaware,88,4,84,0
2020-06-11,36027,Dutchess,4027,142,3885,0
2020-06-11,36029,Erie,6659,580,6079,0
2020-06-11,36031,Essex,40,0,40,0
2020-06-11,36033,Franklin,23,0,23,0
2020-06-11,36035,Fulton,230,24,206,0
2020-06-11,36037,Genesee,212,5,207,0
2020-06-11,36039,Greene,249,18,231,0
2020-06-11,36041,Hamilton,5,0,5,0
2020-06-11,36043,Herkimer,125,3,122,0
2020-06-11,36045,Jefferson,79,0,79,0
2020-06-11,36047,Kings,0,0,0,0
2020-06-11,36049,Lewis,20,0,20,0
2020-06-11,36051,Livingston,121,7,114,0
2020-06-11,36053,Madison,333,15,318,0
2020-06-11,36055,Monroe,3293,236,3057,0
2020-06-11,36057,Montgomery,101,4,97,0
2020-06-11,36059,Nassau,41060,2151,38909,0
2020-06-11,36063,Niagara,1136,70,1066,0
2020-06-11,36065,Oneida,1216,61,1155,0
2020-06-11,36067,Onondaga,2454,151,2303,0
2020-06-11,36069,Ontario,229,9,220,0
2020-06-11,36071,Orange,10550,467,10083,0
2020-06-11,36073,Orleans,260,41,219,0
2020-06-11,36075,Oswego,119,3,116,0
2020-06-11,36077,Otsego,78,5,73,0
2020-06-11,36079,Putnam,1282,60,1222,0
2020-06-11,36081,Queens,0,0,0,0
2020-06-11,36083,Rensselaer,508,28,480,0
2020-06-11,36085,Richmond,0,0,0,0
2020-06-11,36087,Rockland,13385,661,12724,0
2020-06-11,36091,Saratoga,513,14,499,0
2020-06-11,36093,Schenectady,717,30,687,0
2020-06-11,36095,Schoharie,54,0,54,0
2020-06-11,36097,Schuyler,12,0,12,0
2020-06-11,36099,Seneca,62,0,62,0
2020-06-11,36101,Steuben,254,41,213,0
2020-06-11,36103,Suffolk,40512,1945,38567,0
2020-06-11,36105,Sullivan,1426,31,1395,0
2020-06-11,36107,Tioga,135,22,113,0
2020-06-11,36109,Tompkins,171,0,171,0
2020-06-11,36111,Ulster,1729,79,1650,0
2020-06-11,36113,Warren,257,28,229,0
2020-06-11,36115,Washington,241,13,228,0
2020-06-11,36117,Wayne,127,3,124,0
2020-06-11,36119,Westchester,34106,1400,32706,0
2020-06-11,36121,Wyoming,91,5,86,0
2020-06-11,36123,Yates,39,6,33,0
2020-06-11,36061,New York,0,0,0,0
2020-06-11,99999,New York City,208517,21993,186524,0
2020-06-11,36089,St. Lawrence,212,2,210,0
2020-06-11,90036,Unassigned,0,0,0,0
2020-06-12,36001,Albany,2007,118,1889,0
2020-06-12,36003,Allegany,53,0,53,0
2020-06-12,36005,Bronx,0,0,0,0
2020-06-12,36007,Broome,644,52,592,0
2020-06-12,36009,Cattaraugus,101,5,96,0
2020-06-12,36011,Cayuga,103,2,101,0
2020-06-12,36013,Chautauqua,106,4,102,0
2020-06-12,36015,Chemung,138,2,136,0
2020-06-12,36017,Chenango,138,5,133,0
2020-06-12,36019,Clinton,98,4,94,0
2020-06-12,36021,Columbia,428,37,391,0
2020-06-12,36023,Cortland,42,0,42,0
2020-06-12,36025,Delaware,88,4,84,0
2020-06-12,36027,Dutchess,4035,145,3890,0
2020-06-12,36029,Erie,6717,587,6130,0
2020-06-12,36031,Essex,40,0,40,0
2020-06-12,36033,Franklin,24,0,24,0
2020-06-12,36035,Fulton,231,24,207,0
2020-06-12,36037,Genesee,212,5,207,0
2020-06-12,36039,Greene,249,18,231,0
2020-06-12,36041,Hamilton,5,0,5,0
2020-06-12,36043,Herkimer,127,3,124,0
2020-06-12,36045,Jefferson,80,0,80,0
2020-06-12,36047,Kings,0,0,0,0
2020-06-12,36049,Lewis,20,0,20,0
2020-06-12,36051,Livingston,121,8,113,0
2020-06-12,36053,Madison,333,17,316,0
2020-06-12,36055,Monroe,3320,247,3073,0
2020-06-12,36057,Montgomery,103,4,99,0
2020-06-12,36059,Nassau,41114,2163,38951,0
2020-06-12,36063,Niagara,1143,78,1065,0
2020-06-12,36065,Oneida,1237,77,1160,0
2020-06-12,36067,Onondaga,2474,166,2308,0
2020-06-12,36069,Ontario,230,9,221,0
2020-06-12,36071,Orange,10558,473,10085,0
2020-06-12,36073,Orleans,260,49,211,0
2020-06-12,36075,Oswego,120,3,117,0
2020-06-12,36077,Otsego,78,5,73,0
2020-06-12,36079,Putnam,1282,62,1220,0
2020-06-12,36081,Queens,0,0,0,0
2020-06-12,36083,Rensselaer,510,28,482,0
2020-06-12,36085,Richmond,0,0,0,0
2020-06-12,36087,Rockland,13396,661,12735,0
2020-06-12,36091,Saratoga,514,14,500,0
2020-06-12,36093,Schenectady,721,36,685,0
2020-06-12,36095,Schoharie,54,0,54,0
2020-06-12,36097,Schuyler,12,0,12,0
2020-06-12,36099,Seneca,63,0,63,0
2020-06-12,36101,Steuben,254,41,213,0
2020-06-12,36103,Suffolk,40559,1945,38614,0
2020-06-12,36105,Sullivan,1428,45,1383,0
2020-06-12,36107,Tioga,137,24,113,0
2020-06-12,36109,Tompkins,172,0,172,0
